,5_11_1_.6,5_11_1_.3,5_11_1_.2,5_11_1_.1,5_11_1_1,5_11_1_2,5_11_1_3,5_11_1_4,5_11_1_5,5_11_1_6,5_11_1_7,5_11_1_8,5_12_2_.6,5_12_2_.3,5_12_2_.2,5_12_2_.1,5_12_2_1,5_12_2_2,5_12_2_3,5_12_2_4,5_12_2_5,5_12_2_6,5_12_2_7,5_12_2_8,5_13_5_.6,5_13_5_.3,5_13_5_.2,5_13_5_.1,5_13_5_1,5_13_5_2,5_13_5_3,5_13_5_4,5_13_5_5,5_13_5_6,5_13_5_7,5_13_5_8,5_14_1_.6,5_14_1_.3,5_14_1_.2,5_14_1_.1,5_14_1_1,5_14_1_2,5_14_1_3,5_14_1_4,5_14_1_5,5_14_1_6,5_14_1_7,5_14_1_8,5_14_5_.6,5_14_5_.3,5_14_5_.2,5_14_5_.1,5_14_5_1,5_14_5_2,5_14_5_3,5_14_5_4,5_14_5_5,5_14_5_6,5_14_5_7,5_14_5_8,3__13_.1,3__13_.2,3__13_0,3__13_10,3__13_11,3__13_12,3__15_.1,3__15_.2,3__15_0,3__15_10,3__15_11,3__15_12,3__16_.1,3__16_.2,3__16_0,3__16_10,3__16_11,3__16_12,3__28_.1,3__28_.2,3__28_0,3__28_10,3__28_11,3__28_12
223141ee97781bbede60bb494d599448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005566302,0.003940839,0.004882046,0,0,0,0.013280341,0.013597097,0,0,0,0,0.004848285,0.01285449,0.008966695,0,0,0,0.005826516,0.003583659,0.007491739,0,0,0
226ab97195d19858d059fffaef17f5d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002178832,0.007476994,0.005730659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005250484,0.005278778,0,0,0,0,0.015316014,0.009115848,0,0,0,0,0.00646438,0.007608127,0.006347851,0,0,0,0.008035736,0.004778211,0.014417636,0,0,0
22907d450b79c927e4ffe34a2d09d2aa,0.001937016,0.001720004,0,0,0,0,0.004491726,0,0,0,0,0,0,0,0,0.002024607,0.001430793,0,0.00111839,0.004538088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001678681,0,0.002178528,0.009289919,0.005576116,0,0,0,0,0.002659238,0.004818536,0,0.0045022,0.006049557,0.003419096,0,0,0,0,0,0.00059216,0.000924394,0.000853504,0,0,0,0.000872431,0.001414234,0,0,0,0,0.000989446,0.000793264,0,0,0,0,0,0,0.000633742,0,0,0
25f537c4856de1617e682de90caba215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004381983,0.001240634,0.004028541,0,0,0,0.00100168,0.007582341,0,0,0,0,0.003496042,0.001911046,0.002419584,0,0,0,0.005656575,0.002866927,0.000792178,0,0,0
2678ed3808ef43759fe3dcf46f1b1a05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000952608,0,0,0,0,0,0,0,0,0,0,0,0.001406782,0,0,0,0,0,0,0,0,0,0,0,0.004697801,0.002724531,0.002082551,0,0,0,0.002100297,0.005060574,0.002121817,0,0,0,0.005771768,0.004975932,0.005009963,0,0,0,0.005073924,0.004897667,0.000565841,0,0,0
26d95f66b97240febac5d7976fe5ebaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002569693,0,0.001657952,0,0,0,0,0,0,0,0.003259202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030326,0.003653599,0,0.002792984,0.004139073,0.0019245,0,0,0,0,0,0,0,0.002916198,0.003646308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270a745647e1f4f2daefddcae78b43c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264498,0.001532548,0.002799495,0,0,0,0.004039033,0.00940551,0.003037111,0,0,0,0.009135884,0.026646474,0.0048961,0,0,0,0.005923624,0.016046826,0.004074057,0,0.000707789,0
294439019add4f19e8d5d95d40921207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059216,0.000462197,0,0,0,0,0,0.001175689,0.000457647,0,0,0,0,0.000270431,0,0,0,0,0,0.005972764,0.000724277,0,0,0
2a89717b521dc276ae1bd08090909dc4,0.001812047,0.001615761,0.002744091,0.001990857,0,0,0,0,0.001897871,0,0,0,0.000697715,0.002142788,0.001429422,0,0,0,0,0,0,0,0,0,0.00067041,0,0,0.00083682,0.000911525,0,0,0.000250363,0,0,0.000814259,0,0,0,0,0,0,0.000988549,0.000837895,0,0,0,0,0,0,0,0,0,0.000613936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2cf0267a31dc6f1b8ee65c913b8f6e4d,0.002374406,0.000416971,0,0,0,0,0,0,0,0,0,0,0.004535147,0.002337586,0.001072067,0,0.000497667,0,0,0,0,0,0,0,0.002346434,0.000479294,0,0,0,0,0,0,0,0,0,0,0.001349528,0,0,0,0,0,0,0,0,0,0,0,0.007181993,0,0,0,0,0,0,0,0,0,0,0,0.002723935,0.000705459,0.006179373,0,0,0,0.006527078,0.0059466,0.00282909,0,0,0,0.007156992,0.001370184,0.003387418,0,0,0,0.001626569,0.005136577,0.001403286,0,0,0
2d01d21dc12ee96d173b6ab4e83f9a3b,0,0.001459397,0,0.001327238,0.000542054,0,0,0,0,0,0,0,0,0.002045388,0.001548541,0,0.000995334,0,0,0,0,0,0,0,0.000921813,0.003163344,0.0018486,0.001315003,0.000740614,0,0,0,0,0,0,0,0,0.001613988,0.004322111,0.003714936,0.001728054,0.001482824,0.001117194,0,0,0,0,0,0.001332741,0.000253261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31217980cfdf305668ba9c8482a34e81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000681796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000394773,0,0.000751084,0,0,0,0.000452372,0.000238546,0,0,0,0,0.000989446,0,0,0,0,0,0.001043917,0.00051764,0.001448554,0,0,0
32048bc37f42f1fac1d65633b809201e,0,0,0,0,0,0,0,0.003286176,0,0,0,0,0,0,0,0,0,0.010840454,0.014485807,0,0,0,0,0,0,0,0,0,0.004956418,0.005694981,0.007893618,0,0,0,0,0,0,0.004371217,0,0.012585292,0,0,0.004915652,0,0,0,0,0,0,0,0,0.01081503,0.002302261,0,0.013163518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34e330f47d6b0b3a7742855c99c1730b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000729785,0,0,0,0,0.001066305,0.001056416,0.003286737,0,0,0,0.000923483,0.00072115,0.002277256,0,0,0,0.002500546,0.00127419,0.004934136,0,0,0
3562d3a0374b9f2ed190c1a7aa7dedb7,0.00099975,0.001876368,0.000796672,0,0,0,0.003014184,0.000334187,0,0,0,0,0,0.001850589,0,0.001245912,0.001368585,0.004081112,0,0.004943274,0,0,0,0,0.001508422,0,0.0018486,0,0.000512733,0.001351351,0.000910802,0,0,0,0.000361893,0,0,0,0,0,0,0,0.000726176,0,0.001233654,0,0,0,0,0,0.002152963,0,0.001176711,0,0,0,0,0,0,0,0.003513482,0.003381337,0.002697074,0,0,0,0.003037353,0.002709196,0.001040107,0,0,0,0.004419525,0.00214542,0.004013664,0,0,0,0.001602292,0.000597276,0.001131683,0,0,0
35f3ce6a0ee2829e6ccb193be3c4338b,0.097225694,0,0,0,0,0,0,0,0,0,0,0,0.118698762,0,0.000476474,0,0,0,0,0,0,0,0,0,0.037459147,0,0,0,0,0,0,0,0,0,0,0,0.040962134,0,0,0,0,0,0,0,0,0,0,0,0.016955427,0,0,0,0,0,0,0,0,0,0,0,0.018080613,0.067018585,0.020108566,0,8.48E-05,0,0.005460773,0.015641773,0.008320852,0,0,0,0.013291557,0.06612941,0.069114717,0,0,0,0.037969459,0.009954607,0.00024897,0,0,0
37a0a427f45ea3b8299b4a41c10d02e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001191185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025958562,0,0,0,0,0,0,0,0,0,0,0,0.00821857,0,0,0,0,0,0,0,0,0,0,0,0.009592989,0.002967792,0.008569185,0,0,0,0.029274913,0.060726882,0.000624064,0,0,0,0.029848285,0.029458958,0.040933675,0,0,0,0.03396373,0.013458629,0.054275497,0,0,0
37a7e187d35366eb6167cbe90e558af1,0.074293927,0.002397582,0.004602992,0.003613036,0,0,0,0,0,0,0,0,0.109017966,0.017726697,0.002025015,0.00147952,0.00118196,0,0,0,0,0,0,0,0.001676024,0.000958589,0,0.000358637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006151323,0.00390233,0.002660391,0.000497224,0,0,0,0,0,0,0,0.00063248,0,0,0,0,0,0,0,0,0,0,0.059828496,0.091009068,0.034130373,0,0,0,0.121410017,0.072588994,0.06278575,0,0,0
3abae39e94cf51920aec2b9fb42b53a9,0.000249938,0,0,0,0,0,0,0,0,0,0,0,0.000784929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000888494,0,0,0,0,0,0,0,0,0,0,0,0.000236864,0.000364892,0.000375542,0,0,0,0.000258498,0.000630442,0.000124813,0,0,0,0,0.000558891,0.000370054,0,0,0,0,0,0,0,0,0
3d2cd874a4eea35af603ca0c0c25c89f,0.010434891,0,0,0,0,0,0,0,0,0,0,0,0.003488575,0.000973994,0.001667659,0.001245912,0,0,0,0,0,0,0,0,0,0,0,0.000717274,0,0,0,0,0,0,0,0,0.003572279,0,0,0,0,0,0,0,0,0,0,0,0.010884052,0,0.001230265,0.000668971,0,0,0,0,0,0,0,0,0.000710592,0.000291914,0.001536308,0,0,0,0.013700401,0.008775069,0.005824596,0,0,0,0.01098285,0.009519174,0.007714204,0,0,0,0.006749047,0.002389106,0.000203703,0,0,0
