ID	5_11_1_1	5_12_2_1	5_13_5_1	5_14_1_1	5_14_5_1	5_12_2_3	5_13_5_3	5_14_1_3	5_14_5_3	5_11_1_3	5_12_2_5	5_13_5_5	5_14_1_5	5_14_5_5
5446_1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
5445_1	0	0	1	1	0	0	5	0	4	1	10	9	5	18
5444_1	0	0	2	0	0	4	14	5	56	3	48	61	4	50
5443_1	5	0	4	0	0	0	16	0	38	10	2	5	1	149
5442_1	9	0	0	0	2	0	4	0	7	0	0	3	0	3
5441_1	1	2	1	1	0	1	3	0	3	1	2	2	1	4
5440_1	0	1	0	0	0	0	1	1	11	0	0	2	0	0
544_1	6	1	3	0	1	2	72	4	79	21	160	94	12	159
5439_1	0	0	0	0	0	0	1	0	1	3	3	3	0	8
5438_1	1	0	0	0	0	0	0	0	1	0	0	3	0	2
5437_1	9	1	4	1	2	8	71	8	203	17	174	186	23	160
5436_1	5	0	0	0	0	1	2	0	11	3	4	5	1	9
5435_1	8	5	0	0	0	8	51	6	45	13	106	84	5	77
5434_1	4	0	3	1	0	3	26	1	47	12	73	32	12	101
5433_1	15	2	9	1	3	20	12	9	16	2	32	28	2	17
5432_1	12	0	5	2	1	10	143	2	157	71	700	323	22	259
5431_1	13	0	10	0	2	19	145	15	445	30	241	321	30	309
5430_1	12	1	2	2	0	9	40	1	34	5	13	18	2	208
543_1	2	0	7	0	0	8	89	1	99	59	190	220	24	276
5429_1	3	0	9	0	0	5	28	3	47	11	65	35	20	151
5428_1	1	1	0	0	0	0	0	0	1	0	0	3	0	2
5427_1	2	0	0	1	1	2	5	0	24	3	2	9	0	19
5426_1	18	0	12	2	1	5	102	4	88	48	272	230	41	240
5425_1	9	0	8	0	2	5	68	1	120	48	338	365	20	153
5424_1	20	2	1	0	1	4	62	2	144	42	121	47	22	299
5423_1	5	0	0	0	0	0	0	0	16	1	0	1	0	3
5422_1	0	2	1	0	0	0	6	0	3	1	19	0	1	17
5421_1	6	0	5	0	0	9	26	7	56	4	17	43	2	63
5420_1	8	0	0	0	0	0	28	0	59	3	118	21	4	14
542_1	2	0	2	0	0	3	28	10	108	10	10	58	6	139
5419_1	1	0	0	2	0	3	0	0	12	0	1	0	0	1
5418_1	10	0	0	0	1	4	1	1	31	1	19	18	6	28
5417_1	1	0	0	0	0	0	0	0	2	1	1	2	0	0
5416_1	3	1	7	0	1	36	99	21	146	46	253	245	21	259
5415_1	14	1	4	3	5	1	14	2	28	7	15	14	1	24
5414_1	1	0	0	0	1	0	0	1	22	0	3	4	0	1
5413_1	0	1	1	1	0	1	4	4	33	0	1	3	2	12
5412_1	12	4	19	1	1	14	99	4	126	27	297	126	9	242
5411_1	0	0	0	0	0	0	1	0	1	0	1	0	0	0
5410_1	5	0	4	2	0	20	38	0	17	28	33	1	27	70
541_1	22	2	26	3	5	55	318	3	371	62	603	477	97	1471
5409_1	4	1	0	1	0	0	0	0	2	0	2	8	0	3
5408_1	2	0	0	0	0	1	13	0	14	0	8	4	1	9
5407_1	14	0	2	1	0	41	34	11	114	7	18	67	12	110
5406_1	24	0	3	0	0	8	80	4	110	31	159	154	20	163
5405_1	21	1	6	2	0	6	17	3	45	5	10	26	4	52
5404_1	6	1	7	5	1	5	83	1	98	37	161	67	25	182
5403_1	1	1	0	0	0	0	1	1	5	1	3	3	0	8
5402_1	5	0	0	0	0	1	14	0	14	2	8	8	3	23
5401_1	6	0	3	1	0	2	30	4	52	25	241	105	9	58
5400_1	0	0	0	0	0	0	4	0	6	1	14	5	1	8
540_1	7	0	3	0	0	8	27	1	128	10	64	119	3	147
54_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5399_1	1	0	0	0	1	0	1	0	8	1	2	1	0	4
5398_1	22	0	24	0	2	8	34	4	70	6	27	48	5	369
5397_1	26	0	8	1	0	4	107	2	132	29	234	192	35	198
5396_1	2	1	2	0	0	5	17	1	31	4	31	28	8	54
5395_1	3	0	1	0	1	3	7	0	32	8	17	9	1	19
5394_1	5	0	1	0	0	2	15	1	38	9	34	20	10	43
5393_1	1	1	1	0	0	0	9	0	17	2	4	8	2	13
5392_1	1	1	0	0	0	0	0	0	1	0	0	0	0	1
5391_1	7	0	0	1	0	5	20	1	82	3	23	41	8	80
5390_1	4	1	2	0	0	2	12	1	40	4	17	3	5	6
539_1	10	0	14	3	1	8	116	4	223	52	311	268	44	238
5389_1	2	0	0	0	0	1	2	0	4	2	7	11	4	13
5388_1	14	0	1	0	1	6	16	0	49	4	57	43	5	63
5387_1	19	1	5	1	1	10	36	11	60	6	20	34	7	56
5386_1	6	3	8	1	3	6	77	5	94	93	114	94	60	288
5385_1	10	0	0	0	1	0	3	1	6	0	0	1	0	1
5384_1	0	0	0	0	0	3	10	1	18	3	43	9	7	51
5383_1	2	0	0	2	0	5	4	0	12	0	0	5	1	6
5381_1	2	1	1	0	1	2	66	0	26	8	98	49	11	100
5380_1	17	2	12	1	2	30	192	18	118	64	205	136	51	297
538_1	2	0	0	0	2	0	4	0	4	1	8	14	0	12
5379_1	6	0	0	0	0	0	3	2	39	2	123	3	0	13
5378_1	3	1	2	4	3	6	6	0	18	5	4	6	1	19
5377_1	14	1	5	2	1	8	15	4	81	2	7	39	8	58
5376_1	8	0	0	0	0	0	4	0	8	0	7	15	1	12
5375_1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5374_1	10	0	2	2	0	0	50	1	48	31	334	173	8	109
5373_1	9	0	3	0	0	5	27	1	43	8	105	75	7	92
5372_1	4	1	3	0	0	0	7	1	7	1	13	7	3	10
5371_1	5	0	2	0	0	4	24	3	21	15	31	31	10	49
5370_1	8	0	1	3	0	1	3	0	2	1	0	3	4	0
537_1	16	1	1	0	1	3	8	2	54	3	29	31	8	46
5369_1	3	0	1	1	1	5	7	1	33	6	65	16	4	58
5368_1	10	0	2	1	1	5	11	1	24	3	11	9	3	13
5367_1	8	0	2	4	0	16	38	5	32	6	63	32	1	148
5366_1	0	0	0	0	0	0	3	0	3	0	2	0	0	1
5365_1	6	1	4	1	0	0	51	7	88	9	272	65	3	35
5364_1	13	1	6	0	2	1	47	2	33	17	86	45	6	83
5363_1	5	0	5	0	0	51	99	40	481	14	52	245	33	194
5362_1	4	2	1	0	0	4	27	1	31	45	54	58	26	140
5361_1	2	0	0	2	0	1	3	1	11	3	22	25	4	18
5360_1	9	0	0	0	0	1	9	0	23	5	15	25	0	60
536_1	1	1	0	0	0	0	0	0	3	0	0	0	0	4
5359_1	5	0	0	0	1	0	17	0	18	2	24	13	5	40
5358_1	3	0	0	0	0	2	5	1	12	0	11	17	0	7
5357_1	13	1	8	0	0	4	111	0	218	84	178	153	34	948
5356_1	16	2	8	1	1	22	42	1	21	147	63	13	86	199
5355_1	8	1	2	0	3	3	43	2	48	13	67	57	8	63
5354_1	3	0	1	1	0	16	46	11	105	9	18	46	5	90
5353_1	25	0	1	1	2	6	22	3	63	14	31	47	10	131
5352_1	14	1	6	2	0	5	70	1	102	25	99	29	9	184
5351_1	16	0	25	1	0	3	175	0	288	54	342	99	21	171
5350_1	1	1	1	0	2	0	3	1	10	0	3	8	0	8
535_1	3	0	4	1	1	0	7	1	29	12	35	32	11	38
5349_1	1	0	1	1	0	0	2	1	6	1	6	4	2	8
5348_1	11	1	2	2	3	4	13	2	65	4	45	21	7	81
5347_1	1	0	1	0	0	1	2	0	2	5	9	2	7	20
5346_1	13	2	13	0	7	5	95	0	52	52	398	317	42	404
5345_1	4	1	2	0	0	1	13	1	18	2	22	15	1	28
5344_1	3	0	1	0	0	0	4	0	8	2	2	0	0	26
5343_1	10	0	5	0	1	6	32	0	122	22	117	13	5	152
5342_1	3	0	2	5	0	2	3	2	8	0	2	3	3	4
5341_1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5340_1	6	1	0	1	1	1	16	0	38	4	23	27	0	40
534_1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
5339_1	13	1	0	0	0	5	12	3	67	4	19	37	1	57
5338_1	2	0	10	1	0	10	40	2	48	30	313	101	30	207
5337_1	3	0	8	1	0	9	101	2	56	25	170	76	7	243
5336_1	27	2	20	3	2	126	611	68	2549	225	1241	1901	164	2494
5335_1	1	0	1	1	0	0	8	0	14	1	34	19	1	37
5334_1	3	1	2	2	0	1	20	0	27	3	8	19	2	40
5333_1	3	0	4	0	0	0	15	0	27	13	33	15	8	48
5332_1	2	0	2	0	0	0	13	0	5	1	5	7	1	8
5331_1	9	1	2	0	1	1	12	0	9	8	54	45	5	33
5330_1	1	0	1	0	0	1	0	0	6	1	0	11	0	17
533_1	17	5	5	3	2	29	71	11	90	112	47	148	55	370
5329_1	1	0	10	1	2	20	723	2	1021	442	2305	871	151	2956
5328_1	2	0	0	1	0	2	1	1	7	0	2	6	0	3
5327_1	6	0	7	1	0	0	41	0	73	37	104	78	28	187
5326_1	1	0	1	0	0	1	1	0	8	0	10	3	0	6
5325_1	4	0	1	1	2	3	32	0	45	9	44	65	9	13
5324_1	0	1	0	0	0	1	3	0	5	3	15	6	5	13
5323_1	2	0	0	0	1	0	1	1	3	0	3	5	0	5
5322_1	20	0	1	0	1	1	6	0	49	6	34	41	0	57
5321_1	10	0	5	0	1	11	65	1	140	60	378	322	44	268
5320_1	3	1	0	0	0	3	16	3	34	21	37	56	13	66
532_1	13	1	3	0	1	4	48	4	84	25	68	42	20	221
5319_1	6	0	1	0	0	4	6	2	22	3	17	16	0	24
5318_1	3	0	0	0	1	0	2	0	4	0	3	2	1	0
5317_1	12	5	25	0	1	17	290	2	348	144	1075	856	138	1509
5316_1	1	0	0	0	0	2	3	1	9	1	4	7	4	8
5315_1	3	0	1	0	1	4	29	0	23	13	48	54	6	68
5314_1	4	1	0	1	1	2	8	0	15	5	21	12	0	28
5313_1	11	0	2	0	0	7	35	5	87	26	90	150	16	166
5312_1	10	0	2	0	0	6	42	4	49	7	16	33	3	53
5311_1	0	0	1	0	0	1	0	0	0	1	0	5	0	5
5310_1	10	0	1	2	0	2	1	0	21	0	2	11	0	2
531_1	15	1	1	1	1	8	11	8	37	3	7	6	2	16
5309_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5308_1	12	2	1	2	1	12	29	6	70	31	120	170	27	204
5307_1	3	0	0	0	0	0	9	0	16	1	15	21	5	33
5306_1	5	0	1	0	0	19	56	8	97	20	46	61	12	287
5305_1	1	0	0	1	0	2	11	0	9	5	5	8	1	8
5304_1	10	1	13	0	1	11	160	1	189	64	365	179	33	371
5303_1	10	0	1	0	0	4	27	5	27	1	25	14	1	19
5302_1	2	0	1	0	0	0	8	0	13	11	65	56	1	51
5301_1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
5300_1	4	0	2	0	0	1	12	0	25	14	58	24	6	60
530_1	43	23	23	22	23	7	18	3	34	3	4	60	1	28
53_1	5	1	9	1	0	15	15	1	96	14	133	52	2	470
5299_1	23	0	1	0	0	4	32	2	80	7	81	93	6	92
5298_1	9	1	1	1	2	0	7	1	17	3	36	34	0	25
5297_1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
5296_1	4	2	4	0	1	2	94	0	67	10	128	47	11	160
5295_1	3	2	2	0	1	0	6	1	19	0	3	2	1	10
5294_1	15	2	13	0	2	7	58	2	19	2	20	25	2	601
5293_1	17	0	0	1	1	4	9	1	31	1	32	14	3	66
5292_1	8	3	1	0	0	6	17	3	37	2	29	36	6	45
5291_1	0	0	0	0	0	14	0	8	4	8	0	1	1	1
5290_1	5	1	4	0	0	31	37	4	41	35	51	19	2	320
529_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5289_1	3	0	0	0	0	1	2	1	8	0	5	3	0	15
5288_1	18	0	5	0	1	7	23	2	57	3	46	51	4	87
5287_1	56	6	30	12	12	33	460	9	420	265	2315	1478	232	1353
5286_1	1	0	0	0	0	2	9	0	8	1	3	5	0	10
5285_1	13	2	1	0	1	2	15	0	63	5	24	9	3	56
5284_1	3	0	2	0	0	1	2	1	4	1	6	1	1	1
5283_1	13	0	6	0	0	26	49	7	205	12	138	173	22	155
5282_1	6	2	4	0	1	4	4	1	20	28	31	26	27	78
5281_1	13	0	3	2	1	3	15	4	43	12	15	32	9	54
5280_1	13	0	2	0	1	1	16	2	43	3	29	7	0	36
528_1	5	0	0	0	0	2	11	1	13	10	13	8	4	38
5279_1	2	1	3	1	0	11	43	1	73	14	56	72	9	102
5278_1	2	0	1	1	0	3	0	0	12	3	1	2	3	1
5277_1	3	0	1	0	0	0	29	2	23	4	54	16	9	43
5276_1	3	1	0	0	0	13	75	0	62	62	139	157	35	379
5275_1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
5274_1	10	0	3	0	3	6	27	3	65	8	38	71	8	59
5273_1	15	0	4	1	0	3	9	1	37	4	8	20	2	34
5272_1	0	0	2	0	1	40	117	20	202	30	17	32	7	88
5271_1	1	0	0	0	0	0	3	0	11	5	20	16	2	30
5270_1	10	0	2	3	0	1	7	1	27	2	14	25	3	75
527_1	6	0	5	0	0	5	24	0	40	15	46	47	6	90
5269_1	23	2	2	6	2	7	42	5	115	15	82	195	6	170
5268_1	3	0	0	0	0	5	0	0	14	0	0	4	0	2
5267_1	11	0	2	0	0	2	27	1	64	24	87	75	15	101
5266_1	15	1	10	1	1	7	152	1	160	33	225	135	28	369
5265_1	31	2	10	4	2	16	103	1	292	52	427	431	36	442
5264_1	6	0	0	1	1	2	11	2	44	5	49	41	2	30
5263_1	8	0	2	2	0	1	33	4	62	3	53	39	8	67
5262_1	1	1	0	0	0	1	6	7	25	2	15	27	2	38
5261_1	28	1	6	0	4	8	123	3	278	57	362	177	39	504
5260_1	1	0	0	1	0	0	0	0	25	0	1	5	0	1
526_1	8	1	1	0	1	3	5	0	20	0	3	6	0	32
5259_1	4	0	0	0	0	2	10	0	22	1	24	5	2	30
5258_1	1	0	0	0	0	0	0	1	4	2	5	7	2	11
5257_1	3	0	4	1	0	3	2	0	2	0	1	4	0	3
5256_1	5	0	0	0	0	5	2	5	17	1	18	13	2	23
5255_1	7	4	10	3	1	4	137	0	227	9	309	66	1	168
5254_1	3	1	3	0	0	2	25	0	52	13	67	46	8	61
5253_1	1	0	0	0	0	3	0	2	3	0	0	0	2	2
5252_1	13	3	2	1	2	9	97	6	119	48	254	287	27	408
5251_1	0	0	0	0	0	2	0	0	8	0	0	0	0	0
5250_1	13	3	2	2	3	8	21	1	62	0	7	36	3	78
525_1	28	5	25	1	6	24	213	0	366	87	793	469	69	666
5249_1	3	0	0	0	1	1	2	2	8	2	29	14	0	18
5248_1	27	2	13	1	2	6	41	4	134	32	186	163	13	244
5247_1	1	0	1	0	1	3	15	2	29	7	43	28	5	61
5246_1	3	0	0	0	0	6	0	6	12	5	6	7	0	3
5245_1	3	0	0	0	0	0	0	0	3	0	2	0	0	0
5244_1	9	0	0	0	0	0	1	0	10	0	3	0	0	3
5243_1	11	0	6	0	0	0	9	1	34	11	12	26	1	20
5242_1	12	1	6	1	0	12	215	2	234	155	501	367	94	977
5241_1	5	0	3	1	1	4	20	1	21	2	195	134	7	16
5240_1	8	0	1	0	0	1	2	0	4	1	2	13	2	8
524_1	4	0	2	0	0	1	2	1	15	1	2	31	0	3
5239_1	14	0	3	0	0	22	12	3	36	5	12	17	2	28
5238_1	0	1	0	0	0	0	2	2	18	1	6	15	1	14
5237_1	9	0	1	0	0	10	10	1	26	6	7	7	5	38
5236_1	5	0	2	0	2	2	16	0	21	7	28	15	3	40
5235_1	9	2	4	2	1	2	6	0	17	1	5	1	0	4
5234_1	22	3	15	6	8	15	133	3	216	83	436	218	22	399
5233_1	1	0	0	0	0	0	10	1	7	3	24	11	3	84
5232_1	4	0	1	0	0	3	0	2	13	0	5	8	0	11
5231_1	13	1	1	0	1	0	19	2	37	5	56	44	15	65
5230_1	0	1	0	0	1	1	2	0	7	3	14	4	0	13
523_1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
5229_1	4	0	0	0	0	1	3	2	14	2	9	20	0	17
5228_1	4	0	2	0	1	3	48	0	51	22	133	114	8	167
5227_1	24	2	8	0	0	64	166	23	318	113	495	247	62	569
5226_1	39	9	52	0	6	31	263	2	253	81	227	66	29	307
5225_1	34	4	10	0	2	20	314	2	107	159	577	169	18	1246
5224_1	1	0	0	0	0	0	3	0	6	0	9	10	0	2
5223_1	16	3	10	3	3	9	96	6	87	21	273	199	18	185
5222_1	15	0	0	1	0	4	25	2	42	4	12	11	5	42
5221_1	2	0	2	0	0	2	33	0	26	24	10	9	7	34
5220_1	1	0	0	0	1	0	0	0	2	0	1	0	0	1
522_1	6	1	4	1	0	18	31	11	78	16	37	51	13	164
5219_1	7	1	7	4	1	3	42	0	63	34	209	65	10	121
5218_1	8	0	3	1	2	2	22	1	31	5	56	80	4	62
5217_1	2	0	1	1	0	0	9	0	21	10	27	22	15	34
5216_1	1	0	2	0	0	0	5	1	7	2	4	9	2	11
5215_1	12	2	3	1	0	2	6	2	19	4	15	18	7	20
5214_1	8	1	1	0	0	1	2	1	11	0	5	8	1	13
5213_1	20	2	9	0	0	15	109	8	102	62	628	341	103	600
5212_1	4	0	2	0	0	5	10	0	7	9	33	18	3	59
5211_1	2	0	2	0	0	9	14	3	24	5	34	20	3	58
5210_1	3	1	4	0	0	6	82	1	111	27	275	107	25	262
521_1	3	2	5	0	0	2	45	0	40	10	212	105	21	98
5209_1	9	1	0	0	0	1	27	2	26	2	22	21	1	105
5208_1	3	0	0	0	0	0	0	0	2	0	0	1	0	2
5207_1	1	0	0	1	0	10	10	4	57	3	31	103	4	53
5206_1	2	0	0	0	0	2	3	1	4	3	1	2	0	21
5205_1	20	1	6	0	1	5	97	0	103	25	242	89	21	208
5204_1	33	1	9	1	1	1	14	2	75	1	7	22	3	22
5203_1	7	0	3	0	0	4	9	1	15	2	22	32	1	58
5202_1	16	0	2	1	0	2	1	1	36	6	37	14	3	28
5201_1	4	0	2	0	0	0	1	0	11	2	3	5	1	7
5200_1	2	1	1	0	1	0	12	0	30	1	16	8	1	30
520_1	9	0	0	1	1	0	2	1	20	2	25	27	0	134
52_1	1	0	1	0	0	1	6	0	4	1	51	10	5	19
5199_1	2	0	1	0	0	0	2	0	6	1	8	1	0	3
5198_1	21	9	60	1	10	62	817	5	1807	406	2115	1417	230	4690
5197_1	16	0	11	1	3	9	57	1	49	10	84	25	0	50
5196_1	0	0	0	0	0	0	1	0	1	0	0	1	0	0
5195_1	32	0	13	3	2	30	215	12	682	148	766	1008	91	920
5194_1	1	0	0	0	0	0	5	0	4	0	4	5	1	4
5193_1	2	0	1	0	1	1	3	0	11	4	22	10	5	27
5192_1	0	0	0	0	0	1	1	1	3	1	12	2	0	1
5191_1	19	1	7	1	1	14	168	7	516	46	376	354	13	410
5190_1	0	0	0	1	0	1	0	0	3	1	2	3	0	4
519_1	23	3	2	1	1	4	152	3	182	26	525	120	14	168
5189_1	3	4	4	0	0	0	4	0	5	0	10	14	3	12
5188_1	8	0	4	0	0	3	26	0	39	11	93	34	10	94
5187_1	12	6	10	6	3	7	66	0	94	39	280	164	52	314
5186_1	4	0	4	0	0	2	280	0	162	31	464	109	40	103
5185_1	27	2	10	1	3	11	154	7	260	98	384	301	57	357
5184_1	6	0	2	0	0	3	12	2	19	1	4	5	0	14
5183_1	14	0	31	0	0	29	14	5	47	6	8	22	7	80
5182_1	28	1	3	1	1	7	33	7	75	17	40	40	5	131
5181_1	1	0	1	0	0	2	11	0	14	4	5	11	0	14
5180_1	3	0	2	1	0	4	9	1	6	149	17	69	31	77
518_1	0	0	2	0	0	5	0	3	1	1	0	1	0	0
5179_1	3	0	0	0	1	4	27	4	46	3	7	22	5	47
5178_1	1	0	0	0	0	3	33	1	45	10	98	27	10	87
5177_1	0	0	4	0	0	3	11	2	21	1	12	3	1	17
5176_1	10	1	4	0	0	1	13	2	52	3	10	65	4	41
5175_1	9	2	2	1	0	10	14	6	34	3	15	16	5	26
5174_1	2	0	1	0	0	0	1	0	1	0	2	3	0	4
5173_1	37	8	55	4	9	67	1416	9	1590	474	3512	2534	317	3688
5172_1	28	0	5	1	1	8	23	0	126	12	65	116	10	112
5171_1	5	0	2	0	0	2	27	7	124	7	17	33	10	123
5170_1	2	0	3	0	0	0	6	0	8	7	14	16	3	17
517_1	4	2	4	0	3	14	4	11	15	5	2	8	0	15
5169_1	26	3	19	3	4	6	361	2	272	135	1145	398	198	1132
5168_1	0	1	1	0	0	0	2	0	1	1	0	3	0	0
5167_1	13	0	6	0	0	7	54	3	109	47	205	163	15	248
5166_1	6	0	10	1	0	25	60	18	120	20	56	68	11	212
5165_1	4	0	1	0	0	0	2	0	2	1	6	2	1	11
5164_1	1	0	0	1	0	0	4	0	9	6	13	57	3	20
5163_1	4	0	0	0	0	0	2	0	9	0	2	0	2	2
5162_1	13	0	2	0	2	10	113	1	94	83	274	117	32	343
5161_1	16	3	7	1	5	6	134	4	148	72	315	210	37	406
5160_1	2	2	4	0	1	0	54	0	22	21	51	19	16	101
516_1	23	0	6	1	1	5	4	0	35	4	11	18	3	14
5159_1	1	0	0	1	0	0	9	1	11	1	12	13	3	22
5158_1	9	0	3	1	1	0	4	0	12	3	16	4	3	13
5157_1	11	2	1	1	0	0	6	0	66	0	68	5	0	1
5156_1	17	4	3	8	8	4	15	3	33	2	45	20	12	125
5155_1	0	0	1	0	1	1	1	0	17	0	1	63	1	6
5154_1	13	0	4	0	0	15	98	0	531	378	91	66	7	144
5153_1	19	0	5	1	2	9	92	7	140	30	108	112	17	286
5152_1	3	0	0	0	0	2	1	0	6	0	1	3	0	2
5151_1	3	0	0	0	0	0	2	0	3	20	22	22	17	46
5150_1	4	1	3	3	0	2	49	0	5	8	61	21	14	28
515_1	11	0	11	1	1	6	100	3	109	8	198	98	2	92
5149_1	4	0	3	2	1	0	0	0	0	0	2	0	0	1
5148_1	8	0	0	0	0	0	2	0	5	3	5	4	0	4
5147_1	10	3	4	0	0	4	8	4	18	3	22	17	5	18
5146_1	12	0	2	0	1	5	7	1	9	41	49	13	10	90
5145_1	8	0	1	0	1	4	28	0	38	11	31	39	11	90
5144_1	19	0	8	0	0	9	32	4	64	10	19	47	2	265
5143_1	7	0	0	0	0	10	27	4	60	9	50	119	12	145
5142_1	0	0	0	0	0	0	0	0	5	1	0	1	0	1
5141_1	3	0	3	0	0	4	35	8	68	6	41	121	5	172
5140_1	9	0	6	0	0	4	59	6	74	23	126	121	19	158
514_1	1	0	0	1	0	3	12	3	67	2	9	55	7	38
5139_1	4	1	0	0	3	1	5	0	11	1	6	8	0	14
5138_1	3	0	0	0	0	0	0	0	10	1	1	5	0	5
5137_1	4	1	3	0	0	17	95	16	160	39	130	312	33	262
5136_1	10	1	1	2	1	10	38	12	100	11	41	38	2	135
5134_1	10	0	1	0	0	4	18	2	72	11	40	21	4	84
5133_1	16	0	1	2	0	5	6	2	35	1	5	9	4	9
5132_1	6	2	2	0	0	3	1	1	18	2	4	6	0	9
5131_1	0	0	0	0	0	1	17	0	45	5	11	11	2	47
5130_1	16	3	1	3	0	3	6	0	35	4	37	8	8	15
513_1	17	0	6	0	2	17	28	7	135	18	197	158	17	196
5129_1	6	2	2	3	2	1	2	0	41	9	15	21	3	33
5128_1	7	0	3	1	2	0	14	1	31	6	71	23	3	123
5127_1	7	1	23	2	1	21	29	0	58	4	31	28	2	1179
5126_1	1	1	0	0	0	0	4	0	7	0	15	3	1	4
5125_1	8	0	0	0	0	2	15	1	28	5	60	30	7	58
5124_1	20	2	7	1	2	5	10	2	41	2	6	12	1	28
5123_1	2	1	0	1	0	0	0	0	2	1	2	6	0	5
5122_1	10	2	5	1	0	18	56	14	109	18	43	101	14	204
5121_1	5	0	0	0	0	0	10	0	10	3	5	3	0	23
5120_1	7	0	0	0	1	0	0	1	24	1	0	8	0	27
512_1	1	0	3	1	0	10	50	12	43	15	14	31	4	77
5119_1	7	2	3	0	0	12	46	23	361	7	51	211	17	156
5118_1	7	0	0	0	2	3	41	0	22	45	62	58	47	165
5117_1	9	0	1	0	0	0	0	1	21	4	16	7	1	12
5116_1	9	0	0	0	0	7	26	1	36	5	12	14	4	29
5115_1	8	0	1	0	0	5	5	1	23	2	15	6	2	19
5114_1	7	1	1	0	0	3	15	4	59	11	15	41	3	80
5113_1	24	1	5	1	0	7	40	17	309	7	17	169	24	139
5112_1	8	2	3	4	2	11	22	3	56	23	96	83	27	144
5111_1	15	0	1	0	1	6	91	5	126	16	158	81	12	230
5110_1	4	1	4	2	0	30	14	12	27	4	7	18	2	18
511_1	0	0	0	1	0	0	3	0	6	0	10	0	0	0
5109_1	18	2	3	1	2	2	93	2	20	5	6	11	0	1203
5108_1	16	3	7	0	0	10	112	0	104	77	282	213	74	512
5107_1	1	0	0	0	0	0	2	1	7	0	5	7	0	17
5106_1	2	0	0	0	0	7	7	2	16	0	7	20	1	42
5105_1	2	0	0	0	0	1	2	2	8	0	0	1	0	1
5104_1	1	0	1	1	1	0	3	0	8	1	12	13	1	13
5103_1	1	1	0	1	2	3	7	3	21	2	38	9	0	13
5102_1	50	6	18	3	3	48	120	2	90	187	186	85	100	495
5101_1	21	0	1	2	1	4	58	0	69	48	154	127	16	105
5100_1	1	0	0	0	0	2	8	2	27	1	2	7	2	18
510_1	13	0	2	0	0	13	18	5	44	4	29	33	6	42
51_1	12	0	5	0	1	0	102	0	25	122	492	532	76	993
5099_1	5	1	1	0	0	3	31	0	52	14	64	50	3	99
5098_1	15	0	3	0	1	7	14	8	47	5	10	17	0	50
5097_1	3	3	3	0	0	6	18	1	50	12	51	14	5	77
5096_1	1	0	0	3	0	1	8	0	5	1	5	2	6	20
5095_1	4	0	0	0	0	2	3	0	6	1	2	3	1	8
5094_1	1	0	0	0	0	0	0	0	2	0	4	10	0	8
5093_1	3	0	0	1	2	0	14	0	17	5	27	18	3	38
5092_1	36	1	12	1	1	48	42	5	84	95	133	284	96	458
5091_1	0	1	0	0	1	0	1	0	1	0	2	0	0	4
5090_1	16	1	3	1	3	7	39	4	49	248	248	380	206	544
509_1	0	0	0	0	0	2	10	3	16	1	5	7	2	20
5089_1	1	0	0	0	0	2	9	1	16	3	6	10	2	12
5088_1	8	0	0	0	0	5	21	6	50	3	26	47	0	77
5087_1	17	1	6	0	5	6	31	1	68	14	32	48	5	70
5086_1	4	0	0	0	0	3	7	0	4	1	8	13	3	23
5084_1	10	0	1	0	1	1	18	1	38	17	30	41	13	70
5083_1	67596	5593	47587	2375	10067	40751	294169	1639	330365	154929	763004	408687	89352	947557
5082_1	24	1	9	3	4	6	39	3	91	27	113	132	7	105
5081_1	2	0	0	0	1	0	0	0	1	0	1	0	0	3
5080_1	0	0	0	0	0	1	1	0	4	6	3	8	4	24
508_1	0	0	1	0	0	4	9	7	21	2	14	18	2	59
5079_1	4	0	0	0	0	3	7	0	18	5	18	9	0	23
5078_1	8	1	2	0	1	10	47	1	64	18	44	51	6	213
5077_1	5	0	0	0	0	1	3	3	12	2	8	6	1	15
5076_1	5	0	2	0	0	12	61	6	98	12	77	73	25	128
5075_1	26	0	5	0	1	2	2	1	80	11	59	92	4	86
5074_1	15	0	2	0	1	5	49	2	74	14	129	95	15	140
5073_1	12	0	2	0	0	2	14	4	24	7	12	18	2	33
5072_1	1	0	0	0	0	0	0	0	1	0	0	0	0	2
5071_1	34	3	3	0	1	2	33	4	127	3	16	83	10	149
5070_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
507_1	8	0	3	0	0	2	1	1	11	1	1	6	0	3
5069_1	19	0	10	0	1	3	257	4	280	90	419	336	30	632
5068_1	39	0	13	1	1	32	17	20	72	10	16	33	10	39
5067_1	8	1	2	0	0	7	21	1	68	19	107	80	10	163
5066_1	3	0	1	1	1	19	24	6	20	28	62	41	17	53
