ID	5_11_1_1	5_12_2_1	5_13_5_1	5_14_1_1	5_14_5_1	5_12_2_3	5_13_5_3	5_14_1_3	5_14_5_3	5_11_1_3	5_12_2_5	5_13_5_5	5_14_1_5	5_14_5_5
999_1	28	3	10	0	2	10	146	1	255	52	332	278	29	410
998_1	6	0	2	0	0	1	9	1	33	3	19	35	1	51
997_1	29	0	7	0	1	4	5	0	40	1	4	11	2	294
996_1	0	1	1	1	0	0	0	0	4	0	0	1	0	0
995_1	15	1	1	1	4	5	64	6	164	34	257	83	9	99
994_1	4	0	0	0	0	0	3	0	21	1	17	19	3	11
993_1	24	1	6	3	2	19	91	6	288	96	549	394	50	797
992_1	1	1	1	0	0	2	0	2	3	1	2	0	0	3
991_1	2	0	0	0	0	0	0	0	1	0	2	3	0	0
990_1	2	0	1	0	1	2	9	0	13	10	15	22	5	13
99_1	4	0	0	0	0	0	0	0	1	0	2	0	0	0
989_1	11	0	0	1	0	3	14	2	44	7	6	34	4	49
988_1	8	2	0	0	0	1	7	0	19	5	3	1	0	3
987_1	29	1	9	5	0	12	32	15	76	9	48	61	3	92
986_1	0	0	0	0	0	0	0	1	2	0	0	3	0	1
985_1	0	0	0	0	0	0	0	0	4	0	0	1	0	2
984_1	0	0	1	0	0	0	2	1	12	1	0	11	1	18
983_1	6	0	1	2	0	0	6	2	22	0	17	44	0	15
982_1	8	1	0	0	3	15	12	2	52	2	11	21	3	65
981_1	2	1	2	0	0	1	8	0	13	8	13	10	4	22
980_1	4	0	0	0	0	3	68	1	65	28	69	33	19	104
98_1	7	0	12	1	2	28	436	1	618	260	1082	310	107	1627
979_1	5	0	2	0	1	6	12	8	50	6	13	16	2	44
978_1	4	0	1	0	0	1	20	0	22	6	36	36	9	50
977_1	6	0	2	0	0	6	14	2	16	2	0	2	0	69
976_1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
975_1	1	0	1	1	0	0	0	1	8	1	1	1	0	11
974_1	9	1	1	1	0	5	51	5	190	18	66	197	9	320
973_1	6	0	2	0	0	5	16	2	4	10	27	35	13	49
972_1	2	1	1	0	1	2	13	0	42	3	4	16	1	59
971_1	9	2	2	1	0	18	82	7	106	20	61	129	7	148
970_1	9	1	4	1	2	6	76	1	70	37	170	94	25	220
97_1	14	5	1	1	2	5	31	4	38	12	86	51	10	61
969_1	0	2	0	0	0	0	2	0	2	0	0	3	1	3
968_1	7	3	9	2	1	5	70	0	107	41	232	276	35	302
967_1	3	0	2	0	1	4	5	5	31	2	33	30	8	54
966_1	1	0	0	0	0	1	1	2	15	0	4	8	1	12
965_1	15	0	0	2	1	6	13	1	32	25	29	56	28	70
964_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
963_1	1	0	0	0	0	2	7	0	12	0	4	8	0	6
962_1	23	0	3	2	4	9	22	1	81	10	40	33	10	44
961_1	0	0	0	0	0	1	6	0	23	2	10	12	0	42
960_1	33	2	5	1	0	10	4	7	66	6	9	29	2	39
96_1	31	4	26	2	5	38	412	5	394	160	874	388	110	1103
959_1	1	1	0	0	0	0	0	0	0	0	0	2	0	0
958_1	1	0	0	0	0	0	11	0	19	5	28	14	0	23
957_1	9	1	4	0	0	10	55	3	155	3	118	30	5	33
956_1	12	2	3	1	0	29	70	8	285	17	76	98	11	190
955_1	1	1	0	1	1	1	6	0	10	1	1	10	1	15
954_1	1	1	1	1	0	2	8	0	72	7	35	33	2	18
953_1	3	0	0	0	0	0	0	0	2	1	0	1	0	10
952_1	14	0	2	2	0	14	17	2	51	40	52	39	41	82
951_1	6	2	5	0	0	17	221	2	298	74	372	383	43	474
950_1	19	1	11	1	0	45	337	24	404	127	1164	573	84	896
95_1	8	0	0	0	0	2	13	4	30	10	23	18	3	47
949_1	12	0	3	0	0	3	27	0	33	6	38	35	5	44
948_1	13	2	0	0	0	9	4	1	31	3	9	15	1	24
947_1	3	0	3	0	0	3	12	1	20	2	56	35	12	49
946_1	9	0	8	0	1	6	64	2	77	24	125	103	10	159
945_1	7	0	1	1	0	2	5	0	12	0	1	8	0	8
944_1	0	0	0	0	0	0	0	0	5	3	2	0	3	8
943_1	15	1	3	0	1	16	25	8	101	16	70	65	24	113
942_1	8	1	7	0	1	3	63	0	70	17	104	59	10	118
941_1	6	0	1	0	1	2	41	0	26	13	16	12	0	293
940_1	22	2	5	1	2	5	44	2	69	5	31	24	9	77
94_1	1	0	0	0	0	0	0	0	2	0	1	0	0	2
939_1	4	0	1	0	1	0	30	0	35	3	52	28	5	76
938_1	39	0	40	2	10	33	172	13	1259	126	1162	958	68	596
937_1	13	0	12	4	5	10	97	4	154	161	1542	1795	89	986
936_1	0	0	0	0	1	2	4	0	9	1	5	8	4	28
935_1	4	0	0	0	1	0	0	0	5	0	3	2	1	5
934_1	0	0	1	0	0	1	0	0	3	0	0	2	0	2
933_1	3	0	1	0	0	2	4	0	13	6	16	2	0	14
932_1	18	5	4	2	4	6	79	0	166	22	194	180	38	212
931_1	7	2	6	0	0	17	34	16	44	15	54	36	7	114
930_1	10	0	4	0	2	5	24	2	29	3	34	56	2	44
93_1	6	0	0	0	0	1	0	1	16	0	2	2	0	3
929_1	0	0	0	0	0	0	0	0	1	0	0	1	1	0
928_1	6	0	1	1	2	3	26	0	37	7	44	15	4	48
927_1	8	2	0	0	1	2	17	2	23	61	38	30	42	110
926_1	18	7	64	6	2	68	242	0	1061	34	589	293	6	747
925_1	5	1	1	1	0	1	0	0	12	2	9	14	0	27
924_1	8	0	0	0	0	0	12	0	32	0	46	3	3	10
923_1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
922_1	24	1	3	1	2	4	9	2	32	2	16	25	3	38
921_1	6	1	1	0	1	0	2	1	8	0	3	4	0	3
920_1	5	1	3	1	1	4	83	0	43	74	109	47	51	221
92_1	0	2	1	0	1	4	7	2	20	1	2	5	1	33
919_1	0	0	0	0	0	0	2	0	11	3	4	9	3	16
918_1	0	0	0	0	0	0	0	0	9	3	6	5	0	3
917_1	3	0	0	0	0	1	1	0	0	0	0	2	0	1
916_1	3	0	2	0	1	6	7	1	34	6	28	41	6	74
915_1	0	0	0	0	0	0	1	0	0	0	0	2	0	1
914_1	0	0	0	0	0	2	0	0	0	0	1	0	0	0
913_1	1	0	1	0	0	0	17	0	10	6	25	7	4	48
912_1	17	1	2	2	0	5	13	1	49	3	4	24	1	44
911_1	0	0	0	0	0	0	0	0	3	0	1	7	0	0
910_1	12	1	11	4	0	23	61	2	360	34	443	351	9	174
91_1	5	0	4	1	0	14	3	7	12	1	3	5	0	11
909_1	0	0	0	0	0	0	1	0	8	0	5	2	0	2
908_1	6	0	2	0	2	1	32	1	56	24	75	86	17	122
907_1	11	0	2	0	0	4	13	1	25	11	48	128	9	71
906_1	5	0	5	1	1	14	101	2	223	24	339	148	30	339
905_1	0	1	1	0	0	3	11	5	35	1	2	26	2	19
904_1	3	0	1	0	0	5	56	0	25	15	34	38	3	47
903_1	1	0	1	0	0	3	14	0	17	15	38	30	4	42
902_1	1	0	0	0	0	0	3	0	1	11	10	13	2	9
901_1	47	4	35	5	6	36	670	6	876	358	1372	804	231	1995
900_1	7	2	11	1	2	12	36	1	80	22	158	91	13	149
90_1	2	0	1	0	0	2	7	0	6	7	18	29	2	22
9_1	5	0	0	0	0	2	1	1	13	1	1	2	0	63
899_1	32	3	21	1	0	31	101	0	296	39	177	90	6	436
898_1	7	0	4	2	0	4	8	3	18	1	4	8	1	11
897_1	2	1	3	1	0	2	34	0	20	19	75	36	2	56
896_1	5	0	1	1	0	2	53	0	73	21	160	111	8	115
895_1	13	3	7	1	1	5	111	1	38	163	700	494	88	1183
894_1	13	0	0	1	1	2	4	0	39	0	7	11	2	19
893_1	4	0	3	2	0	3	18	1	73	0	35	35	0	6
892_1	6	0	1	2	0	0	4	0	7	3	8	15	0	19
891_1	1	0	0	0	1	1	14	0	23	5	28	17	1	39
890_1	6	1	2	1	0	3	13	0	32	6	21	19	4	29
89_1	11	0	1	2	0	3	10	1	57	13	50	26	2	51
889_1	17	2	2	0	0	15	37	12	94	34	231	66	22	232
888_1	21	2	3	1	1	2	9	3	50	8	25	82	1	28
887_1	1	0	0	0	0	0	0	0	0	1	4	2	2	6
886_1	5	0	6	2	0	22	29	0	85	169	103	257	38	134
885_1	11	0	6	1	0	7	79	4	163	28	258	88	26	355
884_1	0	0	0	0	0	2	1	1	4	0	1	1	0	2
883_1	4	0	3	0	1	10	77	4	121	35	143	127	24	240
882_1	7	1	3	1	0	3	8	0	42	6	36	38	2	49
881_1	15	3	3	1	0	2	10	1	17	6	17	28	1	47
880_1	12	0	2	0	0	7	28	2	106	16	107	105	14	134
88_1	1	0	0	0	0	0	4	0	14	4	14	8	1	29
879_1	0	0	0	0	0	2	11	0	4	4	9	11	12	18
878_1	2	0	0	0	0	3	14	1	9	3	21	3	3	33
877_1	36	3	12	3	3	3	88	0	179	61	239	147	21	223
876_1	7	0	5	0	0	8	25	0	3	154	41	81	64	129
875_1	1	0	1	2	1	2	8	2	17	4	22	17	3	26
874_1	6	0	4	2	0	7	35	1	25	40	54	80	21	196
873_1	1	0	1	0	0	6	15	1	29	3	8	18	1	64
872_1	2	0	0	0	1	0	0	0	4	0	0	3	0	0
871_1	1	0	0	0	0	4	3	2	6	2	1	7	0	15
870_1	3	0	0	1	0	4	66	4	55	13	114	32	13	113
87_1	2	1	1	0	0	1	43	0	39	19	80	50	6	93
869_1	5	1	1	0	0	1	2	0	15	0	5	3	0	12
868_1	5	0	3	0	0	5	29	5	51	5	68	55	6	51
867_1	8	2	4	1	0	2	8	1	8	0	2	2	0	5
866_1	3	0	1	0	0	2	17	1	41	3	21	17	5	53
865_1	10	4	2	1	0	9	30	8	64	12	50	56	5	62
864_1	3	0	0	0	1	0	6	0	13	2	5	5	1	9
863_1	17	2	1	0	2	5	30	2	100	9	55	59	6	105
862_1	0	0	1	0	0	0	0	0	4	0	6	5	0	6
861_1	19	1	14	0	2	28	281	1	240	122	899	630	69	869
860_1	9	0	29	4	8	4	320	3	668	250	987	374	72	1594
86_1	2	0	0	0	0	1	1	0	7	2	34	6	4	18
859_1	0	0	0	0	1	0	4	1	0	2	41	9	3	6
858_1	5	0	3	0	0	3	16	4	59	3	15	47	7	88
857_1	13	1	3	0	0	0	13	1	34	6	19	19	1	57
856_1	5	0	0	2	0	1	6	3	31	2	5	4	4	13
855_1	1	0	2	0	0	0	7	1	4	0	7	4	1	5
854_1	15	1	12	0	1	51	274	20	353	95	352	281	100	590
853_1	2	0	0	0	1	0	1	0	1	7	10	4	4	31
852_1	0	1	1	0	0	0	2	1	4	0	0	0	0	2
851_1	7	0	2	0	1	3	4	1	39	12	47	54	6	72
850_1	2	0	0	0	0	0	0	0	2	0	1	0	0	1
85_1	11	1	4	0	1	7	115	9	182	34	56	65	23	191
849_1	1	0	0	0	2	0	0	0	5	1	3	0	0	0
848_1	2	0	0	0	0	2	5	0	10	3	8	11	1	9
847_1	0	0	0	0	0	0	0	0	1	3	2	0	0	10
846_1	13	4	5	3	2	20	74	13	112	187	69	42	79	354
845_1	6	0	2	1	0	16	21	2	35	41	26	35	24	79
844_1	8	1	2	1	0	8	26	1	47	30	41	62	25	122
843_1	2	0	1	0	0	0	11	1	21	16	36	34	9	60
842_1	8	0	2	0	1	4	52	4	57	8	98	52	6	103
841_1	1	0	0	0	0	0	0	0	0	1	3	0	0	0
840_1	0	0	0	0	0	0	0	0	1	0	2	1	0	5
84_1	1	0	1	0	0	5	9	2	13	6	24	26	3	32
839_1	10	0	4	1	2	1	40	0	23	11	30	19	0	33
838_1	28	3	3	6	0	5	58	5	91	13	64	59	3	102
837_1	13	0	0	0	0	3	5	1	11	3	35	14	3	33
836_1	83	6	24	6	3	87	189	52	484	44	222	349	47	586
835_1	11	0	1	0	0	0	10	1	58	3	12	24	2	38
834_1	5	1	0	0	0	0	0	0	6	0	0	0	0	0
833_1	8	1	2	1	0	4	33	2	37	11	122	69	9	102
832_1	2	0	1	0	0	2	2	1	2	0	0	0	0	1
831_1	2	0	0	0	0	1	10	0	9	3	10	7	3	25
830_1	13	0	0	1	1	7	34	3	76	11	16	27	6	58
83_1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
829_1	14	0	0	0	0	3	27	1	30	24	40	98	9	53
828_1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
827_1	6	0	0	0	0	0	0	0	8	1	0	1	0	6
826_1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
825_1	14	1	4	1	1	1	11	1	24	6	17	23	2	52
824_1	8	1	19	4	2	5	219	1	89	246	1769	2069	153	1384
823_1	15	0	8	0	0	1	9	1	24	5	46	47	11	78
822_1	1	0	3	0	1	8	27	2	17	5	38	31	3	37
821_1	0	0	0	0	0	0	0	0	1	1	1	0	0	2
820_1	13	0	8	0	1	5	62	1	90	30	86	110	28	184
82_1	3	0	0	0	0	2	52	0	26	17	119	63	7	127
819_1	18	3	22	3	2	30	223	10	501	107	871	650	102	798
818_1	0	0	2	0	0	3	2	0	9	0	4	4	0	4
817_1	7	0	0	0	0	0	2	0	38	4	59	39	10	66
816_1	0	0	1	0	0	1	0	0	0	0	3	3	1	6
815_1	0	1	0	0	0	0	11	1	15	9	48	24	2	29
814_1	2	0	0	0	0	2	0	2	9	1	2	4	1	18
813_1	3	1	6	0	3	1	13	2	46	11	38	53	2	60
812_1	2	0	1	0	0	2	50	2	93	55	106	46	13	251
811_1	3	0	2	1	0	3	20	0	49	10	45	53	12	60
810_1	0	0	0	0	0	3	3	0	7	2	9	18	7	15
81_1	4	0	2	0	0	3	28	0	30	6	65	55	3	70
809_1	62	3	6	3	1	45	76	24	303	68	102	265	57	569
808_1	24	1	4	0	4	9	10	7	60	13	18	25	6	47
807_1	13	1	11	1	0	9	75	8	252	41	188	123	24	356
806_1	7	1	5	2	2	11	69	0	62	23	133	76	20	214
805_1	6	0	0	0	0	1	9	0	22	5	31	41	6	56
804_1	3	0	1	0	0	0	5	0	2	0	0	5	0	3
803_1	5	0	4	0	1	0	31	0	102	20	162	111	24	132
802_1	8	2	3	3	3	1	21	2	26	5	20	43	4	22
801_1	43	15	9	28	14	12	90	2	95	173	210	281	133	708
800_1	14	4	3	1	6	40	258	31	305	64	282	232	81	618
80_1	11	0	0	0	0	1	4	1	10	0	0	6	2	8
8_1	6	0	1	2	0	0	3	0	31	1	1	3	1	1
799_1	4	0	1	0	0	0	1	0	4	0	0	2	0	8
798_1	0	0	0	0	0	0	1	0	0	3	0	5	2	7
797_1	8	1	1	3	4	20	20	23	75	8	9	46	6	62
796_1	19	3	2	5	6	5	42	7	48	10	62	43	8	107
795_1	7	0	0	0	0	2	5	2	19	6	17	15	2	23
794_1	7	0	1	0	0	0	5	1	29	0	1	10	1	11
793_1	0	0	1	0	0	1	2	0	11	0	4	2	0	4
792_1	6	0	0	0	0	0	5	0	26	0	0	2	3	10
791_1	2	0	0	1	0	0	1	0	2	0	0	1	0	3
790_1	6	1	0	0	0	2	2	0	9	0	2	4	0	9
79_1	6	0	3	2	0	2	2	0	9	1	2	6	0	7
789_1	0	0	0	0	0	2	2	0	6	0	2	0	0	1
788_1	0	0	0	0	0	0	1	0	4	4	2	7	2	9
787_1	32	7	36	1	4	57	928	1	1469	708	1601	388	145	1827
786_1	3	1	0	0	0	3	1	1	6	0	1	16	0	13
785_1	33	2	8	3	1	3	81	1	216	32	136	149	29	241
784_1	4	0	2	0	0	15	33	14	340	11	72	184	12	300
783_1	9	0	0	4	2	2	5	2	34	4	5	11	2	73
782_1	0	1	0	0	0	0	7	1	8	2	4	5	1	8
781_1	0	1	0	0	0	0	0	0	5	4	12	10	5	14
780_1	5	0	4	1	0	0	4	0	8	12	30	21	6	71
78_1	0	1	0	0	0	0	0	0	5	0	1	5	2	4
779_1	13	0	1	0	1	1	31	2	76	17	429	118	5	64
778_1	23	1	13	4	0	13	141	1	150	62	388	226	47	290
777_1	20	1	1	0	1	2	14	0	16	9	39	31	5	47
776_1	48	4	17	5	11	23	107	6	134	85	678	248	35	495
775_1	0	0	1	0	0	3	352	0	13	27	29	28	9	585
774_1	14	2	3	2	1	1	6	2	19	9	19	32	2	118
773_1	3	2	1	2	0	4	13	4	22	0	8	13	1	34
772_1	13	1	0	0	0	3	55	1	26	44	203	256	42	236
771_1	17	1	3	0	0	3	5	1	45	10	52	18	8	68
770_1	5	0	1	0	1	7	79	1	97	29	78	39	19	273
77_1	23	0	3	2	0	10	9	1	62	9	10	28	7	57
769_1	2	3	6	1	3	19	8	6	19	10	16	13	25	126
768_1	8	1	9	0	1	2	37	0	25	14	88	88	7	62
767_1	7	0	9	0	1	9	173	4	88	87	919	841	69	897
766_1	14	0	1	0	0	1	4	1	33	9	6	15	2	37
765_1	20	2	2	8	2	8	22	2	95	17	70	62	10	113
764_1	12	0	8	1	1	8	102	1	179	70	448	230	47	309
763_1	3	0	3	3	2	3	4	0	10	0	18	22	0	6
762_1	1	0	0	0	0	0	2	0	5	0	0	0	0	7
761_1	11	2	1	1	0	0	52	0	25	12	30	17	3	24
760_1	1	0	1	0	0	0	12	0	18	5	42	98	8	66
76_1	9	0	5	2	0	1	23	2	48	14	33	55	6	33
759_1	11	0	0	0	0	2	5	0	11	0	4	5	1	3
758_1	10	0	0	0	1	1	7	0	18	17	32	38	11	103
757_1	8	2	6	0	0	12	34	2	111	11	80	73	8	154
756_1	2	0	3	0	4	6	33	0	280	16	189	166	6	142
755_1	19	2	0	1	0	2	11	0	30	3	6	5	2	14
754_1	6	0	1	0	1	0	16	1	64	6	17	14	4	44
753_1	14	0	2	0	0	3	25	2	57	12	15	20	5	110
752_1	0	0	0	0	0	0	3	0	2	0	0	2	0	5
751_1	6	0	0	0	0	3	10	2	24	5	7	31	0	22
750_1	23	0	1	2	1	5	18	1	53	2	26	32	3	44
75_1	1	0	0	0	0	1	5	1	9	0	3	4	0	142
749_1	0	0	0	1	0	0	5	0	15	4	6	2	0	12
748_1	0	0	0	0	0	0	3	0	7	2	13	10	0	13
747_1	19	1	7	1	0	61	242	32	355	60	61	215	32	393
746_1	5	2	8	0	0	3	28	0	37	10	78	39	7	74
745_1	1	0	2	0	0	0	2	0	9	1	2	4	1	31
744_1	5	0	0	0	0	0	2	0	6	1	6	5	1	10
743_1	8	0	2	1	1	3	20	1	31	6	23	15	6	120
742_1	5	1	1	0	0	1	3	0	27	4	22	3	0	40
741_1	3	2	0	1	0	7	31	3	55	6	27	37	7	53
740_1	3	0	1	0	0	0	26	0	26	9	125	28	0	16
74_1	17	2	8	1	2	18	289	3	400	130	785	424	64	825
739_1	1	0	0	1	1	0	0	0	7	4	1	3	0	1
738_1	8	0	6	0	4	2	33	1	31	6	96	39	13	73
737_1	4	0	3	0	1	11	52	2	44	48	166	103	22	134
736_1	1	0	0	0	0	0	3	0	7	12	10	16	7	20
735_1	10	2	2	2	2	2	1	0	14	2	8	7	1	5
734_1	0	0	0	0	0	1	0	0	2	0	0	0	0	1
733_1	4	0	1	0	0	6	18	1	36	8	6	14	9	19
732_1	1	0	4	0	1	0	16	0	28	6	53	39	6	76
731_1	1	0	0	0	0	1	6	0	10	0	8	12	0	10
730_1	21	6	18	1	4	14	297	2	271	240	659	498	111	1209
73_1	27	9	7	5	7	3	8	3	43	11	33	29	8	49
729_1	5	0	0	0	0	1	2	0	6	0	0	0	0	1
728_1	20	2	7	0	0	11	51	3	140	4	25	35	12	364
727_1	25	3	39	5	15	18	65	2	180	85	115	515	51	652
726_1	4	2	0	0	0	4	27	3	48	5	26	34	5	30
725_1	23	6	37	1	4	17	178	1	287	223	553	493	101	645
724_1	22	1	1	2	1	2	2	3	74	7	17	25	1	36
723_1	12	0	4	0	0	3	32	1	78	13	91	74	10	96
722_1	4	1	7	4	1	34	45	31	287	17	79	144	11	266
721_1	11	1	4	1	0	28	92	13	175	48	84	180	17	272
720_1	8	0	4	2	3	2	46	0	62	23	48	64	16	151
72_1	15	1	3	1	0	3	13	0	23	17	46	42	14	125
719_1	0	3	1	0	1	0	10	0	29	4	16	9	1	30
718_1	16	1	1	0	0	1	5	1	27	2	1	14	2	10
717_1	7	1	3	2	0	6	15	4	49	1	19	43	3	43
716_1	2	1	1	0	0	3	4	0	12	4	1	12	1	24
715_1	27	1	19	1	2	8	261	4	232	129	936	872	87	208
714_1	5	0	2	1	0	8	5	0	6	13	11	8	6	71
713_1	9	3	8	3	0	1	24	0	12	1	3	6	0	35
712_1	14	2	9	1	1	7	54	2	67	63	369	124	23	361
711_1	19	3	9	4	2	9	114	4	219	40	249	69	13	436
710_1	3	0	1	0	1	9	33	11	97	10	36	82	12	150
71_1	7	0	3	1	0	6	508	2	319	59	1239	318	83	262
709_1	17	1	5	0	1	9	6	0	16	55	19	13	28	95
708_1	1	0	2	0	0	4	39	0	56	17	87	60	6	68
707_1	6	0	1	0	0	3	14	0	101	5	36	10	2	52
706_1	7	1	4	2	0	11	50	0	9	184	71	132	97	268
705_1	10	0	4	0	3	1	38	1	73	5	57	25	0	41
704_1	8	0	2	0	1	0	4	0	7	0	5	7	0	32
703_1	14	0	4	0	0	2	35	0	35	33	227	33	6	68
702_1	1	0	1	0	0	1	36	0	20	10	58	21	6	100
701_1	0	0	4	1	0	10	1	6	21	5	3	2	3	6
700_1	0	0	0	0	0	1	0	0	1	0	0	2	1	1
70_1	2	0	0	1	0	1	0	0	2	0	0	2	0	3
7_1	16	0	1	0	0	1	9	4	34	2	12	23	3	21
699_1	6	0	1	0	0	3	9	1	21	7	17	15	2	26
698_1	2	0	1	0	0	0	2	0	11	1	0	2	0	1
697_1	1	1	0	0	0	0	2	0	3	1	0	1	1	1
696_1	0	0	0	0	0	2	2	0	0	38	2	2	7	14
695_1	6	0	1	0	0	3	21	0	30	15	66	72	15	65
694_1	13	0	1	1	2	19	14	2	32	11	24	14	8	90
693_1	3	0	0	1	1	3	2	0	12	0	2	2	0	1
692_1	0	0	0	0	0	0	3	0	13	6	12	22	2	23
690_1	31	1	25	2	3	6	46	2	60	56	52	202	43	444
69_1	46	2	15	2	2	227	825	101	1319	159	333	570	125	1504
689_1	22	2	2	0	0	23	90	13	140	66	351	119	27	222
688_1	5	0	4	0	0	1	4	1	32	3	9	8	2	9
687_1	0	0	0	0	0	1	2	2	13	0	9	15	0	27
686_1	9	0	0	0	0	0	0	0	9	3	11	20	4	12
685_1	11	1	3	2	0	4	112	1	134	99	307	190	31	350
684_1	6	0	0	1	0	2	46	2	10	17	167	57	23	349
683_1	8	1	2	1	1	3	2	0	14	1	0	4	0	4
682_1	13	0	2	0	0	13	106	1	167	70	361	262	57	510
681_1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
680_1	5	0	2	0	0	2	3	1	22	0	1	7	0	13
68_1	22	2	5	1	1	2	3	0	22	5	19	39	12	31
6797_1	0	0	1	1	0	2	22	0	8	2	28	12	3	8
6796_1	12	0	1	0	1	5	16	1	25	5	37	39	8	61
6795_1	18	3	4	4	0	0	7	1	12	2	25	56	4	132
6794_1	22	1	5	4	4	4	50	1	72	4	172	765	18	169
6793_1	8	1	0	0	0	1	3	1	8	0	2	2	0	8
6792_1	20	1	11	1	6	13	136	0	250	42	278	171	49	320
6791_1	6	1	7	3	4	43	655	8	328	101	623	1178	123	1280
6790_1	0	0	0	0	0	0	0	0	1	0	0	21	0	1
679_1	5	0	1	0	0	8	8	4	43	0	4	16	2	31
6789_1	0	0	0	0	0	0	1	0	3	0	0	0	1	1
6788_1	2	0	0	0	1	0	2	0	2	0	0	0	0	2
6787_1	2	0	2	0	0	0	15	0	39	11	28	30	6	67
6786_1	0	0	0	0	0	1	2	0	3	1	1	4	0	0
6785_1	2	0	2	0	0	3	22	2	41	24	83	34	9	86
6784_1	13	0	1	0	0	0	3	2	21	2	3	2	0	11
6783_1	10	1	2	0	0	2	5	1	35	0	16	4	0	22
6782_1	7	1	4	0	1	4	18	0	26	6	47	22	8	68
6781_1	9	1	2	0	0	2	8	0	23	19	87	42	25	101
6780_1	8	0	2	1	1	5	4	2	15	4	19	32	3	31
678_1	6	1	1	0	1	7	23	4	37	10	44	20	6	32
6779_1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
6778_1	14	0	1	1	1	4	3	2	37	2	2	7	1	8
6777_1	6	1	1	2	0	0	1	0	3	6	18	10	2	17
6776_1	8	0	1	1	1	1	22	0	40	54	49	138	40	258
6775_1	18	0	0	0	0	0	4	1	43	4	6	18	0	25
6773_1	10	0	5	0	0	9	14	4	26	2	5	11	0	29
6771_1	4	0	1	0	0	1	10	2	8	7	3	8	4	14
6770_1	32	5	18	5	10	22	86	4	143	1	9	32	0	139
677_1	11	2	1	2	0	1	0	0	10	32	18	0	18	61
6769_1	2	0	1	0	0	1	6	1	11	3	3	7	0	34
6768_1	15	0	1	0	1	10	19	6	57	13	38	45	36	68
6767_1	57	6	17	3	5	47	135	9	120	414	623	1650	384	861
6766_1	2	0	2	0	0	4	9	0	14	0	1	6	0	80
6765_1	14	0	13	1	3	24	274	1	509	145	838	412	79	1110
6764_1	8	1	6	0	2	4	35	6	54	8	59	81	6	52
6763_1	12	0	1	0	0	3	10	1	10	0	2	5	0	5
6762_1	4	0	13	1	0	20	416	3	515	247	825	324	145	1668
6761_1	19	3	35	0	6	34	458	6	704	214	1069	565	79	1114
6760_1	4	0	2	2	0	4	4	2	30	2	3	14	1	65
676_1	13	0	25	1	3	4	138	1	303	106	355	155	39	639
6759_1	14	1	1	0	0	0	12	2	27	2	5	34	4	57
6758_1	2	0	1	1	0	0	71	0	53	7	114	33	10	37
6757_1	10	0	1	0	1	3	4	1	17	5	2	2	1	14
6756_1	1	0	1	0	0	0	0	0	1	1	2	0	0	0
6755_1	4	2	8	0	1	5	105	0	156	67	289	106	22	391
6754_1	16	7	15	1	4	38	92	0	15	1485	456	485	460	765
6753_1	10	0	0	1	0	1	9	0	22	2	2	14	4	12
6752_1	2	1	4	0	0	6	36	2	56	9	29	39	4	70
6751_1	7	1	1	1	0	2	4	0	9	2	7	7	4	14
6750_1	35	0	5	2	0	9	22	10	127	15	91	235	14	497
675_1	12	0	4	1	0	2	24	0	50	9	59	34	2	76
6749_1	14	1	2	0	2	4	6	4	36	1	8	8	0	25
6748_1	15	0	3	1	0	5	44	1	56	23	132	181	14	167
6747_1	2	0	1	0	0	8	50	0	12	36	7	14	9	38
6746_1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
6745_1	2	7	0	3	4	4	1	1	7	0	1	2	0	0
6744_1	16	0	0	0	2	4	19	4	69	6	21	37	9	67
6743_1	14	1	1	2	0	0	4	1	78	6	10	10	0	26
6742_1	6	0	1	0	1	0	1	0	22	3	59	21	1	41
6741_1	4	1	3	0	0	0	34	0	34	8	78	24	14	94
6740_1	18	3	9	5	6	11	35	6	65	8	49	49	12	125
674_1	3	0	1	0	1	5	24	0	43	2	8	36	1	46
6739_1	18	1	1	0	1	3	25	0	37	26	53	48	13	124
6738_1	51	6	9	10	2	14	31	6	76	15	78	92	23	349
6737_1	3	0	1	0	0	0	7	0	0	2	13	8	6	15
6736_1	1	1	6	0	1	13	2	6	12	11	10	18	8	46
6735_1	8	0	1	0	0	4	26	0	37	10	36	55	1	40
6734_1	18	1	4	1	3	5	35	1	79	10	150	91	9	97
6733_1	12	5	42	2	4	13	486	2	700	364	1076	396	150	1741
6732_1	0	0	2	0	0	19	61	7	208	6	30	78	20	87
6731_1	18	1	3	0	4	16	76	9	210	23	178	140	39	182
6730_1	6	0	4	1	0	0	30	1	15	12	24	40	20	78
673_1	12	1	5	3	0	10	39	4	98	6	22	86	19	64
6729_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6728_1	7	0	3	0	0	0	14	0	26	2	17	1	2	34
6727_1	0	0	0	0	0	2	7	1	27	0	1	3	0	31
