"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1497_1",150.480204194649,-2.44288956699907,0.60353614874309,-4.04762758964243,5.17393799028838e-05,0.00492062425226313
"5102_1",119.694852414392,-2.35501807718616,0.583772162379503,-4.03413905107587,5.48028596832219e-05,0.00505581290968487
"6608_1",217.239073620352,3.20747177667145,0.797969659116791,4.01954101891737,5.83116292508467e-05,0.00509799120843822
"6473_1",38.6038276579746,3.03000322127592,0.753544486648521,4.02100111534518,5.79513305883451e-05,0.00509799120843822
"3847_1",215.243056315011,-3.458227672889,0.8604154974156,-4.0192531204707,5.83829220535846e-05,0.00509799120843822
"1_1",117.639834994645,-2.17939731910018,0.542724187867459,-4.01566277645325,5.92789675399793e-05,0.00509799120843822
"5914_1",29.4651957684294,-3.77379043729022,0.940970837856476,-4.01052857906509,6.05829663957606e-05,0.00511520530981685
"3471_1",17.4689533109128,2.17050502911972,0.54219868604527,4.00315435094672,6.25034941286252e-05,0.00511520530981685
"2999_1",104.928497843805,2.29708845622849,0.573693105314374,4.00403706258545,6.22706023910563e-05,0.00511520530981685
"596_1",91.0620962155308,-1.72909562315317,0.434191372496469,-3.98233528504124,6.82414174865135e-05,0.00549614210042174
"2126_1",83.7266883299054,-3.51863229540663,0.890110061719172,-3.95303058209531,7.71675699314447e-05,0.00611794140362735
"357_1",33.3591666604374,2.09905574166088,0.532839066339254,3.93938033876148,8.16923349213688e-05,0.00637702934447731
"3143_1",256.410243401882,-3.66201791818236,0.938130880614302,-3.90352561018396,9.48015135795496e-05,0.00728822545307022
"2184_1",15.7844556593733,2.78015894299708,0.714378695541072,3.89171592091137,9.95377503827828e-05,0.00753812754391403
"1073_1",32.0114042349606,-3.02896751505898,0.779807601398142,-3.88424979395975,0.000102646335721348,0.00765922805073702
"4380_1",205.300852123774,-2.88796589059373,0.745078085930367,-3.8760580201303,0.000106162379791932,0.00769525592948948
"3029_1",4.24597716381374,3.90131736635031,1.00600409476798,3.87803328698188,0.000105304311671753,0.00769525592948948
"2906_1",48.4185367395377,2.9446034659488,0.761186683546855,3.86843796613468,0.000109534794367793,0.00782788093834056
"2656_1",106.361955877009,2.6024119669748,0.673680663433301,3.86297560287991,0.000112014198634203,0.00789388949819373
"736_1",7.40475457160736,-3.29256488126208,0.857216596466167,-3.84099525701616,0.000122536482440099,0.00816058680795228
"6012_1",64.1675952350074,2.31212254865798,0.604236954019991,3.82651629178821,0.000129969551413516,0.00816058680795228
"4950_1",10.664829713399,-3.92013235967438,1.02454114270634,-3.82623224804743,0.000130119534448644,0.00816058680795228
"4003_1",20.9693366989836,2.58491926298275,0.675881654206349,3.82451461272177,0.000131029974881482,0.00816058680795228
"3911_1",418.91591134549,-2.78982048592681,0.724983011434202,-3.84811842750334,0.00011902851313981,0.00816058680795228
"368_1",345.611482402664,-3.06828421730641,0.802602725638125,-3.82291776403689,0.000131881773404038,0.00816058680795228
"3646_1",6.59996676758083,3.66122936265595,0.95638849174294,3.82818216056077,0.000129093200579132,0.00816058680795228
"3486_1",55.2695325920611,-1.86645348546881,0.485359868535291,-3.84550434938379,0.000120304730385462,0.00816058680795228
"3374_1",17.9924631928045,2.66502327406815,0.693375170141572,3.84355164250259,0.000121266466585877,0.00816058680795228
"2250_1",25.7352234473214,2.48785003754826,0.649384803490152,3.83108755267629,0.000127578094393256,0.00816058680795228
"3013_1",39.1701738639297,-2.48562754612143,0.650979652456421,-3.81828761735041,0.000134381202042747,0.0082150628815048
"2873_1",248.485739014303,-2.55538497413943,0.670764336829877,-3.80966135769311,0.000139157263435251,0.00830687005494665
"2117_1",24.5920426827635,-3.61939170133814,0.94937849720854,-3.81238011181025,0.000137634993953648,0.00830687005494665
"2057_1",101.159236646894,2.80156463377633,0.738602555585147,3.79306111601094,0.000148801514412483,0.00867837797849354
"1687_1",125.165031334527,2.2214356134088,0.585451129663747,3.79439973868472,0.000148001070745628,0.00867837797849354
"266_1",63.7859144161315,-2.79960939906885,0.741684697552889,-3.77466247895618,0.000160224450741081,0.00923839617113912
"3915_1",12.8497399724864,2.6708989735565,0.710149689552519,3.76103659953648,0.00016921066650088,0.009646909233994
"5643_1",171.289062952528,-2.22114420513851,0.592252642800064,-3.75033228157047,0.000176600394240353,0.00976843773782232
"1627_1",47.6000326317074,3.07799608629834,0.820445757993321,3.75161435879274,0.000175699578015742,0.00976843773782232
"1433_1",97.6885310505017,-4.38852167128927,1.17039775243484,-3.74959851226611,0.000177117909318024,0.00976843773782232
"5665_1",162.163404797685,2.33920555969207,0.625005795015223,3.7426941931556,0.000182057738439467,0.00993291360045007
"926_1",517.943470015362,2.37267159149128,0.637295949798513,3.72302945317857,0.000196846548318055,0.0104310586422897
"6749_1",16.8038350891959,2.67112273932419,0.717585080029403,3.72237775514332,0.000197355465049234,0.0104310586422897
"6542_1",11.6136015915991,4.96122513055002,1.3314694292183,3.72612770648646,0.000194443916374007,0.0104310586422897
"4421_1",59.0468498538425,2.30111310308415,0.621422590242734,3.70297626641688,0.000213084823442777,0.0111463133417386
"4491_1",23.8252258626372,-3.07492112117599,0.831252261571472,-3.69914316426988,0.000216328555793826,0.0112005213479375
"3176_1",898.561811145199,-4.11214910443175,1.1136940573831,-3.69235076471024,0.000222190725094758,0.011387835748796
"3951_1",13.9875428114743,-4.13690824289256,1.12497716274335,-3.67732642039094,0.000235691354917294,0.0118424417023413
"2695_1",476.702303232985,-2.77048400312057,0.753404515863093,-3.67728616538319,0.000235728539995363,0.0118424417023413
"5746_1",32.28741883586,1.46389843441657,0.39932846688176,3.6659005200599,0.000246469729955312,0.012260660880326
"706_1",103.537988347546,-2.58564281548813,0.707667019653802,-3.65375627756831,0.000258431590774151,0.0123705838829061
"4673_1",16.7429696641831,-2.08824230640654,0.570986642806671,-3.65725246415894,0.00025493325644594,0.0123705838829061
"4084_1",41.0964393887577,-2.73696663792786,0.748472464725036,-3.65673657605204,0.000255446653483603,0.0123705838829061
"2017_1",30.4491186792851,1.82517088533981,0.499350361988159,3.65509074244566,0.000257091027850031,0.0123705838829061
"4458_1",93.6330485153237,-2.98735543737499,0.819486170171973,-3.64540067436169,0.000266975516539052,0.0123831941100752
"2769_1",11.155988294358,2.51597174152842,0.690562501776177,3.64336571281696,0.000269096073001161,0.0123831941100752
"2079_1",524.162536395213,-1.6690740476722,0.458022497510516,-3.64408747767653,0.000268342148788721,0.0123831941100752
"1299_1",17.4914718222669,2.56685565762125,0.704860874988826,3.64164865536329,0.000270897624402512,0.0123831941100752
"1090_1",10.2044294814573,-4.21445177987663,1.15447568842105,-3.650533157299,0.00026169652189571,0.0123831941100752
"6080_1",140.689116686172,2.03621013031533,0.559538998470623,3.63908527534427,0.000273608192294579,0.0123954282830597
"3231_1",42.6307670954029,2.75155114651228,0.762767416690672,3.60732654057263,0.00030936822240474,0.0138914545175367
"5565_1",19.8393421797536,1.86128619339004,0.517306267472041,3.59803526542551,0.000320630151990301,0.0142708543087613
"3675_1",9.47529703979798,3.75245060984814,1.04397451344383,3.59438909813005,0.000325153606925285,0.0143463426220774
"4502_1",30.9373876096067,2.26044871122248,0.630473381737611,3.58531981951813,0.000336665375566873,0.014600342868601
"2936_1",10.3261175904861,-3.22987787674357,0.900441221815011,-3.58699468493139,0.000334511139417799,0.014600342868601
"4660_1",27.2157966694629,2.35161150084199,0.65765965104035,3.5757271973763,0.000349255707646678,0.0150179954288072
"6204_1",94.6865399761403,2.71725180979221,0.760947366316233,3.57088010297808,0.000355783738806599,0.0151227987885526
"3888_1",132.792137208979,-2.18396370386196,0.611839060084702,-3.56950683004713,0.000357653893304359,0.0151227987885526
"6211_1",18.0148993368033,-3.05645134991386,0.857732860730173,-3.56340708144486,0.000366072312309539,0.0152705366537459
"4258_1",81.4780545216547,-1.43054210152344,0.401541752621999,-3.56262354333576,0.00036716702241959,0.0152705366537459
"1666_1",20.863371260899,-2.92747461172121,0.823189918363941,-3.55625663824875,0.000376176618593504,0.0155180501036052
"3122_1",2973.40454784954,-1.50108481041503,0.423053903397452,-3.54821170153532,0.000387856342889832,0.0158708313211533
"2723_1",15.2909686330176,4.13437792884235,1.17291785733694,3.52486570392002,0.000423697532960772,0.0169557623781549
"2118_1",34.1960912420978,-1.87416370788561,0.53176367103127,-3.52442976078259,0.000424395313761465,0.0169557623781549
"1337_1",35.1194062823025,-3.41201348185386,0.967797005804791,-3.52554663983129,0.000422609754199875,0.0169557623781549
"6290_1",19.7069930003731,2.11804277596879,0.603617096143141,3.50891780485045,0.000449933931199623,0.0178356622414601
"4618_1",7.73836426046942,3.35392171898313,0.956906375800612,3.50496328982761,0.000456670247664845,0.0179623630748172
"3876_1",50.8417083758513,-2.59288262886375,0.743812860751053,-3.48593411822113,0.000490421769374785,0.0191415389062128
"2008_1",21.081875949938,-1.66092982109888,0.47697255243447,-3.48223354283488,0.000497249815296188,0.0192598897924645
"5845_1",114.648919347642,-1.61334216661153,0.465733451540827,-3.46408908630884,0.000532030284669734,0.0200049925356838
"5283_1",129.816739338368,1.54002271309183,0.444376818620503,3.46557842029786,0.000529092201142771,0.0200049925356838
"4704_1",69.9526096716316,2.41643104032677,0.697589197143949,3.4639742848944,0.000532257389104714,0.0200049925356838
"1828_1",216.479235850858,-1.07833883866034,0.310867825832861,-3.46880168692696,0.000522785198227569,0.0200049925356838
"601_1",21.8416625792305,-2.59181747957655,0.749095242437685,-3.45993050381995,0.000540314816987317,0.0201585101573062
"5286_1",9.22410422593208,2.78156043744745,0.804999835175299,3.45535528816814,0.000549568115814738,0.0203540775156495
"1112_1",17.4293751397378,-2.38372718213765,0.692810894278955,-3.44066065043409,0.000580295832180534,0.0213363844382901
"1810_1",111.286753276461,-2.9567935004382,0.860417249505384,-3.43646469446995,0.000589359160674251,0.021513729361591
"5568_1",27.4580586277982,2.633009468816,0.771881620918101,3.41115709645245,0.000646878095148851,0.0234447103913233
"6451_1",36.2750518977388,2.27503622586516,0.668102592048455,3.40521987632127,0.000661108006345038,0.0237905108098916
"4363_1",23.5140510163402,-2.18490507584406,0.643300404916544,-3.39639934802702,0.00068278663526719,0.0243976013193361
"876_1",70.1148909487539,-3.17740740058783,0.936362067629469,-3.39335339441065,0.000690425043491199,0.0244980186760443
"4735_1",24.3621530135789,-2.53063519783291,0.747408735529846,-3.38587853945662,0.000709507794903647,0.0248278796644214
"3006_1",66.5150428165731,1.39535383032533,0.411916122286463,3.38747078550846,0.000705402292891818,0.0248278796644214
"2716_1",136.844628581342,-2.27318890447766,0.671838846755412,-3.38353299374669,0.000715596088513054,0.0248694147473646
"902_1",4.75042234590964,-3.1058667406562,0.919713143224878,-3.3769950593136,0.000732823664079999,0.0252948793982443
"1699_1",16.8193166105173,3.23792734959734,0.962072763756568,3.36557428042587,0.000763844977648554,0.0261874960580322
"6770_1",83.9566907253815,3.29934576960653,0.982344771424442,3.35864338629536,0.000783260744768588,0.0266729195903075
"6058_1",59.8026660154497,-1.8452650280434,0.550243599175755,-3.35354201449602,0.000797843000550963,0.026833934862193
"5347_1",4.76970048199013,-3.43288358729949,1.02405153007595,-3.3522566848222,0.000801556641739805,0.026833934862193
"4568_1",106.392591886274,-1.50468894026053,0.448964658385993,-3.35146411227516,0.000803854572142952,0.026833934862193
"2407_1",30.2283760970764,1.16854322208063,0.348866761238314,3.34954014516273,0.000809458246428544,0.026844386551493
"780_1",11.0842119176405,-2.03266075330141,0.607843227229834,-3.34405429269155,0.000825635779071867,0.0272030905390302
"2201_1",117.675851466588,1.71007931198495,0.513585124596025,3.32969011384445,0.000869426875972013,0.0284611094753677
"1868_1",40.4360763897371,1.8331306646965,0.550905198504633,3.32748841301972,0.000876326334150648,0.0285030757658999
"4646_1",45.145276576913,2.05267574221488,0.617450104523988,3.32443986514077,0.00088596337858308,0.0286329820568825
"2206_1",74.1652230679474,-2.72675421850572,0.82288775099273,-3.31364054844195,0.000920898110340929,0.0293876541627036
"163_1",24.8721592057045,2.62774094640495,0.792938143076868,3.31392930122951,0.000919947646981305,0.0293876541627036
"1150_1",2441.80179471875,1.68035436298275,0.507976874183874,3.30793476707467,0.000939866993670996,0.0298055320367915
"4464_1",46.9745218141246,1.9953911208342,0.604078150907138,3.30320028598575,0.000955880892012484,0.0299632029226902
"1625_1",40.63272930702,1.69816995312227,0.514133465634028,3.30297494061799,0.000956649364106387,0.0299632029226902
"6056_1",122.943612392211,-1.40345806265316,0.425455481106334,-3.29871896115587,0.000971270980732668,0.03023453347385
"4934_1",216.085136236596,-2.560473787503,0.778735778623039,-3.28798786159592,0.00100906190027374,0.0311819830665499
"4759_1",96.4847875201078,3.08239153237275,0.937862434212999,3.28661370786145,0.00101399826684681,0.0311819830665499
"4418_1",3.93645013134098,-4.45032578076258,1.35674510618307,-3.28014876227023,0.00103752363624812,0.031713222471825
"212_1",11.840089179715,2.55594711286942,0.784712845391768,3.25717506458475,0.00112527009529235,0.0341893440928944
"4592_1",16.0610130959693,2.21627141792559,0.680853245971913,3.25513821229108,0.00113337195138105,0.0342305314363539
"2742_1",5.2369406121459,3.6034035634055,1.10831450703197,3.25124641114306,0.00114900226072983,0.0344972631416756
"6685_1",25.1241024876148,-2.51667195114869,0.776174302117295,-3.24240566105262,0.00118525181447883,0.0352996983183313
"5575_1",84.2176988665048,1.90486625304583,0.587676501934424,3.24135174160559,0.00118964296658152,0.0352996983183313
"6077_1",49.4290799525535,2.15609183703304,0.665876373022716,3.23797618354525,0.00120380858514969,0.0355123532619158
"696_1",11.3298668435776,-4.38617136591655,1.35631213769766,-3.23389523989815,0.00122114239257794,0.0358154710979218
"5539_1",62.857638415128,-2.06679093268456,0.639591747869915,-3.23142213696122,0.0012317587806173,0.0359192186945528
"1252_1",65.7821841144518,1.86089618674767,0.576218816074565,3.22949569648704,0.00124008747715013,0.0359554506231986
"4959_1",25.8839126353631,1.76216190643609,0.548606685778056,3.2120678659556,0.00131783240320865,0.0379925091697767
"5823_1",8.79943777720864,2.26356663006756,0.705696098080429,3.20756574426969,0.00133863459994156,0.038358793481574
"4595_1",21.4811697771233,2.59248464548266,0.808920405173572,3.20486988448064,0.00135123549168202,0.038358793481574
"2317_1",62.9717597251015,-2.47385506658398,0.772006612458284,-3.20444802759724,0.00135321719219585,0.038358793481574
"3613_1",182.708034806558,-0.815216397449181,0.254565595751991,-3.20238245486794,0.00136295911496455,0.0384203030518341
"4958_1",84.0706816927682,1.83138296758248,0.572839421444578,3.19702677403752,0.00138852037670756,0.0387584435636068
"1711_1",7.64303019316444,-2.89585603044602,0.90589730594258,-3.19667142340477,0.00139023191339701,0.0387584435636068
"3599_1",80.9725984083661,2.04924870843506,0.643142736620089,3.18630467507802,0.00144102755122328,0.0399550480596006
"6248_1",181.229530809182,2.07662464419729,0.655033012505357,3.17025952059218,0.00152302842560145,0.0417721417919013
"4156_1",6.66904311767439,-3.83162160827281,1.20830282686578,-3.17107725239017,0.00151874747837987,0.0417721417919013
"3373_1",13.4420032946048,2.76818204297524,0.874434126620999,3.16568390768563,0.00154718822515613,0.0422066293249582
"6445_1",25.7626059077076,4.03793231246452,1.27812376736183,3.15926549179129,0.00158167333408123,0.0429166336744822
"3154_1",24.0247060771714,3.10748864961248,0.985501102894343,3.15320666865417,0.00161487433807571,0.0435844276138092
"4221_1",25.650536188009,-3.37806552032942,1.0726107322953,-3.14938627651118,0.00163613774692334,0.0439246715761326
"674_1",32.7120293036768,2.3954490642182,0.764442386704523,3.13359005973606,0.00172681918121731,0.0461151606605085
"3805_1",22.4767539706546,-2.69383051938384,0.861356420035225,-3.12742838704758,0.0017634277425595,0.0468462427526017
"6466_1",51.0206175701496,1.87717701005259,0.600696348426676,3.12500153358553,0.00177804132845669,0.0469031629952813
"6375_1",6.25932364050633,-2.66633228760411,0.853497355057526,-3.12400767477996,0.0017840580327334,0.0469031629952813
"4694_1",605.987190302087,2.11822477390893,0.679823981786886,3.1158429691481,0.00183419917387294,0.0477268031191349
"1577_1",6.92608969655039,2.52295789079053,0.809326819182416,3.11735362154343,0.00182482541763616,0.0477268031191349
"657_1",40.6225162830557,-1.75053726852824,0.562749215372287,-3.11068806621111,0.00186651996616162,0.0480747325294623
"5926_1",26.6142341630309,-1.65565887239318,0.532043841087424,-3.11188429323652,0.00185897344973836,0.0480747325294623
"4538_1",216.247305044306,-1.82114445502613,0.586326476054218,-3.10602459449184,0.00189620943540751,0.04859276098615
"453_1",14.28949800569,-1.76731377972412,0.569765429534074,-3.10182697670748,0.00192330336748665,0.0490089802757182
"1769_1",27.2032319156922,1.85505909087398,0.598304535901752,3.10052653717236,0.0019317690293937,0.0490089802757182
"216_1",11.7632603159696,2.63385493301348,0.849985152801539,3.09870698838955,0.00194367144800971,0.0490656165532401
"1871_1",59.5806863503722,2.36698014126197,0.764800697119814,3.09489799130134,0.00196880596830286,0.0494540667483599
"2028_1",35.2524265470566,1.80898360345444,0.585006839507221,3.09224351116686,0.00198649819326409,0.0496526691262167
"6630_1",114.578931193065,1.71119357086528,0.554076936821345,3.08836816179741,0.00201258970429854,0.0500582360765234
"3806_1",42.7340855482543,-1.77210753526814,0.574888529972047,-3.08252372917287,0.00205253365467465,0.0508027110430203
"995_1",152.906664923375,1.8749065198133,0.609610755569232,3.07557979035751,0.00210093706444291,0.0514983317148953
"6368_1",124.021001195763,-1.51223774158187,0.491525569661994,-3.07662069873961,0.00209361522396801,0.0514983317148953
"1234_1",12.1849333482293,-2.30864345161354,0.75157738791115,-3.07173085399751,0.00212821525386986,0.0519161740294985
"6242_1",30.2810315587004,-1.86928567085213,0.609466325185745,-3.06708606137087,0.00216156613134658,0.0521364136605102
"5270_1",30.0012863472425,1.8524694803794,0.604160429943262,3.06618803312453,0.00216806923184226,0.0521364136605102
"5044_1",10.9251138368549,-2.86841950957915,0.934933254166724,-3.06804736786872,0.00215462462022737,0.0521364136605102
"6557_1",23.4460731884596,-1.18913065347775,0.388293558381918,-3.06245269283643,0.00219531172718436,0.0523772086809251
"3325_1",65.7431935925601,2.15806976638051,0.704793836499128,3.06198728567227,0.00219872791664112,0.0523772086809251
"217_1",13.7850457717417,2.44459203472254,0.799756292191925,3.05667121170444,0.00223809622352669,0.0530658889634318
"5661_1",155.345094948384,-2.39348978979492,0.784010760409533,-3.05287874945066,0.00226657500521085,0.0532435258168511
"4467_1",4.45638758203926,3.3037396905174,1.08197157290908,3.05344407675582,0.00226230883586661,0.0532435258168511
"6767_1",470.866172723165,-1.68577496572815,0.553552798404253,-3.04537339633689,0.00232391595421047,0.0543389380261011
"1725_1",25.856093052153,2.79913772450132,0.920082542994715,3.04226805063662,0.00234802699825417,0.0546508669226681
"6783_1",13.8587983736906,2.49703350261088,0.821568744622465,3.03934822125973,0.00237090635330736,0.0546817219849162
"1890_1",227.951379656789,-1.18053611652866,0.388367024392846,-3.03974344468163,0.00236779754181715,0.0546817219849162
"645_1",37.7439789635546,-1.35806644054077,0.44910031824145,-3.02397122731638,0.00249480164331355,0.0566538396967342
"5780_1",401.944729011884,2.08328134032834,0.689095530908972,3.02321121946667,0.00250107609224842,0.0566538396967342
"2427_1",53.0278099460245,-1.79124040082154,0.592042675475061,-3.02552581937481,0.00248201212310891,0.0566538396967342
"1996_1",12.7608527230221,2.44347416246495,0.807564523989173,3.02573242122472,0.00248031694742168,0.0566538396967342
"4786_1",9.15067140128625,2.96275585251933,0.981250088511018,3.01936874932171,0.00253302020081871,0.0571224199953517
"6130_1",27.4051551071107,2.39672674686289,0.794927099964474,3.01502709741561,0.00256956297740859,0.0576900997671291
"1107_1",6.81101852714563,2.63009057231467,0.872947563605096,3.01288494517693,0.00258777006716857,0.057842930928693
"5080_1",4.34886856076671,-2.84018566709936,0.943396692502324,-3.01059531973329,0.00260736095632005,0.0580252170717893
"874_1",38.7935629899084,-1.42587991412918,0.47403522611753,-3.00796193103096,0.00263006081793517,0.0582747973371312
"5557_1",9.89391001931796,2.06294401695598,0.687584115771965,3.00027875809764,0.0026973262688842,0.0595053629926888
"176_1",86.4814278030895,-1.91003311764547,0.637031586331329,-2.99833345571665,0.00271460478793123,0.0596272930474591
"4282_1",10.2141615225225,2.21663257058302,0.740198263543496,2.99464708275794,0.00274762548385227,0.0598345566741048
"349_1",145.114467790011,2.45759598521522,0.820550107749128,2.99505900006121,0.00274391760882766,0.0598345566741048
"6534_1",17.2038317739547,-1.74681281782122,0.584468711127354,-2.98871912998024,0.00280149531403773,0.0607469539462712
"4173_1",44.758732157944,1.328002621014,0.445245107488793,2.98263270876576,0.00285780722379941,0.0617043142704604
"2720_1",33.8813582656839,-1.28871814699943,0.43314757283943,-2.97524037489451,0.00292759046578398,0.0629431950143556
"5437_1",122.926829029118,1.20699548267198,0.40654008600817,2.96894580439412,0.00298823294520576,0.0639759238986247
"2095_1",10.4475113005093,2.68343087189462,0.904931830731423,2.96534035025124,0.00302348228751604,0.0644586097767074
"6475_1",34.5638116355375,1.6708686451765,0.563731614694542,2.96394348236414,0.00303724064175248,0.0644810000680005
"5605_1",6.50993164583925,2.42520579062738,0.819042582855811,2.96102527681925,0.00306616773746814,0.0645549174270264
"1025_1",8.29888786481763,2.15176731570176,0.726524023312779,2.96172906422311,0.00305916845414047,0.0645549174270264
"1483_1",120.955583015569,-1.43350187959657,0.484413589844086,-2.9592519897263,0.00308386817782591,0.0646592856788789
"5852_1",84.6616603746305,1.9317683927264,0.65426375905367,2.95258352001725,0.0031512680944252,0.0658005527206316
