"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"3190_1",34.5608130728475,-2.56969171859393,0.584547107528578,-4.39603872040083,1.10244276651756e-05,0.000697879678562177
"6611_1",6.12053505103684,4.54684897598658,1.0371625880204,4.38393076312654,1.16556831448508e-05,0.000730461662687802
"4353_1",16.5353835739756,1.98224253141183,0.452500890574549,4.38063785663479,1.18332398725793e-05,0.000734246676054005
"5465_1",21.7448580255,2.67703383569382,0.613415984608978,4.3641409791437,1.27623257256978e-05,0.000784132307087727
"6641_1",4.33968051762486,4.42568817592302,1.01664637063226,4.35322281549153,1.34150680509516e-05,0.000789510859971664
"4773_1",12.6367668403063,-2.22570154181187,0.511316378284253,-4.35288529047381,1.34357459169262e-05,0.000789510859971664
"3306_1",6.79497522438245,-2.53660862821608,0.581750085567336,-4.36030641188875,1.29880443173267e-05,0.000789510859971664
"3155_1",5.57361703315179,4.18760898735314,0.961166063806575,4.35680070805731,1.31977332504695e-05,0.000789510859971664
"1633_1",15.4606497985609,3.09068807000699,0.710148994639527,4.35216847920179,1.34797609728687e-05,0.000789510859971664
"5497_1",18.5191857213936,-2.78891764616574,0.64210366238468,-4.34340716233903,1.40289777483657e-05,0.000814070403231551
"360_1",5.16558521421589,3.66515326538768,0.845375329244274,4.33553374294013,1.45406865978474e-05,0.000836022778978987
"5593_1",6.00820503386605,4.20181337174666,0.969856389223031,4.33240778576795,1.47487443475637e-05,0.000840276189328923
"4934_1",39.8750283458492,-3.19719874851505,0.739370543519476,-4.32421710134147,1.53074495319586e-05,0.000854095765391037
"4618_1",4.66475832629535,4.02237925240745,0.930144301222993,4.32446798536384,1.52900405630712e-05,0.000854095765391037
"1137_1",8.8421773443233,2.99921401659335,0.693799079042538,4.32288555460804,1.54001629949238e-05,0.000854095765391037
"5711_1",10.3453705923966,-2.94581093982454,0.682655103764973,-4.31522583450682,1.5943982151856e-05,0.000876499439874397
"2151_1",13.2224361620752,2.38653951921032,0.553325132165792,4.31308715342293,1.60990617866285e-05,0.000877328871450443
"4387_1",4.60126069234758,2.78982994290535,0.647706905505748,4.30724131422834,1.65303241049112e-05,0.00089306501004723
"3269_1",21.1994691854966,2.78089871051839,0.647622671855952,4.29401074324485,1.75473977651086e-05,0.000931945269440131
"1725_1",9.47567281725703,2.98103021898707,0.693927702552512,4.29588011549586,1.7400160357045e-05,0.000931945269440131
"4911_1",13.6300904259266,3.72078447478212,0.868076747490917,4.28623907452498,1.81723417651801e-05,0.00093733090452551
"4813_1",8.21502873396626,3.80219476663348,0.886542295373707,4.28879116819884,1.79648181719311e-05,0.00093733090452551
"3770_1",7.48294791061472,2.88444305080496,0.673097552143713,4.2853269063577,1.82470672334629e-05,0.00093733090452551
"1250_1",4.60028774299418,4.3815776210357,1.02152158656041,4.28926581550665,1.79264720497551e-05,0.00093733090452551
"5204_1",9.19999310056608,2.97881561560201,0.695697811190059,4.28176654818916,1.85415449206132e-05,0.000939336751481205
"1734_1",12.3057499864229,2.36238148453371,0.55179905556256,4.28123509947885,1.85858875352911e-05,0.000939336751481205
"5714_1",6.17336100366405,3.8729230713018,0.907575717687026,4.26732777863649,1.97828386246807e-05,0.000991832397286991
"1400_1",17.4561593662746,-2.47744802978301,0.581324254276504,-4.26173174705459,2.02848848919733e-05,0.00100893153665077
"4486_1",7.25794301877246,2.70159296013107,0.634416033355109,4.25839325945736,2.05901494464093e-05,0.00101605091795785
"5939_1",23.0344445568117,-2.51492945484677,0.591721715985924,-4.25018955178349,2.13589685294268e-05,0.00102100767803254
"5851_1",14.0498419116864,2.42450414068708,0.569829093247819,4.25479177777373,2.09243642336114e-05,0.00102100767803254
"411_1",35.9694684581793,2.76132401318077,0.649928033664964,4.248661190393,2.15051880485552e-05,0.00102100767803254
"3625_1",3.89325855801939,4.93759268761969,1.16142951632395,4.25130635843293,2.12527217590957e-05,0.00102100767803254
"3513_1",16.9176030733045,2.43883431897894,0.573390909089887,4.25335365510063,2.10592585869334e-05,0.00102100767803254
"3272_1",4.21405851337074,4.85563093244797,1.14590411544738,4.23737978334448,2.26143432452983e-05,0.00105154622830238
"1844_1",4.50230121272667,3.13738379209752,0.740398215873303,4.23742754214631,2.26095349990671e-05,0.00105154622830238
"1622_1",14.3551250149899,2.46864830347856,0.582639490243698,4.23700820973534,2.26517856742973e-05,0.00105154622830238
"767_1",38.4917508693202,-2.19716639282966,0.518830525929504,-4.23484410230751,2.28710318777159e-05,0.00105391732924739
"4660_1",7.55979988476595,2.44502393148678,0.578178673491935,4.2288379761916,2.34901433225512e-05,0.00107454546133159
"5722_1",3.43929102218466,4.27012026598125,1.01160716949209,4.22112495320213,2.43086135179747e-05,0.00110392812258803
"4825_1",9.22510114083137,2.24416559754092,0.532111139162872,4.21747532117349,2.47052848485639e-05,0.00111387064853201
"4568_1",16.8058056063276,-2.89315291075497,0.688249926168342,-4.20363708117176,2.62659957351935e-05,0.00116743968278339
"2126_1",16.6675255916291,-3.47534913589047,0.826721303484779,-4.20377353437156,2.62501582995953e-05,0.00116743968278339
"898_1",5.08206868978709,3.0212533521244,0.720388741351003,4.19392083565659,2.7417370007638e-05,0.00120599867502804
"6586_1",9.256216708813,2.98052439906111,0.71084452564412,4.19293430776633,2.75369204980777e-05,0.00120599867502804
"4264_1",5.45318552981213,3.08102397475654,0.735562157736963,4.18866569242176,2.8059940108259e-05,0.00120599867502804
"1890_1",39.3022072408396,-1.99106765015163,0.475173124284128,-4.19019415955242,2.7871585834973e-05,0.00120599867502804
"1538_1",13.796957884572,2.43859221088061,0.582228505206155,4.18837653786318,2.8095708720934e-05,0.00120599867502804
"1053_1",8.93232568322709,3.67974557543309,0.881316679393168,4.17528189522838,2.97617279891168e-05,0.00126882142386255
"4_1",2.98213984446708,4.16214019096471,0.997302370605183,4.17339847336274,3.00089418781917e-05,0.00127071647804478
"2964_1",33.7583627466405,-2.32526672972933,0.557522215884539,-4.1707158270638,3.03644319867374e-05,0.00127714023665023
"3327_1",44.6617613122334,-2.62339098082342,0.630253930006945,-4.16243494236444,3.1487186735868e-05,0.00131553466182457
"683_1",3.85293406802829,3.98641798575503,0.958532592176822,4.15887578397507,3.19817748870564e-05,0.00131861699484989
"1653_1",2.83643914884473,6.29835055526676,1.51392444541396,4.16028063642541,3.17856782895511e-05,0.00131861699484989
"6778_1",4.80801552972746,3.26446800931191,0.786038257013818,4.15306504509554,3.28051441597518e-05,0.00134372443430826
"6749_1",6.47212292127463,3.00663087676343,0.725542645855681,4.1439754009463,3.41336374954298e-05,0.00138010003989586
"3248_1",24.1845818137005,-2.80741698638604,0.677459980455627,-4.14403369553713,3.41249569324308e-05,0.00138010003989586
"6754_1",118.680229733586,-3.23238364272632,0.780976363263829,-4.13890073345838,3.48973893256906e-05,0.00140193550579553
"1010_1",11.3038011304915,2.94798956387107,0.71312740233943,4.13388905572851,3.56675702377453e-05,0.00142374944382134
"6622_1",15.7626416069526,2.50362205740189,0.606685340113285,4.12672252297113,3.67969937056669e-05,0.00144129224720884
"591_1",6.49054025484327,3.03672369000196,0.735768074516838,4.12728384823725,3.67073191539595e-05,0.00144129224720884
"1530_1",51.4070064789892,-2.08039597017395,0.504015070015307,-4.12764636206367,3.6649516046734e-05,0.00144129224720884
"6318_1",4.01659827091221,5.49522443511847,1.33411808541284,4.11899403448833,3.80529997138888e-05,0.00148123074041578
"4416_1",9.75941367113068,2.41801429256159,0.587252583818955,4.11750302882795,3.82999497495927e-05,0.00148164064864628
"5591_1",11.2847642166891,2.6929084789506,0.655038994836869,4.11106590626904,3.93836753314786e-05,0.00151421775032133
"5808_1",3.68426500106289,4.33348216247875,1.05461407530201,4.1090691504736,3.97257120388737e-05,0.00151805510577818
"4910_1",14.1661464828087,-2.53753639583149,0.618283899506845,-4.10416056095829,4.05785580270211e-05,0.00154124741306268
"3863_1",9.97689538473664,2.56316917054305,0.625575635803143,4.09729699151779,4.18002470611387e-05,0.00157427895087068
"2442_1",15.0642903187406,-2.77326546720704,0.676989854161288,-4.09646533129036,4.19506278594869e-05,0.00157427895087068
"6209_1",51.6029205546983,-3.93399368569143,0.963166772320521,-4.08443667155731,4.41838739697124e-05,0.00163846353945673
"4862_1",8.9693286324701,2.71401129119235,0.664289342993062,4.08558607754256,4.39656970312035e-05,0.00163846353945673
"5822_1",4.39458086573636,3.7496760700093,0.91853163497582,4.08225033001504,4.4601716597314e-05,0.00164422916420804
"3917_1",6.47657164903472,3.87393264449251,0.949872724022982,4.07837023478819,4.5352504143984e-05,0.00166212949397864
"3833_1",9.71647793232792,3.30869678308687,0.811687300112031,4.07631951692505,4.57541381470765e-05,0.00166709990562633
"5068_1",21.8131543467156,2.82253244435275,0.693095778730227,4.07235555455801,4.6540062358026e-05,0.0016859339352471
"565_1",7.40690215548854,2.60972749348754,0.641219551118616,4.06994373289903,4.70244936486721e-05,0.00169369253848407
"6445_1",5.8176034794042,3.5695627991429,0.878305870602019,4.06414544023963,4.82087598780188e-05,0.00171661533042923
"1220_1",10.0449102149046,3.72609785004606,0.916594615732143,4.06515354344493,4.80008504240609e-05,0.00171661533042923
"3235_1",17.4242474796386,1.94456473969055,0.479360585000951,4.05658037088445,4.9796432061221e-05,0.0017532260658858
"3143_1",50.2312762558137,-3.68325524885527,0.907957422882618,-4.05663873220127,4.97839962950578e-05,0.0017532260658858
"2930_1",6.09046221924266,3.29626008728962,0.813663013591428,4.05113668954946,5.09694197092194e-05,0.00178449918054569
"6552_1",13.0988154835819,2.88263686385726,0.712321937499669,4.04681747409837,5.19186934834976e-05,0.00178777171462131
"3688_1",6.34039477597181,3.83149861639383,0.946728386006683,4.04709383707735,5.1857456330586e-05,0.00178777171462131
"3032_1",5.02561253917242,3.87984585900435,0.958614254828076,4.04734838801263,5.18011129053979e-05,0.00178777171462131
"55_1",24.3839178048676,2.396961097688,0.593188282168944,4.04080992450443,5.32669190590754e-05,0.00182417367072801
"3153_1",2.94225421971669,4.56448440615744,1.13059768338262,4.03723134519524,5.40857268860701e-05,0.00183219054267568
"1025_1",5.00598394078263,3.14962515784518,0.77994805630439,4.03824989675463,5.38514680165281e-05,0.00183219054267568
"1168_1",4.79367432294013,5.28860860288876,1.3116653442171,4.03198012831955,5.5308864767048e-05,0.00186355191126392
"6767_1",97.289584114726,-1.92578676173968,0.481031248490601,-4.00345459423373,6.24241865466495e-05,0.00205908734432364
"4619_1",15.9862284711936,1.91885482581691,0.479300788810449,4.00344600011865,6.24264553089981e-05,0.00205908734432364
"2733_1",3.87034101387974,3.81781329399065,0.953010905635365,4.00605415049825,6.17415002779024e-05,0.00205908734432364
"2577_1",13.5934578197493,2.25370880028288,0.562721204657437,4.00501843831325,6.20126439040767e-05,0.00205908734432364
"6598_1",10.0212020819746,1.89791421768206,0.474593229371829,3.99903348851844,6.36016812375083e-05,0.00208686772940034
"5990_1",33.9445668045849,3.12543668612502,0.782201242212956,3.99569384124567,6.45050521510804e-05,0.00210548521786886
"1336_1",13.6965079471536,2.787598058918,0.698178928781224,3.99266999332703,6.53334640339527e-05,0.00212147574663617
"3647_1",5.42459322695785,3.3493855605177,0.839828326316227,3.98817884032233,6.65824630183818e-05,0.00214849632861099
"346_1",2.69906320591522,4.70968936204392,1.18119544261024,3.9872227678396,6.68512500525199e-05,0.00214849632861099
"5385_1",2.06267819596295,5.15912421657934,1.29437202109006,3.98581252724742,6.72495953795247e-05,0.00215027150124225
"399_1",5.1653946088932,4.08241994177223,1.0261995748812,3.97819297697998,6.9441003366001e-05,0.00220536712322667
"1786_1",23.4004888408368,-1.80689364805221,0.454291556065261,-3.97738770163855,6.96765103556536e-05,0.00220536712322667
"4721_1",5.15919690666825,3.52993720349082,0.88841732815788,3.97328720592392,7.08874882786191e-05,0.00221816685011374
"3557_1",2.33864613725791,4.9661549879044,1.24961082118274,3.97416131784454,7.06276834823251e-05,0.00221816685011374
"2056_1",25.5733070320702,2.28886486693408,0.576187391404306,3.97243136708627,7.11427376532409e-05,0.00221816685011374
"3819_1",50.2896236953036,-1.51664886943259,0.381921956965207,-3.97109629800823,7.15426515901386e-05,0.00221959305700692
"5387_1",12.9227772708779,2.07373048809586,0.523079353746027,3.96446633430448,7.3560326819187e-05,0.00227094861170367
"6578_1",13.8591525052515,2.18015354121092,0.550674923947318,3.9590572339544,7.52462046729942e-05,0.00231160767002772
"6420_1",17.420134759976,2.78587772642645,0.703908032877461,3.95772969806615,7.56655125226358e-05,0.00231315008282614
"16_1",5.48244821489152,3.79565831163475,0.960166723386493,3.95312420143818,7.71373714839458e-05,0.00234669857810625
"4526_1",85.958531265626,-2.35884003167139,0.597212089502896,-3.94975264756416,7.82319964031405e-05,0.00235711500701193
"4071_1",5.4894347392662,3.26717030607235,0.827014671969944,3.95055906117115,7.79688539701048e-05,0.00235711500701193
"1062_1",5.39478885630024,2.9966304019151,0.759088189091982,3.94767096231553,7.89151619158933e-05,0.00236632210395647
"4003_1",6.69149111477912,2.70647736207227,0.686046414553585,3.94503535716807,7.97882047375984e-05,0.00238110799566919
"6290_1",7.68030132570612,2.4872610138809,0.630946583409915,3.94211028204423,8.07678213320929e-05,0.00239891912932809
"3716_1",8.17388391715125,2.63061230956311,0.668118883448499,3.93734165390624,8.23892635242751e-05,0.00242410100707339
"2500_1",3.31252804468597,3.3691146603479,0.855665537692178,3.93742006886799,8.23623536133659e-05,0.00242410100707339
"6720_1",6.11032624890859,-3.69383710646847,0.939944327022012,-3.92984669440104,8.50000381455707e-05,0.00244355614246923
"3943_1",5.07819868356352,3.09330301724585,0.786346758864089,3.93376456681051,8.36256973850067e-05,0.00244355614246923
"3886_1",10.233092763706,2.37797785561709,0.604834451866235,3.93161773156235,8.43761578158954e-05,0.00244355614246923
"2025_1",3.34369544048672,5.38392141764165,1.36939855397366,3.93159566440231,8.43839046855401e-05,0.00244355614246923
"1551_1",27.2270582833852,-1.59439563381668,0.40560846642029,-3.93087365233786,8.46377444245832e-05,0.00244355614246923
"2658_1",3.60956107630793,2.74419240220503,0.698779814499464,3.92712031066709,8.59689837282593e-05,0.00244894373193182
"1076_1",351.800326160238,-1.90949315940479,0.486117475919168,-3.92804878243526,8.5637842739093e-05,0.00244894373193182
"1872_1",3.09424804048991,4.30954421087729,1.09864611076257,3.92259542782712,8.76001793449111e-05,0.00248411911291655
"245_1",2.40503083264377,5.79593636264143,1.47936352080877,3.91785810662195,8.93392663016334e-05,0.00252202334194746
"6039_1",10.3669238011653,2.44609170130838,0.624578068873062,3.91639063747773,8.98845619195054e-05,0.00252603833878718
"3179_1",34.6720620328243,-2.86383254070542,0.731910751626925,-3.91281660276142,9.12258171693607e-05,0.00255228659018028
"2640_1",5.64680784033085,2.90485336020135,0.742769803030731,3.9108393318477,9.19759423347721e-05,0.00256183658049785
"4760_1",11.1010881277892,2.64053357828937,0.676756093886983,3.90175072251412,9.54994764316236e-05,0.00263654281408364
"4052_1",27.0705591399639,-2.97377182372072,0.762120452760511,-3.90197089311707,9.54126329195643e-05,0.00263654281408364
"6211_1",3.25137525311772,-3.54696929361692,0.910838455122901,-3.89418043745015,9.85312891950855e-05,0.00270831398853334
"5642_1",15.3474639747665,2.83498632429871,0.729414161666053,3.88666202726764,0.000101632098798456,0.00275726564142824
"4380_1",46.4131444295713,-2.25880144116949,0.580991006043749,-3.88784235499748,0.00010113927713915,0.00275726564142824
"4065_1",10.4896481154009,2.29925415750696,0.591549962050869,3.88683003128863,0.000101561814072312,0.00275726564142824
"2940_1",4.7581900935694,3.98658635594748,1.02614962840393,3.88499517575054,0.000102331920370388,0.00276428510759146
"2557_1",25.0610322650509,-1.60075045254333,0.412172800090467,-3.88368774502341,0.000102884020736647,0.00276727106419128
"2959_1",6.56893304545586,3.0587176781572,0.788084709348979,3.88120419273702,0.000103940523423701,0.00278374042861682
"3348_1",24.2257687381739,3.56435692235213,0.9189349083783,3.87879151162336,0.000104976675881555,0.00279952692659448
"1728_1",5.5356564574773,3.03795240399598,0.783497068004659,3.87742664019505,0.000105567143930228,0.00280334445343534
"6191_1",3.46379625099312,4.38869888297784,1.1331606392201,3.87297151972944,0.000107516395843955,0.0028430601382028
