,3_X_13_11,3_X_15_11,3_X_16_11,3_X_28_11,3_X_45_11,3_X_46_11,3_X_47_11,3_X_49_11,3_X_50_11,5_11_1_-1,5_11_1_1,5_11_1_3,5_11_1_5,5_11_1_8,5_12_2_-1,5_12_2_1,5_12_2_3,5_12_2_5,5_12_2_8,5_13_5_-1,5_13_5_1,5_13_5_3,5_13_5_5,5_13_5_8,5_14_1_-1,5_14_1_1,5_14_1_3,5_14_1_5,5_14_1_8,5_14_5_-1,5_14_5_1,5_14_5_3,5_14_5_5,5_14_5_8,ID
999_1,741594.9506,364524.1016,410148.0718,443934.5634,0,0,0,0,0,78240.9056,432333.4431,887932.5669,1189225.791,533441.9183,393924.238,298475.3703,251095.968,644308.9432,275035.9728,87406.60415,180926.9897,661365.373,2732260.909,1746195.979,82024.97208,0,63245.80468,415754.1581,506537.6854,97995.30789,199626.288,675526.7353,1453030.344,1119969.929,999_1
998_1,36100.72289,12127.86035,109639.5668,84486.13158,0,0,0,0,0,0,285623.2334,157935.3607,18150.74396,57370.86844,0,0,77414.3051,113681.8565,287209.3579,0,111561.6255,125693.4327,1060539.62,122768.3803,252887.6216,0,194990.3879,44199.77761,119111.5138,0,0,269524.21,557240.2571,246637.896,998_1
997_1,1730773.35,1095237.212,2119105.199,565542.9285,0,0,0,0,0,0,624393.9907,23810.94094,123141.411,3459780.897,0,0,140055.3318,10824.70285,49486.61113,0,176604.3163,31583.37361,150754.3922,329049.4585,0,0,0,39982.36832,191548.8941,0,139183.4675,147761.8327,1452907.863,27888.05661,997_1
996_1,39370.71591,23146.19725,17935.60304,96745.80393,0,0,0,0,0,0,0,0,0,0,397349.6661,501784.6806,0,0,0,0,91250.13394,0,49568.69963,14876.52273,413691.1636,430332.4768,0,0,32475.15006,0,0,53443.20634,0,0,996_1
995_1,1657903.489,507964.7139,891852.8767,1017213.024,0,0,0,682845.5794,0,97459.81262,288498.6351,723181.4236,1078008.011,1614829.514,0,123930.7131,156387.2875,621270.7435,149194.6597,108876.9512,22536.94583,361127.2615,1016125.075,4831575.088,204346.7761,106283.4573,472688.108,160721.0705,553428.8659,122066.6386,497324.014,541175.233,437036.5159,1220692.056,995_1
994_1,430234.0833,105471.5047,303705.7063,310225.4809,0,0,0,0,0,0,183996.9893,50870.56563,140311.3691,92395.03158,0,0,0,98286.73816,13215.62588,0,0,40485.52515,556315.165,755717.8033,0,0,0,128129.6924,198221.7827,0,0,165733.9882,116137.7579,297905.3238,994_1
993_1,554319.536,193447.4062,193978.7224,118496.7205,0,0,0,464796.6712,0,66338.56592,314198.6049,1389888.894,369382.9795,736290.0552,0,84356.6754,404506.5426,903359.5301,534094.8193,148219.8788,92042.16342,349512.0873,3283264,745280.4884,139093.9682,217033.8302,321747.5016,607772.1818,862601.7016,0,169258.2871,646884.9681,2394866.775,2543558.932,993_1
992_1,37122.60768,8907.96966,74088.30851,59573.23714,0,0,0,0,0,0,41958.31785,46401.70188,0,16855.66755,0,270361.292,136466.7984,10547.34956,24109.32628,0,49165.51872,0,0,20038.65434,0,0,343731.2254,0,0,0,0,21596.37621,28891.45076,0,992_1
991_1,0,0,19341.54408,0,0,0,0,0,0,0,125967.1696,0,0,0,0,0,0,15832.61484,0,0,0,0,120272.1855,0,0,0,0,0,0,0,0,10806.09886,0,0,991_1
990_1,49960.08088,33567.68705,78900.16087,98213.6713,0,0,0,0,0,200296.7183,79055.25817,437136.0329,376784.4092,79396.00645,201689.2098,0,128561.1356,74522.48017,34068.97211,0,46317.30936,104368.8917,553528.5409,86837.85408,0,0,0,183505.2836,98903.62941,0,255521.6486,88162.86176,117943.5362,51198.6253,990_1
99_1,0,0,49776.03257,0,0,0,0,0,0,0,518688.3455,0,0,104184.8048,0,0,0,32596.55995,0,0,0,0,0,37157.64954,0,0,0,0,0,0,0,22247.8506,0,0,99_1
989_1,591083.6893,87740.96567,1089613.41,965097.7459,0,0,0,0,0,0,598164.7855,420961.1702,0,174761.6081,277466.1805,0,265294.5636,41008.57543,265591.4492,0,0,223348.9882,1176856.869,207763.2017,0,300497.8206,445480.8861,201960.2742,68031.43389,0,0,410508.7272,611581.3931,352172.7073,989_1
988_1,2270.912767,3814.509892,2758.746883,15943.77781,0,0,0,0,0,91043.96288,143736.833,99349.09839,0,21653.4563,91676.91356,231544.5297,29218.43992,6774.770925,20647.86188,0,0,36898.09304,11436.5401,24026.28374,95447.24024,0,0,0,2497.566399,0,0,58569.73334,12371.6996,0,988_1
987_1,87711.97469,423244.7498,560620.0309,142756.9186,1529210.747,0,0,0,0,159840.5292,457384.9211,156979.2303,114258.7834,183742.5466,0,101627.2771,307782.5757,95152.53385,86094.31128,0,166329.3581,148068.1397,612393.0485,473035.7608,83785.55211,435779.7233,969049.6436,43932.19502,195124.9522,0,0,205654.8699,333044.0653,224716.0357,987_1
986_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374820.852,0,0,0,804001.4623,0,0,0,0,67353.08196,45052.19376,0,986_1
985_1,0,0,0,12779.05809,0,0,0,0,0,0,0,0,0,28925.68074,367398.6863,0,0,0,0,0,0,0,45832.36548,0,382508.4125,0,0,0,0,0,0,49414.82395,33053.36829,0,985_1
984_1,0,0,0,0,0,0,0,0,0,0,0,61538.56774,0,178833.7233,0,0,0,0,239805.8716,0,65203.9792,32650.46235,389619.604,26575.53576,0,0,227930.5116,51666.53616,30940.72549,0,0,114565.6307,229897.4082,216227.204,984_1
983_1,164258.2892,65086.1839,112563.2885,70968.35052,0,0,0,0,0,0,199936.2634,0,0,13386.53597,0,0,0,71200.74171,28720.93579,0,39046.56894,58656.93528,933274.8655,111400.9377,0,368284.5383,272986.543,0,78745.94525,0,0,125777.9647,114725.9353,86323.26359,983_1
982_1,147927.3107,34076.88184,351708.0369,225519.807,0,0,0,0,0,0,267514.876,73961.17243,89249.98256,335834.9164,0,215468.801,815695.6535,46232.34379,413107.8201,0,0,117724.5375,446985.8935,121372.9836,0,0,273942.1552,93144.4555,255658.1241,0,648494.2657,298334.0713,498886.0196,693003.563,982_1
981_1,107088.3473,40208.25123,95656.54955,106143.9677,0,0,0,0,0,0,99678.369,440937.2158,57009.1193,60064.80488,0,321142.1956,81049.4116,81434.71022,200463.8069,0,116800.1714,116973.8303,317239.6776,95209.74549,264762.3447,0,0,185100.9817,96992.44817,0,0,111161.8692,251665.4719,258219.1537,981_1
980_1,402835.5249,80280.87266,167962.4428,249269.9211,0,0,0,0,0,0,108039.7025,836367.7161,113283.9081,227861.3003,137817.7918,0,131772.1348,234243.6111,108639.6691,0,0,538840.3354,567353.7118,593378.362,0,0,110635.451,476491.0992,217766.1335,0,0,301216.1865,644743.1763,559758.7686,980_1
98_1,14738943.75,3085905.524,6004309.238,8310659.722,2669141.141,0,0,0,0,0,578105.8145,23746438.68,9415266.893,11014765.85,0,0,3760505.841,11231346.7,3748896.018,0,1161269.716,10563883.02,16296245.69,46107788.67,0,456375.6526,338283.036,8204854.394,6153370.219,0,1067741.759,8756677.059,30840888.22,14975966.77,98_1
979_1,365727.194,304797.8574,136705.2825,266648.0743,0,0,0,0,0,0,278228.4572,369231.4064,297037.806,268250.5849,0,0,542952.369,90922.24927,111909.4068,0,130407.9584,195902.7741,566719.4241,473044.5365,0,0,1823444.093,103333.0723,92822.17647,0,359714.9422,477356.7945,561971.4422,144151.4693,979_1
978_1,128124.2036,36062.79954,107270.6813,97247.89906,0,0,0,0,0,0,109589.029,181791.7537,240263.0984,154085.9399,0,0,44553.93085,123966.6496,78712.571,0,32103.2976,160755.1445,627807.0102,303560.7086,0,0,0,228943.0163,285632.295,0,0,103412.0933,314417.7959,212919.7133,978_1
977_1,252878.0274,26235.52543,182965.2483,10443.66555,0,0,0,0,0,0,176535.0991,65076.71948,44873.70787,354592.0206,0,0,287084.6715,0,25359.34782,0,68952.87328,120846.9372,37456.43011,44965.58822,156302.2055,0,241035.346,0,1435575.011,0,0,80768.37754,465971.0472,0,977_1
976_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64179.34394,0,0,0,0,0,0,0,0,0,0,0,0,976_1
975_1,0,6004.088761,3618.586578,16730.47737,0,0,0,0,0,238840.6592,47134.09718,52125.59603,0,18934.90285,0,0,0,5924.210321,81250.01572,0,55230.34422,0,30002.10767,18008.42226,250392.02,260464.3938,193066.1406,0,26208.01584,299143.5715,0,64694.40767,119002.9987,61050.99234,975_1
974_1,494213.3881,260289.9325,319556.8711,291016.0501,0,0,0,0,0,0,227040.2991,502167.7139,57711.69647,597916.2281,128718.9059,162549.9669,205120.65,209266.4716,985680.9419,0,29559.90254,377449.117,3163320.817,992745.9818,0,139403.4784,516655.8692,210804.9252,189362.1426,160105.0101,0,822347.9285,1852850.786,1307007.16,974_1
973_1,15495.64006,35138.36759,32942.68337,27198.2092,0,0,0,0,0,0,183898.5952,338955.7474,46745.44541,123127.4966,0,0,249216.1052,104012.6595,61639.94062,173504.4463,71828.98243,143871.556,682828.7178,55623.87537,325643.5255,0,251089.2267,369954.5022,106513.8611,0,0,21034.33148,344709.5125,119098.4065,973_1
972_1,30523.36402,13672.23208,12360.11595,14286.69978,0,0,0,0,0,407907.6427,160997.3657,267070.4695,0,291044.3495,0,518698.7709,261816.9195,40471.00983,416292.2154,0,94325.98115,307015.2324,819832.8747,38444.94639,427635.8095,0,0,74742.32056,525927.1492,0,520374.1439,580068.9587,1090111.228,0,972_1
971_1,23612.16339,47594.34116,8605.348004,19893.34467,0,0,0,0,0,0,336268.2918,826397.9762,199445.2022,1185764.347,0,481503.9438,1093691.539,286462.9888,826553.8322,0,87562.05812,898845.5184,3067959.985,328330.8694,0,206469.8194,1071303.122,242839.4561,296044.6534,0,0,679502.1489,1269214.867,967900.9999,971_1
970_1,680773.4942,273567.5934,631143.9784,718086.5324,0,0,0,0,0,0,231940.4495,1054512.058,284960.1512,817878.8254,131497.0118,166058.2396,251457.2572,550653.2183,162889.7198,0,120791.5442,574612.9031,1541978.829,649857.8852,273809.9788,142412.1866,105561.3431,598207.4218,533776.2074,163560.5139,333189.2,309509.2165,1301327.755,734368.7712,970_1
97_1,188459.8229,145154.6873,206608.4357,174268.7288,0,0,0,0,0,552849.4447,509143.9533,482624.8079,194130.0382,701264.2194,371128.6222,1171679.965,295706.9268,393102.9305,240313.0753,205871.3925,42614.27575,330751.6697,1180590.551,375160.2281,193195.8733,200967.4511,595858.9517,337668.3518,424649.6779,230811.2836,470185.7747,237103.3621,509181.2661,329737.3394,97_1
969_1,53860.31024,13570.5798,49072.87672,189073.0528,0,0,0,0,0,539833.1628,0,0,0,0,1087172.321,1372912.732,0,0,30607.19303,603073.0755,0,62509.24949,203434.3657,0,0,0,0,98915.48744,0,0,0,36555.94783,73356.3601,275977.72,969_1
968_1,2768160.019,1268813.424,2388083.922,3235123.7,0,0,0,0,0,0,317409.3633,2055991.864,1815361.592,1876233.159,462736.32,876535.2648,368697.8771,1322223.752,534124.5759,256687.7489,478196.9044,931209.7847,7966129.246,1385964.65,0,501146.6818,0,1473559.041,1872048.524,287783.689,293122.1443,832428.6759,3143103.366,2525501.81,968_1
967_1,241857.6252,32887.26096,150404.3362,226406.7144,0,0,0,0,0,230866.6467,136681.3883,100770.6276,156344.5641,329449.2477,0,0,296365.0981,188971.9489,340328.6297,257912.0148,106772.8117,66832.2262,870013.4243,121850.3102,0,0,933101.8561,338419.9189,278663.2908,0,294520.1832,242321.1836,564692.3619,354076.3435,967_1
966_1,17668.80909,0,26830.4956,12405.03688,0,0,0,0,0,0,69896.41729,0,0,112316.3018,0,0,113666.8577,35140.68171,140569.1329,0,0,20506.08306,355927.4432,100144.3969,0,0,572605.9195,64898.21005,369213.4133,0,0,179882.0116,192515.7158,90534.1545,966_1
965_1,56996.15836,68931.28497,81356.98667,84034.1208,0,0,0,0,0,342757.9563,338208.4708,623374.5552,103163.6305,54346.59765,0,0,220000.3698,82183.85238,38867.04135,127637.0238,0,85993.25156,803707.1297,133525.8626,359335.2042,249193.3146,92355.79346,586177.3811,106564.1431,0,145753.8908,123789.7714,362260.7555,233636.5277,965_1
963_1,18622.65226,37537.13076,73525.21418,130747.1753,0,0,0,0,0,0,73669.74573,0,56178.65226,29594.91243,0,0,239606.2297,37037.7365,105826.9271,0,0,151291.6668,375142.0352,63330.38984,0,0,0,0,92165.97857,0,0,151674.2925,101454.2975,381686.4097,963_1
962_1,82935.22635,17564.97313,127034.1833,98733.96701,0,0,0,506440.9723,0,289129.1604,328085.224,157751.9283,16316.69666,114608.4712,0,0,208775.8611,71715.67695,45080.47993,242249.8616,50144.42402,92068.12804,299632.7965,140338.4066,0,157652.9133,58429.17546,132445.3266,124921.8316,0,368846.5808,198237.3189,144059.3792,110858.1484,962_1
961_1,63685.37782,61510.01995,43518.47419,89425.32081,0,0,0,0,0,0,0,139307.0874,48029.66095,126510.1202,0,0,102425.0806,79163.07418,289523.8655,0,0,110868.0535,481088.7419,18048.00121,0,0,0,0,96307.25819,399734.7065,0,248540.2739,607164.9498,489481.3628,961_1
960_1,23840.10002,9610.757262,28961.39499,33475.63704,0,0,0,446441.3837,0,127437.5786,414962.0561,83437.54906,52739.89755,45463.70707,64161.77145,162050.691,204490.6172,14224.34352,86704.71182,71183.26341,73672.77158,14756.4617,232118.1055,76869.64972,200401.5114,69487.64873,360548.2643,23350.82591,36707.32187,159613.2439,0,142390.1487,112561.295,97724.44935,960_1
96_1,2923506.344,992238.2103,1406216.669,1758268.606,0,0,0,0,0,0,433780.9882,2475965.811,901670.1119,978106.0755,142797.5363,360657.7392,864711.74,1537147.447,510563.2498,79212.23501,426309.2195,1691351.343,3455867.777,3958898.39,0,154650.7338,286582.5525,1429154.919,1219594.112,177616.4956,452278.3086,945902.9996,3542536.709,1576832.662,96_1
959_1,0,0,240636.0075,119204.6513,0,0,0,0,0,0,223886.9616,0,0,0,0,1442630.957,0,0,0,0,0,0,285020.0228,0,0,0,0,0,0,0,0,0,0,0,959_1
958_1,132228.115,112639.9407,94658.82804,125991.1829,0,0,0,0,0,0,37363.14353,206599.494,71230.42937,15009.67527,0,0,0,131491.208,21468.93071,0,0,120576.8378,332956.8976,239110.5245,0,0,0,0,98681.55115,0,0,121797.555,197242.8509,96790.09999,958_1
957_1,3186712.064,1031659.078,981886.3468,1671507.335,1184388.716,0,0,0,0,185697.0854,329818.1327,121581.9529,544940.1109,1442733.058,186988.0782,236133.9673,595951.5559,543512.2062,73699.92901,0,171764.958,591319.9144,699793.4065,5054517.371,0,0,450323.0697,170129.5788,147730.0944,0,0,974552.5861,277572.2117,1613869.711,957_1
956_1,381485.6508,245524.1855,148787.2938,202991.5126,0,0,0,0,0,0,381253.1852,597306.1647,205936.4897,944477.9924,0,409438.4977,1498335.852,303487.7057,1159238.953,0,111685.3081,652466.2793,1981868.718,701010.7786,168778.6565,175568.0171,1041101.672,324491.0502,459308.5525,0,0,1553526.464,1385529.773,2222201.974,956_1
955_1,59746.0761,5017.850126,40826.60981,104867.3221,0,0,0,0,0,0,59087.69297,65345.07709,0,23736.95038,0,380735.5927,96089.5086,7426.638917,67903.79321,0,0,104010.2357,376108.8961,22575.50666,0,326520.3123,0,54862.40437,8213.6462,0,381965.351,101376.8038,203431.5553,382670.1376,955_1
954_1,702082.1939,176895.7957,436143.2986,873817.3556,0,0,0,0,0,0,126244.6303,977297.5185,1540334.501,355008.5751,1932484.72,813465.9139,410602.746,555362.0953,217621.1875,0,147929.7325,296299.35,2651816.248,1012914.253,0,697631.5042,0,234434.0627,1298624.503,0,0,1559505.721,521573.415,1144638.87,954_1
953_1,132516.0682,244849.6685,321965.9473,310125.922,0,0,0,0,0,0,524223.1297,193246.1121,0,140395.3773,0,0,0,0,50203.26175,0,0,0,111227.326,16690.73282,0,0,0,0,340064.986,0,0,59960.67052,401074.4079,226335.3863,953_1
952_1,36772.64836,22059.98288,68603.57324,44258.72477,0,0,0,0,0,105304.6561,290939.4019,919285.3484,221862.9008,125225.7535,0,0,473131.0829,135822.9394,262702.4922,117640.7957,48702.02942,103645.6845,515888.3082,63519.19206,0,229677.0869,170245.4148,791108.7099,248434.5054,0,0,181838.6687,391127.5299,323008.0059,952_1
951_1,1455169.168,414465.6556,1162498.591,1354803.373,0,0,0,0,0,317063.5825,375426.1715,5120600.036,4222782.472,3493944.345,0,806361.4081,1729820.957,2925576.842,1276346.681,0,366594.4245,4056891.237,15254172.05,6036360.229,0,0,512594.8187,2498155.989,4087992.688,0,0,3199124.334,6807406.151,7132035.577,951_1
950_1,2542763.172,2156762.865,1488303.374,2094262.109,0,0,0,0,0,0,421434.2807,3115270.916,2554085.027,1488060.601,0,142923.1908,1623183.843,3245073.324,809313.8821,0,285898.2525,2192976.391,8089980.091,3127109.559,0,122571.4795,2180511.706,1729949.19,1849977.588,0,0,1537443.57,4561569.489,3131556.784,950_1
95_1,16509.1425,4436.932199,4011.122406,0,0,0,0,0,0,132374.7683,208988.3762,288900.2952,0,83955.66771,0,0,84965.19903,75518.83056,150106.3797,0,0,99633.01981,299309.9966,62381.04337,0,0,428019.01,72766.45247,50839.25041,0,0,134460.5738,281812.3551,101510.4923,95_1
949_1,94441.41056,149304.1295,70862.13716,148213.5541,0,0,0,0,0,0,263719.6112,145823.7533,58655.85511,70628.34929,0,0,107216.4379,104963.9227,69452.97867,0,77254.71462,174081.5487,489604.9472,207814.9832,0,0,0,102025.5603,119141.9616,0,0,124427.5878,221944.2429,370051.4137,949_1
948_1,14164.6598,4758.547815,14749.27803,8524.131488,0,0,0,0,0,0,208127.3208,53115.69115,18312.98525,32157.60038,0,206320.405,234318.8296,18110.21166,64394.79831,0,0,18787.69621,152859.9005,13762.86125,0,0,65577.7729,14864.95314,8901.940574,0,0,85150.85166,88191.55695,124421.2403,948_1
947_1,233935.7931,120504.0219,172881.9663,147818.9002,996977.3692,0,0,0,0,0,92543.15744,68228.98253,305807.7982,136314.9949,0,0,150495.4091,217123.2648,53175.46777,0,108439.3411,108600.5691,687238.8064,170895.8564,0,0,126355.4505,343702.0381,90049.50113,0,0,105850.9146,346935.8387,119867.6104,947_1
946_1,742864.7104,487075.6853,553915.0125,877651.9728,0,0,0,0,0,0,364805.912,1075836.913,185461.067,1107276.695,0,0,395502.7864,636831.6611,221263.5977,0,379972.2692,761074.4266,2657499.279,824668.57,0,0,332062.8387,376354.542,574722.8819,0,262027.1502,535490.3447,1479266.798,472519.1374,946_1
945_1,24067.1486,8085.240236,142531.4368,8448.613158,0,0,0,0,0,0,333227.1057,0,0,0,0,0,154828.6102,5983.255606,41029.90827,0,55780.81277,69829.68485,242409.056,31828.83934,252887.6216,263060.3845,0,0,19851.91897,0,0,98008.80365,87410.2364,0,945_1
944_1,144884.2346,6084.143278,132006.0384,228872.9304,0,0,0,5087199.567,0,0,0,475385.4358,109267.4787,57562.10467,0,0,0,36019.19875,41166.67463,0,0,0,0,82118.40549,0,0,0,399123.9918,139426.6442,0,0,122919.3746,263104.8116,371190.0335,944_1
943_1,268572.9799,85348.70329,171951.7534,208946.5631,0,0,0,0,0,145506.1331,430724.4152,508093.9862,208024.258,415277.7091,0,185026.8161,747148.8845,252639.6706,230995.3687,0,100942.0319,210608.5685,1188059.414,619865.0514,0,0,940955.6192,639878.1432,183613.6741,0,185624.4441,497589.4522,744760.6139,781061.1926,943_1
942_1,122720.2192,142421.4237,169412.2669,271535.3042,0,0,0,0,0,0,235380.1321,553152.1156,179494.8315,673724.8391,0,189585.9984,143542.3357,384599.2474,126796.7391,0,241335.0565,543811.2172,1104964.688,370966.1028,156302.2055,0,0,273185.4838,462165.1745,186734.3855,190198.3524,353361.6517,796878.0227,571647.8955,942_1
941_1,630063.7931,531723.4461,2340611.269,1846369.859,778312.5848,0,0,0,0,0,144491.7534,346219.0849,247917.8087,1325379.553,0,0,78325.06163,48429.17479,48431.38192,0,28218.52881,289669.9633,183945.6954,220822.603,0,0,0,0,756552.7395,0,155674.954,107425.3358,1619531.718,0,941_1
940_1,150466.7698,79119.50319,215903.9159,226591.7032,0,0,0,0,0,0,379569.9482,95401.4521,52627.32265,207930.5407,88034.12229,222344.0848,140287.2115,67224.2722,128878.2108,0,101083.8329,222715.0743,263570.5931,196108.5742,0,95341.57222,141341.6177,144174.8315,429300.2377,0,223062.2459,204248.9307,304922.7949,134084.2987,940_1
94_1,0,0,0,0,0,0,0,0,0,0,66031.17762,0,0,0,0,0,0,8299.354551,18970.8178,0,0,0,0,0,0,0,0,0,9178.844256,0,0,22657.94923,30311.61424,0,94_1
939_1,161333.973,53136.62251,105681.6901,297612.5442,0,0,0,0,0,0,100113.6457,83036.75734,38172.04494,150817.7415,0,0,0,163580.6406,122241.6539,0,29327.55396,220283.6871,446075.0052,327517.3669,0,0,0,116193.3018,247019.1327,0,161793.1836,150294.4318,436593.1371,421438.4659,939_1
938_1,779985.8812,496613.8278,496331.1533,744760.151,0,0,0,0,0,119126.4322,458426.4612,1637915.365,1716548.168,675256.8473,0,0,630809.0997,1716747.701,337708.5696,0,550944.2049,593145.602,7167821.017,5993273.838,0,129911.6911,625920.7446,742150.1625,1854555.739,0,759857.2404,2539056.482,1607982.647,6622955.888,938_1
937_1,2264587.482,655055.9713,1536697.21,1490295.061,0,0,0,0,0,742155.6429,634664.2319,8692453.738,4932858.917,2941845.213,249105.0718,0,793925.2414,9461942.84,2903407.717,0,686474.6021,1389313.328,55780409.24,7820134.356,259349.8266,1079130.163,799892.4258,4034302.7,10987186.03,619690.9419,1577965.888,1289920.524,11048609.21,8347033.12,937_1
936_1,753989.3839,59599.77088,314300.0914,685061.8326,0,0,0,0,0,0,0,129356.5812,1471766.039,93978.94641,0,0,380436.0136,73508.56888,67210.89736,0,0,137265.2091,595633.6804,703872.047,621381.013,0,0,434420.6713,162596.6697,0,756135.4907,180616.2239,751728.0331,303012.2722,936_1
935_1,0,2925.068883,126928.8831,12226.11808,0,0,0,0,0,0,275553.1835,0,26266.22083,55348.17757,0,0,0,25975.38371,19791.6705,0,0,0,87698.46857,32900.0022,0,0,0,63962.17817,28728.01736,437209.8352,445320.1808,59095.85316,79057.93617,89228.37343,935_1
934_1,9032.682952,0,0,0,0,0,0,0,0,362132.4708,0,0,0,114837.1166,0,0,116217.9842,0,0,0,83740.77129,0,90978.95991,6826.13512,0,0,0,0,9934.210491,0,0,36783.85274,32806.08623,0,934_1
933_1,319273.7691,188626.9344,307612.8554,216428.303,0,0,0,0,0,0,261314.8731,577976.2137,0,314929.4481,0,0,283303.4144,175169.3556,25025.33412,0,102067.0191,102218.7727,110889.249,324480.0217,462730.5416,0,0,0,48433.05054,0,0,194279.8625,279898.7357,0,933_1
932_1,636352.1792,295863.4537,820348.8671,829454.6528,1373153.411,0,0,0,0,645878.9657,382383.6617,516850.9804,688490.4141,281623.3438,650369.2089,684420.9135,207279.8147,517992.9249,176995.3394,601284.8677,99570.19804,492358.8068,2433973.805,1097752.838,225705.4829,234784.8057,0,749528.6231,516777.777,943776.9015,549305.249,605029.39,1033695.702,770446.3259,932_1
931_1,826565.9021,275423.1836,591863.8084,1000228.02,0,0,0,0,0,0,372175.7284,881976.6898,344628.4113,341741.6233,0,685182.792,1469866.416,360860.2472,290228.875,0,373803.8882,530342.8533,1218341.619,716060.3076,0,0,3484503.554,345561.8977,450836.2204,0,0,401369.3864,1391184.996,344332.1275,931_1
930_1,129104.7635,59034.26151,152482.2225,105749.8689,0,0,0,0,0,143777.3473,283737.9316,94135.72986,97367.06019,159578.112,144776.9081,0,230709.9588,121252.7483,89669.98435,0,132990.2942,199782.037,1011397.784,379424.9759,0,0,232443.9871,52689.63588,260315.6583,180078.5064,366838.0103,141174.7272,286549.7948,147005.9538,930_1
93_1,29176.9172,7001.315624,15190.56828,0,0,0,0,0,0,0,197865.5771,0,0,0,0,0,53628.78213,8289.804085,9474.493586,0,0,0,41982.23582,31499.19658,0,0,135079.6473,0,0,0,0,90527.50256,22707.54991,0,93_1
929_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79309.9194,0,0,0,0,115688.1136,17320.08003,0,0,21377.28253,0,0,929_1
928_1,220346.8366,33269.40958,84214.37855,90388.03359,0,0,0,0,0,0,117529.1774,151638.0975,37343.6359,125904.8086,199897.0296,0,95564.07041,108328.4173,16883.12015,0,22952.87033,149415.4788,187026.1257,228262.599,0,108244.9429,0,72749.87319,76241.50061,0,253251.1213,124347.6927,215807.0908,50743.68195,928_1
927_1,100079.4394,24569.33523,273551.3016,135123.9405,0,0,0,0,0,0,243634.6958,2054446.446,150954.0088,159045.1351,0,392469.2082,99050.82183,145454.7877,139992.9424,0,0,151888.8405,581549.8872,90176.07404,0,0,249488.2327,1187616.554,241303.1341,0,196868.4328,120176.2217,768903.5407,118339.0117,927_1
926_1,46091962.94,25685373.99,25568081.33,32877110.29,7661514.507,0,0,3740587.917,0,0,474113.5658,990386.3246,3635553.977,14718545.51,0,1188049.023,2912713.229,1949936.403,847549.1836,0,1975297.017,1870049.229,4912403.923,11744139.61,0,873321.7911,0,146736.7617,3965311.337,0,340538.9618,4794759.427,4516068.342,8426832.561,926_1
925_1,91767.21264,74351.67642,140990.0559,128857.0895,0,0,0,0,0,0,213543.4507,94463.07716,16284.27402,68628.44074,0,275196.3673,69453.66866,48311.89102,12270.24579,0,50044.78284,0,380593.0558,89746.89124,0,236009.4656,0,0,89052.57243,0,0,87930.40208,264673.2456,110637.8639,925_1
924_1,4835.922382,3249.208693,2937.384031,6790.474127,0,0,0,0,0,193878.666,306088.4495,0,0,15370.38843,0,0,0,221212.7026,21984.87297,216590.9977,0,134699.5042,73062.54257,149837.767,0,0,0,106575.1647,101053.0704,0,0,210062.4826,87818.69545,49558.0819,924_1
923_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51755.52614,0,0,923_1
922_1,12144.5293,16319.57962,20285.92375,25579.53959,0,0,0,0,0,121722.6495,576513.6179,53130.53208,18318.10204,38599.90255,0,154783.5394,156256.2001,48307.39145,200139.7426,0,84442.70567,63426.19154,382256.5269,36711.21788,510438.7198,132742.9601,196788.2875,66910.97935,36730.76486,304910.7987,310566.966,131883.3189,209513.4711,31114.00113,922_1
921_1,16640.60887,3726.887153,40430.63962,23366.30224,0,0,0,0,0,0,263315.7527,0,0,17630.04737,0,282782.1783,0,16547.87079,0,0,51424.2715,25750.36464,111738.3244,83837.06533,0,0,179761.4295,0,30502.43803,278528.7771,283695.5516,60236.14068,30218.77621,113687.606,921_1
920_1,659616.7228,505392.0934,790770.9966,723098.7153,0,0,0,0,0,0,228894.0183,3746381.496,349097.3759,1140207.824,0,294978.8538,297785.3781,627171.352,434025.6431,0,160926.7538,1114731.64,1369553.081,1184988.705,0,252975.0023,0,2167766.09,534543.045,0,295931.6218,337733.7448,2322131.125,237182.13,920_1
92_1,0,0,0,0,0,0,0,0,0,1357150.662,0,296190.3027,0,1613890.785,0,3451528.27,1742183.614,67325.60514,1769782.274,0,313832.2363,550022.9756,852396.33,153492.3467,0,0,2194097.448,248675.3843,372300.7857,0,1731338.273,919023.3613,2028611.865,1040719.72,92_1
919_1,202091.7435,83559.04931,47212.46008,65485.81701,0,0,0,0,0,0,0,408056.1681,0,98819.06382,0,0,0,61835.53433,282689.6112,0,0,72167.33095,704598.8548,246707.656,0,0,0,342595.7011,102582.4482,0,0,232122.4241,451682.08,159309.0272,919_1
918_1,20521.84625,3447.106673,37395.47829,43224.34947,0,0,0,0,0,0,0,269340.1903,92861.87988,0,0,0,0,61222.43414,0,0,0,0,258375.0915,77543.34796,0,0,0,0,33855.11394,0,0,125356.8693,55900.45572,105152.984,918_1
