,3_X_13_11,3_X_15_11,3_X_16_11,3_X_28_11,3_X_45_11,3_X_46_11,3_X_47_11,3_X_49_11,3_X_50_11,5_11_1_-1,5_11_1_1,5_11_1_3,5_11_1_5,5_11_1_8,5_12_2_-1,5_12_2_1,5_12_2_3,5_12_2_5,5_12_2_8,5_13_5_-1,5_13_5_1,5_13_5_3,5_13_5_5,5_13_5_8,5_14_1_-1,5_14_1_1,5_14_1_3,5_14_1_5,5_14_1_8,5_14_5_-1,5_14_5_1,5_14_5_3,5_14_5_5,5_14_5_8,ID
6112_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553452.533,0,0,0,0,0,0,0,0,0,6112_1
6111_1,692848.3371,274007.4212,484767.9375,665006.0933,0,0,0,0,0,0,485720.8659,2916004.287,2725072.712,1700381.785,354054.9083,447110.805,1015570.714,3636805.297,797417.4263,0,81307.62539,1648927.406,13957009.54,3572382.612,368615.8552,0,0,2512644.985,3318074.412,0,897109.9042,1535748.118,3041950.303,2696295.643,6111_1
6110_1,24473.68827,8221.81524,29731.08972,0,0,0,0,0,0,0,484079.917,0,0,38893.31397,494002.2876,0,0,109517.834,83445.96209,0,0,0,246503.8035,9247.568186,0,535007.9441,0,1258499.073,0,0,0,166107.2629,177773.5213,376206.115,6110_1
611_1,535698.1535,77599.65646,450766.8882,897134.9603,0,0,0,0,0,0,155536.1253,4730203.341,9651713.515,5295401.217,0,0,2529357.485,2389876.281,2714654.528,0,227815.8025,7643176.415,26458520.87,3881218.17,0,214874.2896,1274184.136,4079693.449,5729491.874,0,0,1827946.194,10495632.92,1712409.924,611_1
6109_1,1092954.637,682759.2207,466355.4972,481971.2583,0,0,0,0,0,0,285860.6592,4821032.682,1607676.12,689022.6993,0,0,232435.9684,2604879.71,492768.1751,0,251222.3139,1949867.699,9507301.311,8205014.414,0,0,292728.7119,928966.897,2225263.15,0,923956.0859,2072157.038,3329817.752,3702643.725,6109_1
6108_1,154132.1644,69579.29812,96546.96956,148794.4583,0,0,0,0,0,386210.4277,228650.514,632161.4838,203423.4975,260254.1967,194447.709,0,61972.6219,316125.9465,131383.0041,215726.9379,178617.2834,335405.348,1115823.068,331240.0221,404889.2239,631764.6999,0,495366.6565,328436.624,725582.2797,492694.6681,274607.1134,481075.952,197441.5072,6108_1
6107_1,0,29087.53758,8765.341193,0,0,0,0,0,0,0,114173.4306,0,609460.0403,0,0,0,0,57401.11355,32802.13118,0,0,33495.99226,145348.8563,10905.49874,0,0,0,106009.0284,79354.94835,0,0,78354.97981,183439.6097,443653.4264,6107_1
6106_1,1045436.134,514410.3973,597237.62,829487.0154,0,0,0,0,0,0,245987.3913,272037.4454,46895.91359,172933.3617,0,0,100007.3212,197100.7657,53004.3021,0,180150.479,369857.5711,567593.5219,599147.1645,0,0,0,314046.0594,145325.135,0,198769.5228,216295.8952,712810.7824,398272.5681,6106_1
6105_1,0,13697.88355,33022.14844,47711.68031,0,0,0,0,0,0,161299.4245,178381.0266,0,151195.0217,0,0,524616.2665,20273.47022,154471.5746,0,0,47321.73015,273790.3409,107847.8121,0,891345.3177,880932.1838,0,29895.82294,0,0,119921.341,333200.2773,0,6105_1
6104_1,53344.71081,10752.53598,72904.66037,97376.79908,0,0,0,0,0,0,379849.4548,70012.58259,313802.0374,118684.7519,0,0,137270.7266,13261.85521,42439.87075,0,24727.5768,68101.94007,255216.7509,64501.44761,0,116614.3972,86439.03792,39187.43169,46935.12114,0,0,115859.2043,150151.8623,0,6104_1
6103_1,136007.9277,52905.59372,95656.54955,120618.1452,0,0,0,0,0,0,0,0,129566.1802,22751.82003,0,0,0,71184.18725,16271.4129,0,0,282465.2153,252349.7435,183927.9174,0,0,0,52585.50617,70854.87285,0,0,38867.78643,64996.24792,0,6103_1
6102_1,707135.635,100302.579,415203.3745,430274.4896,0,0,0,0,0,0,0,206240.97,165915.9112,24972.71352,0,0,101091.9993,195331.8804,107158.3721,0,0,109425.0853,435258.3429,368137.4649,0,0,0,57718.58161,181466.3483,0,401850.7489,191978.1989,385240.2339,80518.44543,6102_1
6101_1,0,0,0,20508.3271,0,0,0,0,0,0,115554.5608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6101_1
6100_1,46043.71861,0,27967.38101,21551.12339,0,0,0,0,0,615318.3085,121430.2165,0,0,0,619596.0895,0,0,0,0,0,142288.3444,0,0,11598.64484,0,671026.9129,0,0,0,0,0,0,0,0,6100_1
610_1,12114.06643,0,36790.98059,0,0,0,0,0,0,0,287533.7567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16444.06349,43997.46013,0,610_1
61_1,151291.8911,11959.00399,75679.13748,49985.89799,0,0,0,0,0,0,633704.6187,1323759.608,26847.04635,28286.04652,0,0,2862617.424,79649.33384,182063.9173,0,907568.8997,309858.5033,493007.6071,127784.5786,374049.9955,389096.6866,5479852.718,392259.4514,29363.28064,0,0,567784.826,436353.1887,0,61_1
6099_1,40502.78122,7775.262975,28116.3021,48748.228,0,0,0,0,0,0,457788.0366,50626.77698,17454.86879,110342.6927,233585.7462,294978.8538,74446.34452,40277.0593,144675.2144,0,0,40291.50506,320533.6998,13117.95615,0,0,750058.8721,0,63636.07679,0,0,172794.009,126088.5678,118591.065,6099_1
6098_1,260362.7894,131201.3984,334899.0403,537639.0191,0,0,0,0,0,0,424107.2254,670028.8031,924037.8745,1509027.691,309143.0806,390394.8466,1083800.271,281756.9458,1688442.892,0,283975.0468,1386436.652,4087898.171,376159.0103,0,0,1985356.676,787559.6737,328459.023,0,0,1382518.124,2461392.793,1804940.966,6098_1
6097_1,1551126.793,700455.285,1104317.389,2217508.61,0,0,0,0,0,0,311253.2469,98347.12921,169538.3687,1482592.611,0,286511.6562,686939.3497,97802.32399,536540.0573,0,416819.8515,339169.6594,240575.4731,1250782.023,0,0,364264.4329,0,414123.2479,0,0,438657.194,2127903.538,806308.8392,6097_1
6096_1,1499742.704,659560.8271,1683891.33,523283.9899,0,0,0,0,0,0,35956.75168,159058.2805,795171.1119,2484487.328,0,0,467788.3229,49712.82136,237599.3768,0,547729.7876,242625.299,411973.7344,1552384.746,0,198698.057,147282.5765,0,179937.5943,0,0,117212.9544,3185647.969,279440.4267,6096_1
6095_1,97310.30679,105337.406,170754.0795,15182.28394,0,0,0,0,0,0,256634.6068,473020.3341,0,137461.7425,0,0,0,53759.99813,24577.11918,0,300716.8593,75290.99155,980128.5562,310497.4536,0,0,0,79427.66006,463764.531,0,0,44030.82074,471232.4983,0,6095_1
6094_1,639763.6291,375957.1993,1440514.133,2746583.726,0,0,0,0,0,232468.1763,107045.2068,338232.256,87460.62859,485315.5036,0,197072.3185,373026.2407,78804.01007,48328.0065,0,179189.1638,80755.01228,632701.865,373929.4167,0,84504.9901,0,156185.1266,138172.4634,0,0,362067.7415,179006.7421,277303.12,6094_1
6093_1,31292.49126,1314.069822,11879.59309,32955.06558,0,0,0,0,0,0,61895.31553,0,0,0,0,199413.3504,100655.3168,3889.762284,26673.87125,0,0,27238.10169,78796.03223,14780.13058,0,171017.6582,126764.8094,0,0,0,200057.4462,53096.92206,7103.261652,0,6093_1
6092_1,7302.63279,8586.492529,19960.59048,15381.24533,0,0,0,0,0,292772.421,115554.5608,0,11014.8668,23210.52608,0,186145.9299,140937.7369,32678.70854,66397.86231,0,0,33901.18571,91941.94285,24834.19521,0,159639.4672,0,26822.84891,4015.744362,0,0,44607.83755,99459.98421,37418.35015,6092_1
6091_1,759721.357,518183.3893,494090.3979,592655.8933,0,0,0,0,0,0,364290.6494,3222952.107,1527892.71,756112.3919,0,195610.9772,394944.1667,2770120.582,575635.7046,0,853730.0666,1701092.547,7652062.986,7086771.999,0,335513.4565,373043.0513,1071095.458,1898970.639,0,588728.3746,1359404.948,2069441.977,3499567.053,6091_1
6090_1,864828.6472,157230.669,815767.6529,1371523.179,0,0,0,0,0,0,563490.7798,445117.4492,214851.7839,1034824.354,0,0,130908.4597,627300.6524,208146.1077,0,0,448714.5704,3433050.163,1860735.405,0,0,329730.9368,672680.8851,951144.8443,0,0,731991.7812,886870.1514,834134.9066,6090_1
609_1,47142.37567,31674.49863,124083.7671,99294.11299,0,0,0,0,0,0,124327.6837,343734.95,47404.54605,499454.2705,0,0,1314195.991,125012.4035,160737.5582,0,0,674788.0262,791378.8053,332511.2587,0,343519.2005,763888.591,346311.4896,328367.6778,0,0,639927.3297,499385.4883,885702.8998,609_1
6089_1,2660146.78,541331.2523,1495562.18,2374797.425,0,0,0,0,0,0,109904.2419,2673948.121,754291.3196,1170006.346,0,0,446820.8214,735579.0349,307861.9963,0,96586.9107,959244.2883,2780789.791,1459182.916,0,151833.5105,112544.7876,1581699.424,538533.265,0,355231.4386,707110.4961,2844205.897,1210015.449,6089_1
6088_1,624385.2555,169160.6101,456740.0772,509077.8805,0,0,0,0,0,269166.1183,451508.8309,1174879.05,192407.9791,234729.6205,0,171136.9439,129573.8971,130189.875,167871.5184,0,62242.90878,194798.2868,946720.8173,304424.1167,282184.1486,0,0,1060385.026,195673.564,0,343379.4165,141260.449,890020.9103,275210.4048,6088_1
6087_1,126597.8748,21264.9668,239234.2443,770316.6591,0,0,0,0,0,0,166937.0743,553847.1097,5749803.246,4537905.728,0,0,0,48958.13422,1518770.52,0,0,2056979.128,70839.92801,940773.9658,0,0,455861.0233,0,1307245.652,0,0,162301.3101,970677.9456,144151.4693,6087_1
6086_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198562.927,0,0,0,337431.7593,0,0,137827.7714,1196149.604,22436.72281,0,2596104.122,962165.6844,1090502.71,0,1490813.864,0,161205.7371,323489.5224,608508.2516,6086_1
6085_1,9531.857536,5603.816177,11579.47705,20076.57285,0,0,0,0,0,0,207390.0276,20850.23841,0,0,0,121484.7121,0,2369.684128,21666.67086,0,0,5531.24609,12000.84307,16207.58003,0,0,0,0,5241.603167,0,0,12938.88153,17309.52708,0,6085_1
6084_1,194245.4249,19192.881,749561.1012,385064.8672,0,0,0,0,0,0,90402.30627,99975.90658,275753.8893,1343721.055,0,0,147013.9169,22725.04653,233753.9884,0,0,185654.4429,0,77714.57933,0,0,0,83937.74801,590631.1203,0,0,77551.65588,995980.3593,117094.6478,6084_1
6083_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262344.1351,0,0,0,0,0,1834128.336,0,0,0,0,0,0,0,6083_1
6082_1,23798.33025,19187.83688,23128.52184,40100.38203,0,0,0,0,0,381642.893,527208.1935,0,0,0,192148.0646,1213250.739,0,9466.28088,43276.39909,213175.6338,44126.21457,11047.9554,0,10790.85486,1000251.959,1248586.214,308499.9041,0,0,1195001.915,0,51687.51625,25930.17197,48776.61412,6082_1
6081_1,0,1106.207869,10000.45745,9247.391129,0,0,0,0,0,132013.7462,364732.2139,0,0,10465.83721,265863.0493,839348.9202,338933.9031,0,22454.5498,147478.7794,61054.63507,0,165829.8315,67187.78631,138398.4984,287931.5481,213425.8427,0,18107.3564,0,168411.9957,129624.0677,23918.61923,0,6081_1
6080_1,1310587.372,497427.2469,814606.7991,897180.6625,1115222.126,0,0,612546.6065,0,87426.32197,224291.333,209883.1946,848615.5777,1178273.064,0,222344.0848,28057.44231,416356.7827,188360.4619,97668.06581,40433.53316,308764.0803,1504548.802,3683215.659,0,0,212012.4265,128155.4058,438893.5391,109499.8744,0,763713.3929,439564.029,1676053.733,6080_1
608_1,5080.092376,32426.00905,27771.25632,71333.31165,0,0,0,0,0,203667.7711,321543.1258,177797.2644,30650.06414,145318.0763,0,0,326812.1435,45466.02928,150116.9061,0,0,23583.43354,511676.8994,115173.0792,213518.0199,0,164634.2405,149274.9852,27935.61295,0,0,248252.3133,230631.8475,312361.8795,608_1
6079_1,54944.42967,31237.14168,61613.08676,35608.39058,0,0,0,0,0,338891.7638,300954.2355,295844.6897,178499.9651,94033.7766,170623.894,0,54379.71023,105073.5086,240178.9652,0,117549.7641,156966.0501,638551.2764,118178.9577,0,0,273942.1552,155240.7592,83669.93153,212227.878,0,252436.5219,207229.5774,173250.8908,6079_1
6078_1,30609.34533,20566.11812,34086.06625,14326.944,0,0,0,0,0,0,121088.1595,89274.26024,30779.57145,97288.06424,411900.499,780239.8413,196915.824,284095.0887,69577.47825,0,47295.84407,153940.032,359687.2401,92527.78083,0,223045.5654,330659.7563,262335.0181,185154.095,0,0,159275.8093,379834.4111,104560.5728,6078_1
6077_1,1071380.787,344554.6404,275591.5538,695987.8587,0,0,0,0,0,0,120663.2888,166801.9073,494579.1139,424141.8239,461762.1383,0,343393.5597,250238.6439,225333.3769,170764.9024,0,300899.7873,960067.4454,2783381.744,160250.8928,500091.6362,494249.32,0,213857.4092,0,195003.3634,864317.2865,228485.7574,937743.2424,6077_1
6076_1,534587.9136,219908.7932,1265720.549,367667.3581,0,0,0,0,0,0,258953.5942,4868405.065,493678.3674,173379.8334,0,1112390.135,701858.6095,1019820.687,942369.6602,0,101144.7268,683741.9865,8900866.256,255589.4147,458549.2415,0,707133.8162,3366105.955,3431671.278,0,557991.5519,162905.1952,2139707.805,223608.4539,6076_1
6075_1,286719.8028,118268.9174,1294047.17,422989.3838,0,0,0,0,0,0,459439.3762,31755.87413,383202.5804,795948.9424,0,0,607058.4686,64964.48672,321743.5492,0,67294.68795,328549.3669,201056.2085,315418.0572,0,0,0,133307.9465,2191389.284,0,0,108385.8213,1627928.068,0,6075_1
6074_1,634015.289,771118.3214,688200.038,560538.7816,0,0,0,0,0,470713.5196,836038.1841,11351721.37,832345.4614,11736325.39,0,299281.6247,15710712.52,1482800.078,13410861.59,0,380973.0065,13190363.45,15491785.23,2577568.535,0,0,23210492.78,6555034.765,3699535.409,0,0,9299637.609,17121001.92,12332894.14,6074_1
6073_1,145259.0967,133803.9272,145155.4109,144752.1768,0,0,0,0,0,0,0,245995.0509,14135.50823,74465.85339,0,0,241156.0759,111831.9237,330185.4886,0,43441.20218,97888.02911,896725.35,279747.91,0,0,0,206532.4666,61841.42417,0,0,216261.7716,680736.8993,240097.0462,6073_1
6072_1,273486.4831,89739.77793,61811.43149,178615.1052,0,0,0,0,0,382480.564,427724.3446,55649.45107,47966.40854,141504.7349,128379.8746,324243.6566,122748.2309,53759.99813,101199.9025,284858.0462,176892.2702,81196.16736,416394.4846,711356.3952,0,278072.6101,206118.0219,46722.15298,34974.70068,0,0,146769.4025,103948.3452,293302.0457,6072_1
6071_1,971784.5,426436.7432,756902.4023,940171.2162,0,0,0,0,0,0,331088.2924,569567.4883,364692.4833,354683.0583,0,0,119649.3239,328287.9475,211382.1547,0,172426.4405,453292.3625,1451809.308,730878.4057,195427.9181,0,753428.8414,375726.4792,460238.3269,0,0,523866.9109,1030127.953,619444.215,6071_1
6070_1,22427.90009,15069.08552,47680.19962,78731.65822,0,0,0,0,0,0,0,98118.769,0,35642.17008,0,0,0,0,25490.20101,0,0,78088.18009,169423.6668,42372.75825,0,0,363418.6176,0,12333.18392,0,0,91333.28142,20364.1495,0,6070_1
607_1,56507.11176,13288.30045,48052.12005,23803.73692,0,0,0,0,0,0,134122.6104,49442.06301,0,17960.09506,0,0,218112.6911,56192.19774,25689.03253,0,0,65581.07688,113830.1495,46973.60688,0,0,183126.6981,0,18644.07991,567486.0888,0,69034.28213,71830.48678,115815.9231,607_1
6069_1,461191.4391,229231.3104,324363.311,333264.133,0,0,0,0,0,0,298738.2243,684347.3635,520708.759,257165.0246,217758.2683,137495.7278,69401.95334,410345.3022,153263.8668,0,200030.0777,287970.757,2458430.339,560500.4098,0,117916.8663,87404.47766,495313.9635,329249.1759,0,0,479596.0706,626906.4758,497499.6725,6069_1
6068_1,166578.1306,74180.99825,42354.87862,103353.195,0,0,0,0,0,0,367797.1904,237269.0232,0,73876.49798,0,0,149529.6631,735793.2579,211336.9393,0,0,62943.80577,331659.6629,199074.9224,0,338742.9978,251089.2267,369954.5022,451618.7713,0,0,141981.7375,274360.6324,158797.8753,6068_1
6067_1,93999.28712,67367.67643,60902.43985,123191.8887,0,0,0,0,0,0,49580.50361,164493.2304,56713.22421,318682.9324,0,0,161257.4798,81012.03871,142445.2409,0,116193.9422,116366.6997,441830.3468,28414.67318,0,0,0,414315.5624,34460.36684,0,0,127597.9667,398298.8064,192659.1869,6067_1
6066_1,251784.9161,90627.75488,347384.3115,414158.2323,0,0,0,0,0,144205.681,398416.5196,660913.2176,162761.8848,457295.767,290416.4392,0,46279.45548,343380.6435,171698.1464,0,33346.62293,58443.35491,1086868.806,630634.5605,151180.0876,0,116568.2358,369926.242,352077.4957,0,183965.4372,253895.0339,555211.2459,405470.7416,6066_1
6065_1,290826.0183,166092.6705,114019.8142,215322.465,0,0,0,0,0,0,606619.2712,1503652.23,119635.9255,3218435.926,0,134785.958,1326666.464,757191.9153,4044550.661,0,269620.8337,1558761.672,10838250.45,851154.2759,111122.8819,115592.9573,2741821.045,815727.8665,971188.7211,0,405663.9311,3143864.88,3980180.452,4768572.693,6065_1
6064_1,183031.9452,307443.4103,225276.2623,162321.2273,0,0,0,0,0,0,419192.609,1390755.264,348725.9957,597053.7453,0,491108.4108,309863.1095,306546.3723,240868.8409,431453.8758,267925.9252,201243.2088,1916304.834,505960.0338,202444.612,0,312192.0572,1167649.976,270165.61,0,0,320374.9656,1119594.943,197441.5072,6064_1
6063_1,0,0,0,0,0,0,0,0,0,0,0,0,0,126510.1202,0,0,0,19790.76854,90476.20798,0,0,0,200453.6424,15040.00101,0,0,0,0,0,0,0,27015.24716,72281.54164,0,6063_1
6062_1,42801.84182,16176.45185,16248.89689,45075.90949,0,0,0,0,0,0,211650.8943,0,48419.8576,153045.4777,0,0,206514.3796,10640.82681,60807.49576,0,0,12418.75045,242498.5719,88951.49782,0,0,173388.7939,78606.39917,70610.666,0,0,79888.51523,116590.0199,219314.6431,6062_1
6061_1,0,0,38825.3054,0,0,0,0,0,0,0,0,0,0,135440.2463,0,0,0,42375.52794,48431.38192,0,0,0,321904.967,0,0,0,0,0,0,0,0,28922.20578,0,218347.0785,6061_1
6060_1,160744.3431,72001.69559,91128.42886,135427.7695,0,0,0,0,0,0,0,187528.7715,743536.0973,34060.41697,432617.388,0,275759.8324,372979.8687,219230.8116,0,99349.25825,273616.6705,1187302.344,850338.5184,0,0,694581.1449,78722.68083,365361.4515,538104.4126,0,436400.1464,525431.2065,549097.6826,6060_1
606_1,104908.554,66777.18232,114029.6063,139556.6649,0,0,0,0,0,0,174741.0432,48311.52803,249849.4177,52648.26647,0,0,213125.3582,60398.04668,301219.5705,0,0,38448.90574,333681.978,121007.813,0,0,0,40561.38128,91088.83552,0,0,104931.1734,340913.2467,113167.6931,606_1
6059_1,144231.1125,75880.37446,206621.0217,278950.2283,0,0,0,0,0,0,279900.7544,476218.8187,270911.1041,345978.0897,109860.7642,0,35013.83296,381570.7756,395892.889,121883.2887,75687.56414,176866.8922,1137510.414,289974.8353,114378.9243,0,352769.988,379832.4991,377111.8853,0,139183.4675,288135.5738,686919.0235,697201.4152,6059_1
6058_1,432204.818,246706.549,236969.6571,429657.0324,0,0,0,0,0,0,121045.5379,2309158.4,173074.1478,425485.4622,0,0,49211.62795,327101.4881,130411.8521,0,106378.192,221950.7407,1964742.037,222566.6041,0,0,619768.8146,1629650.934,294459.6499,0,195621.1143,93455.06831,896001.0743,156785.653,6058_1
6057_1,68740.69522,23093.09857,52995.12489,77961.58215,0,0,0,0,0,0,376522.3063,92532.44492,103684.4688,151258.0853,0,269571.916,0,78874.15785,114184.9369,0,73532.95465,49094.8558,599166.1794,109890.8103,0,0,342727.6306,19422.09206,194819.2944,0,135221.3104,147144.3608,139234.2981,135470.8151,6057_1
6056_1,56273.00669,43480.67179,68361.49061,60579.75028,0,0,0,0,0,150404.0609,563949.343,853445.2844,288588.3693,280209.1061,151449.6915,0,241343.4059,785296.8759,225979.6743,0,34779.95783,474581.4874,1662592.2,321782.8076,0,164021.0787,121578.6779,1143700.719,431163.2559,282567.5165,95936.40353,165505.1134,2486619.788,173004.1585,6056_1
6055_1,85967.70246,1925.361797,45255.23467,40237.85697,0,0,0,0,0,0,136032.5843,200584.5721,17289.15801,0,0,0,0,96887.08524,91192.00077,0,53132.98938,39908.99077,230902.297,125603.0464,0,0,0,42101.6869,69335.1305,0,293122.1443,108915.9015,145706.7786,117465.2005,6055_1
6054_1,1390744.693,1614953.574,830698.0413,635306.9278,0,0,0,722100.7192,0,103062.5414,447456.1277,2204294.9,651417.19,0,0,393165.5694,496132.8425,4846870.18,163614.8885,0,71497.62091,453491.5176,5696354.75,1565825.286,0,112393.4361,0,755380.1595,2154377.023,0,131478.492,505984.6505,924321.3749,974736.0708,6054_1
6053_1,44037.76126,66574.21216,6687.235987,15459.1645,0,0,0,0,0,0,0,0,0,104976.4827,0,0,0,10948.08473,50050.66824,0,102067.0191,0,221778.498,16640.00111,462730.5416,0,0,0,24216.52527,0,0,74723.02406,99963.83418,0,6053_1
6052_1,339572.4247,76051.79097,254386.6364,365560.9306,0,0,0,3179499.729,0,0,179109.5693,0,170730.4354,827455.2547,0,577052.3827,0,247631.9914,77187.51493,0,0,157640.5136,570040.0457,145418.0097,0,989764.6966,0,83150.83163,248976.1504,0,578916.2351,169014.14,637206.9655,1043971.969,6052_1
6051_1,3572758.372,2339162.443,2257051.474,3395329.577,1261841.929,0,0,0,0,0,234257.7473,5915331.944,1324905.395,2760471.505,0,251575.9706,888893.4106,1643928.008,751544.1963,0,1326732.193,2611592.159,5467414.062,6309915.626,0,1078762.612,0,2283815.757,1904972.835,495583.9004,1009554.197,1634459.259,5376801.326,2477971.613,6051_1
6050_1,145887.2091,107975.3558,83074.91402,92823.08905,0,0,0,0,0,0,216419.3663,279227.8624,178788.826,224597.2618,92023.0819,116209.4163,322616.4433,251613.0309,227984.1012,204187.108,105664.0947,253970.8714,792100.9571,351419.2305,95807.64518,0,369365.0519,251179.3529,203066.7659,0,116584.7673,488892.6666,434644.5125,747519.2618,6050_1
605_1,72976.59374,44888.6848,76166.93474,82266.09305,0,0,0,0,0,0,203302.5758,467651.2043,68214.6575,68604.09751,0,104799.5247,145470.3542,99144.78657,91118.0653,46034.80627,38115.83347,128832.2018,771268.7111,148359.9645,86400.87865,89876.47642,166549.6786,188764.6575,150346.5517,0,0,94875.34019,274378.5989,157998.0279,605_1
6049_1,19754.37557,4740.275246,15427.27367,7925.305993,0,0,0,0,0,0,245604.0841,98768.56217,38309.59516,152482.3965,113926.5112,143869.7019,472025.2058,33675.91624,320737.6286,63196.98376,65407.18599,75330.09867,319773.146,69311.73038,59305.94008,0,503009.8747,62193.06456,74489.16382,0,72167.1972,279645.1685,322859.4299,303661.4999,6049_1
6048_1,855893.4684,192676.8882,707462.325,817735.1961,0,0,0,0,0,0,558490.2526,733440.786,572290.0831,434695.553,534316.7252,0,227056.8169,460659.6673,240682.1416,0,204506.9993,296976.0385,1932998.157,693488.7674,0,192889.5876,571908.4701,324095.8114,577406.3221,221533.8507,225643.3559,443168.5125,977429.568,994662.6962,6048_1
6047_1,5684864.457,2823454.965,2472316.481,3336113.901,6279267.634,0,0,1724474.429,0,0,340004.6061,14234705.14,3722502.239,6341587.803,0,625955.1269,1421799,5201416.497,2511864.893,0,1024476.08,6426745.457,10821099.17,22853969.8,0,0,596868.8822,4374579.345,3004593.544,0,1883930.799,5016777.186,17737277.76,7738368.494,6047_1
6046_1,126889.0589,62004.00793,280267.5974,113383.6173,0,0,0,0,0,0,273798.0677,0,0,403301.3703,0,0,148418.5085,57355.41202,78662.4356,0,0,374856.4229,232373.0123,26152.35844,0,0,373835.0748,0,291793.705,0,589978.3287,46975.55716,293269.6944,0,6046_1
6045_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480021.976,0,0,0,0,0,45951.16806,122946.1736,0,6045_1
6044_1,8167.093267,2743.694826,2480.384036,5734.008028,0,0,0,0,0,0,96925.13333,35729.83358,0,0,0,0,0,4060.789036,9282.226523,0,0,9478.57278,20565.14257,12343.99181,0,0,0,0,17964.4573,0,0,38802.05736,7415.580935,0,6044_1
6043_1,655291.5181,316907.6618,2095125.659,1506607.759,0,0,0,0,0,288698.0533,56973.22284,630066.8466,391016.8222,434862.8186,0,367110.8597,277952.7535,171860.9881,65473.83639,0,133519.0827,250720.4987,507709.6232,119721.9961,0,0,233368.2177,793487.0612,197992.9626,361589.0486,0,58649.40337,954604.9326,221385.7058,6043_1
6042_1,1350554.046,624924.0633,499721.3513,904757.313,0,0,0,0,0,0,115206.1551,63703.24098,878532.4917,890910.9668,0,0,46837.59967,90500.49937,124120.627,0,33748.79325,118296.3988,458323.6548,2899591.269,0,0,0,53483.952,108098.1879,0,558552.3474,573211.9578,105770.7785,596888.496,6042_1
6041_1,80208157.81,90643422.73,64632617.52,66011090.96,23547253.63,0,17458620.69,4311186.074,0,0,14207335.33,202374534.4,107600686.6,170296023.2,0,42251971.07,49565492.92,57783341.72,34189272.15,0,45532270.22,96721806.62,352922420.2,165141505.3,0,14762592.08,3979125.881,129997164.6,145300793.4,0,36893644.81,34979937.27,199586181.7,70463192.79,6041_1
6040_1,0,9469.483701,0,19790.13666,0,0,0,0,0,0,111507.9031,246633.1703,0,0,0,0,0,84091.51459,96108.96801,0,0,130855.9386,283910.9955,106508.9565,0,0,0,0,186005.5287,0,720829.5534,76525.68067,383907.799,0,6040_1
604_1,31807.73536,10685.6523,33810.5477,39080.6321,0,0,0,0,0,0,503315.5844,69577.08537,0,25274.25013,0,0,204625.2982,63260.94182,45188.44636,0,73721.29372,46144.31425,380443.8505,123192.6317,167111.2494,173833.5362,0,0,74337.55534,0,0,161913.556,151624.617,81490.67694,604_1
6039_1,180364.071,27391.09525,48024.02487,187344.8271,0,0,0,0,0,0,430058.4474,151327.7877,22360.32987,15705.89486,199487.9633,125959.5924,381474.0382,46682.45404,44929.52211,0,137435.3995,63084.88037,335958.117,194186.3158,0,108023.4321,560497.6088,36300.49948,21738.70891,0,0,147570.3269,103195.9527,75959.76128,6039_1
6038_1,402874.5607,1109312.61,841618.5399,200904.8592,962777.5218,0,0,0,0,0,208526.7335,197665.4619,181733.8522,155573.2559,0,0,145332.8846,161000.5765,34234.24086,0,209438.9768,104875.1857,511969.4381,278849.7484,0,0,366063.0358,248933.8826,178061.9454,0,962854.445,163551.7666,512808.2346,154340.9703,6038_1
6037_1,0,6887.709371,12453.39985,19192.69857,0,0,0,0,0,0,108141.6267,239187.6407,185548.5487,65164.6468,0,0,87930.96541,129125.4295,139811.3478,0,0,47589.589,309757.6097,160105.0673,287242.1664,0,221479.6481,100408.5514,60130.08916,0,0,166984.8107,310265.108,70035.85537,6037_1
6036_1,166300.4932,104922.5157,184778.8891,113909.6332,0,0,0,0,0,0,481369.5032,709795.3502,171303.9979,283620.6725,0,0,208749.8843,189574.7303,331914.9578,0,75207.27724,188297.7392,1450314.652,251351.5957,0,0,262898.5744,476743.8499,240890.6987,0,0,313836.701,603992.0086,374099.6978,6036_1
6035_1,200371.8137,31067.96567,177880.4772,205606.8879,0,0,0,0,0,0,121946.9408,134861.1165,46496.79943,342923.1768,0,785773.4572,0,245237.0979,35035.46777,0,71446.91338,339877.4193,116433.7115,401856.0269,0,0,249753.6457,339679.993,101709.4061,0,0,104612.2337,265903.7989,0,6035_1
6034_1,231873.3538,164813.0457,197178.8309,243335.9997,0,0,0,0,0,391415.4199,482775.1194,875597.6131,161986.8282,201700.0972,197068.298,497727.1225,439654.8271,364075.4591,155345.942,109317.1545,22628.06556,719509.2622,1069401.272,660341.1762,410345.952,746992.2238,158199.7486,412392.2647,381181.8152,245120.3389,499334.758,268368.4458,678150.8789,500256.1098,6034_1
