ID	5_11_1_3	5_12_2_5	5_13_5_5	5_14_1_5	5_14_5_5	5_11_1_5	5_11_1_8	5_12_2_8	5_13_5_8	5_14_1_8	5_14_5_8
5889_1	11	88	57	3	66	12	33	5	67	117	8
5888_1	0	1	2	0	6	0	0	2	19	2	2
5887_1	0	2	0	0	2	0	1	0	17	3	0
5886_1	10	56	62	10	239	6	10	127	67	85	14
5885_1	116	801	942	83	755	124	107	94	761	864	70
5884_1	149	779	550	89	723	223	152	146	2728	452	82
5883_1	9	27	62	6	143	27	18	97	30	65	10
5882_1	8	94	80	2	98	36	3	5	143	82	14
5881_1	2	29	16	1	17	0	4	2	35	16	6
5880_1	7	27	31	3	62	11	20	19	69	40	3
588_1	0	0	5	0	0	7	0	1	1	2	0
5879_1	3	8	13	1	19	0	8	10	32	3	1
5878_1	1	19	42	4	21	1	11	19	44	13	9
5877_1	0	0	1	0	1	0	0	0	2	0	0
5876_1	5	33	20	3	72	2	12	25	115	19	18
5875_1	3	8	8	0	7	0	4	7	2	5	1
5874_1	1	9	8	4	48	9	2	4	175	3	8
5873_1	18	40	47	13	474	147	331	34	426	158	7
5872_1	3	4	5	0	4	0	5	6	9	3	0
5871_1	45	171	713	17	128	117	32	43	330	239	29
5870_1	17	33	44	5	272	79	69	94	188	896	9
587_1	0	0	1	0	1	1	0	1	0	2	0
5869_1	8	19	16	5	35	5	18	7	64	43	2
5868_1	4	9	29	2	51	3	10	29	39	20	5
5867_1	1	9	19	7	23	6	17	4	29	35	2
5866_1	30	1100	700	22	190	339	662	49	7497	271	86
5865_1	0	1	0	0	1	0	0	0	23	5	0
5864_1	3	4	2	4	14	0	1	0	0	3	0
5863_1	6	6	1	1	5	12	1	2	17	10	2
5862_1	27	54	39	4	1321	180	585	20	908	876	12
5861_1	0	0	0	0	1	0	0	0	2	5	0
5860_1	12	56	154	14	570	13	48	322	42	73	31
586_1	2	3	3	0	1	0	2	0	1	2	0
5859_1	0	14	12	1	23	0	2	1	41	19	1
5858_1	52	188	152	38	215	46	19	32	560	159	24
5857_1	0	2	2	1	7	0	11	1	7	10	0
5856_1	0	0	0	0	4	0	1	3	0	0	1
5855_1	0	3	3	0	2	0	0	0	3	1	0
5854_1	3	5	14	3	29	0	5	13	2	5	2
5853_1	0	0	0	0	1	0	0	0	6	1	1
5852_1	9	51	40	7	232	47	142	39	283	686	8
5851_1	4	8	35	6	61	0	43	83	145	28	23
5850_1	0	5	0	0	2	0	0	0	0	20	0
585_1	0	0	0	0	2	0	0	0	3	2	0
5849_1	3	12	47	5	59	13	14	34	126	39	22
5848_1	562	2196	1548	289	1649	927	450	245	4111	1758	242
5847_1	67	269	190	36	183	97	61	25	493	179	22
5846_1	44	11	81	16	37	0	1	6	10	13	1
5845_1	77	265	207	78	708	22	30	21	271	279	13
5844_1	0	6	0	1	2	0	0	2	13	1	1
5843_1	0	0	0	0	4	0	0	0	3	3	2
5842_1	0	0	0	0	0	0	0	0	8	0	0
5841_1	55	270	231	26	67	58	22	9	109	68	3
5840_1	77	88	156	37	175	74	49	25	293	171	29
584_1	4	7	21	8	38	12	4	9	25	27	1
5839_1	2	3	8	1	21	0	4	13	8	6	3
5838_1	24	39	43	19	103	1	40	52	34	50	17
5837_1	1	2	1	0	3	0	0	0	16	8	2
5836_1	0	9	15	1	17	2	0	0	56	12	3
5835_1	0	1	0	0	0	0	0	2	0	2	0
5834_1	7	46	54	3	58	20	10	10	137	129	13
5833_1	69	167	119	88	903	145	229	74	333	331	17
5832_1	14	7	5	3	22	1	0	3	19	9	2
5831_1	43	95	431	41	911	164	384	444	910	134	82
5830_1	3	5	5	7	7	17	1	1	33	14	3
583_1	29	412	221	25	215	160	138	47	852	257	30
5829_1	4	28	15	8	26	0	10	0	52	13	0
5828_1	1	16	16	1	7	3	1	2	33	2	6
5827_1	7	69	44	13	158	0	16	20	37	38	4
5826_1	4	1	23	1	27	5	5	36	17	20	6
5825_1	7	23	20	2	16	3	2	0	75	9	5
5824_1	7	34	15	2	32	12	5	9	45	18	3
5823_1	1	5	4	2	7	7	3	12	86	6	8
5822_1	2	3	3	0	8	0	2	1	16	2	0
5821_1	74	589	349	48	481	157	94	49	1207	423	98
5820_1	53	351	193	36	265	59	66	35	569	207	25
582_1	0	0	0	0	1	0	0	0	0	0	0
5819_1	0	4	6	4	3	6	3	1	12	4	0
5818_1	3	3	12	0	9	0	6	12	6	4	2
5817_1	0	0	1	0	3	0	0	0	0	1	0
5816_1	56	319	200	36	398	99	76	35	598	253	52
5815_1	8	32	95	8	99	9	38	62	382	49	16
5814_1	0	2	2	0	2	2	0	0	39	0	2
5813_1	0	3	16	0	23	0	5	8	1	4	1
5812_1	1	2	6	4	6	0	1	4	16	5	3
5811_1	96	33	6	28	97	0	5	8	4	1	1
5810_1	13	37	31	2	54	9	8	15	116	27	7
581_1	0	0	3	0	0	0	0	0	2	0	0
5809_1	0	0	0	0	1	0	0	0	11	1	2
5808_1	2	1	1	0	4	0	2	0	14	0	0
5807_1	2	17	34	1	19	0	0	10	10	44	1
5806_1	8	30	26	2	50	19	8	6	74	39	0
5805_1	1	12	3	0	9	0	2	1	7	2	2
5804_1	0	0	4	0	2	0	1	2	5	4	0
5803_1	3	13	21	1	14	0	2	17	2	44	1
5802_1	0	5	19	2	13	0	7	11	6	4	4
5801_1	0	0	2	1	1	0	0	1	0	0	0
5800_1	0	0	0	0	0	0	0	0	0	0	0
580_1	29	105	158	19	262	8	64	158	139	107	35
58_1	0	1	4	0	0	0	0	1	6	0	0
5799_1	0	5	0	1	21	0	1	5	5	1	1
5798_1	2	23	19	1	32	2	5	3	52	4	1
5797_1	5	16	23	3	42	2	9	30	64	10	13
5796_1	16	73	73	5	91	189	58	17	669	220	6
5795_1	6	31	31	6	52	2	6	16	40	24	6
5794_1	0	1	2	0	14	0	1	1	6	0	2
5793_1	31	214	112	19	200	51	29	44	580	121	25
5792_1	0	2	9	0	10	0	2	14	1	3	2
5791_1	7	43	66	4	92	2	17	26	107	23	9
5790_1	1	5	3	1	0	0	1	3	1	1	1
579_1	59	267	902	23	120	320	36	59	390	394	25
5789_1	1	1	8	0	7	1	2	9	6	16	2
5788_1	0	3	1	0	2	1	0	0	3	0	0
5787_1	14	36	22	1	58	6	7	5	69	65	9
5785_1	4	77	11	2	73	0	8	5	25	16	9
5784_1	779	4529	1335	370	4623	940	813	607	11758	1719	418
5783_1	21	120	47	13	121	27	39	17	236	88	13
5782_1	9	97	53	21	111	17	30	17	209	93	8
5781_1	716	2908	1234	275	4591	698	645	302	12258	1623	467
5780_1	142	520	36	8	318	495	191	185	6125	928	183
578_1	2	40	38	1	4	5	4	4	28	6	0
5779_1	57	119	249	60	242	77	118	64	629	269	21
5778_1	3	4	33	2	10	0	3	0	47	2	3
5777_1	8	40	45	2	68	1	18	31	45	33	15
5776_1	0	4	10	0	39	1	3	2	55	15	2
5775_1	35	64	57	19	194	22	27	73	73	87	16
5774_1	8	20	12	2	42	34	32	16	52	86	3
5773_1	16	140	79	39	147	16	63	26	193	75	9
5772_1	8	18	19	7	80	0	11	36	51	98	12
5771_1	4	1	0	0	10	0	2	1	0	2	0
5770_1	2	4	9	0	16	3	6	7	5	4	4
577_1	2	11	41	0	27	0	7	26	38	12	9
5769_1	36	150	66	27	166	28	48	5	251	130	14
5768_1	4	9	7	1	37	0	4	16	46	6	2
5767_1	16	46	94	10	165	11	51	99	218	43	29
5766_1	29	117	174	18	121	23	28	25	259	120	13
5765_1	0	1	4	0	2	0	0	2	8	4	0
5764_1	9	113	57	17	111	3	26	35	81	70	12
5763_1	101	98	97	73	221	59	88	70	354	426	34
5762_1	3	5	11	0	306	33	57	18	296	38	2
5761_1	50	39	52	50	137	0	20	41	47	68	8
5760_1	1	0	1	2	0	0	1	2	0	0	0
576_1	3	17	34	5	61	2	23	73	21	26	19
5759_1	3	38	30	8	64	5	9	21	44	17	12
5758_1	5	9	18	3	16	14	10	11	41	17	4
5757_1	2	4	20	5	60	14	94	50	40	86	4
5756_1	9	66	46	4	122	14	26	17	212	65	10
5755_1	1	15	5	1	5	0	8	3	23	26	0
5754_1	9	44	71	2	105	0	32	13	258	48	11
5753_1	0	3	0	1	3	0	1	1	3	1	2
5752_1	6	11	5	2	9	4	2	4	24	9	0
5751_1	7	48	74	3	92	2	17	54	65	68	22
5750_1	7	58	79	9	83	5	32	29	142	41	23
575_1	1	43	4	5	23	6	9	2	45	23	0
5749_1	244	1292	525	235	1511	178	311	109	1811	554	94
5748_1	0	0	0	0	0	0	0	1	1	0	0
5747_1	9	20	77	30	103	0	95	206	18	56	48
5746_1	8	26	37	3	54	31	36	41	131	61	16
5745_1	82	501	354	30	382	192	88	67	1452	365	64
5744_1	7	24	25	1	39	14	8	35	30	100	7
5743_1	34	81	160	30	415	10	109	283	134	106	46
5742_1	3	7	12	2	28	0	3	6	16	7	3
5741_1	8	23	30	4	38	5	0	4	102	38	4
5740_1	0	1	0	0	6	0	1	2	6	1	0
574_1	1	1	6	1	5	0	2	2	10	1	2
5739_1	0	10	15	0	29	12	5	4	30	11	1
5738_1	2	21	0	0	4	4	0	0	17	3	0
5737_1	9	19	71	1	196	39	71	43	391	60	12
5736_1	28	143	288	19	179	51	14	25	222	88	11
5735_1	3	11	15	0	2	5	0	1	10	10	0
5734_1	174	101	292	92	602	4	82	189	106	222	48
5733_1	2	17	10	1	14	7	25	7	352	44	13
5732_1	80	572	206	47	678	166	172	60	1909	280	27
5731_1	47	232	114	25	281	74	60	31	930	169	34
5730_1	277	1187	366	107	1640	185	375	132	5161	602	188
573_1	0	1	0	0	0	0	0	0	3	0	0
5729_1	4	20	37	3	96	4	10	30	15	37	4
5728_1	98	66	72	24	78	12	3	22	5	76	5
5727_1	2	3	2	0	12	0	0	0	6	0	0
5726_1	0	3	4	0	5	1	3	2	2	0	0
5725_1	0	0	1	0	0	0	0	1	0	0	0
5724_1	0	0	0	0	1	0	1	0	0	0	0
5723_1	38	306	212	19	237	114	120	63	656	231	58
5722_1	0	2	1	0	10	0	12	13	42	12	1
5721_1	41	35	31	12	112	25	21	26	177	105	34
5720_1	0	33	23	1	26	0	16	20	111	35	1
572_1	1	108	66	1	18	2	5	6	80	32	0
5719_1	0	2	0	0	3	0	0	2	1	0	0
5718_1	17	88	127	20	361	20	94	182	334	99	48
5717_1	9	53	30	13	34	16	7	10	84	39	4
5716_1	12	12	29	0	14	0	6	2	64	24	1
5715_1	9	41	28	2	26	8	4	5	183	21	6
5714_1	1	1	6	0	9	0	1	6	12	1	1
5713_1	3	8	14	3	45	1	3	7	44	33	2
5712_1	3	9	23	1	14	10	1	10	11	15	1
5711_1	26	83	125	22	749	76	84	68	77	205	9
5710_1	8	40	38	6	118	11	22	10	272	36	5
571_1	1	1	4	0	1	0	0	0	6	5	1
5709_1	7	62	16	0	11	20	19	0	223	24	0
5708_1	8	83	54	9	49	26	6	5	73	36	5
5707_1	1	13	8	3	19	2	9	7	21	12	1
5706_1	11	66	52	6	131	2	19	29	367	74	19
5705_1	27	36	31	23	36	3	1	4	13	20	1
5704_1	0	5	5	2	2	6	0	2	7	3	2
5703_1	13	16	68	1	43	11	11	25	30	15	7
5702_1	4	4	0	0	1	0	0	3	0	2	1
5701_1	0	0	0	0	0	0	0	0	0	0	0
5700_1	3	27	48	6	68	0	23	56	26	24	15
570_1	67	270	39	15	126	32	17	13	86	47	7
57_1	1	1	8	0	5	0	1	2	1	2	1
5699_1	10	47	27	7	65	0	16	30	48	51	3
5697_1	23	96	77	22	57	42	47	18	209	66	5
5696_1	3	12	17	1	35	21	5	13	52	23	2
5695_1	1	11	4	0	11	2	5	15	19	4	2
5694_1	5	0	2	0	5	0	1	1	1	7	0
5693_1	0	8	4	0	1	0	1	4	31	6	3
5692_1	5	63	152	1	96	16	28	19	243	85	18
5691_1	1	24	43	7	16	4	5	4	20	8	3
5690_1	0	10	4	3	6	0	1	6	31	0	0
569_1	23	26	69	8	58	16	37	16	67	56	11
5689_1	2	12	13	5	20	2	6	3	2	11	0
5688_1	2	1	16	2	18	0	8	10	3	2	8
5687_1	2	2	12	2	13	0	2	5	15	0	4
5686_1	38	203	118	13	165	71	44	43	475	241	27
5685_1	0	12	11	1	15	2	5	2	10	7	0
5684_1	41	222	358	47	189	96	119	22	553	100	34
5683_1	2	0	0	1	7	0	1	6	6	6	0
5682_1	45	16	10	26	53	2	2	3	5	51	1
5681_1	0	0	0	0	1	0	0	0	0	1	0
5680_1	7	3	3	7	19	0	3	3	19	4	2
568_1	7	18	10	7	15	5	1	2	8	11	1
5679_1	1	2	2	4	6	0	0	1	7	7	0
5678_1	21	157	44	36	229	18	66	19	282	54	16
5677_1	4	25	17	1	22	36	13	3	73	35	8
5675_1	45	153	120	39	238	33	73	34	266	143	13
5674_1	8	66	36	6	74	11	5	16	294	56	8
5673_1	71	228	485	68	885	29	381	1233	625	212	219
5672_1	1	10	6	1	7	0	4	9	39	11	3
5671_1	0	0	0	0	0	0	1	0	0	0	0
5670_1	3	6	0	0	2	0	0	2	3	0	0
567_1	4	17	4	2	13	11	23	0	106	22	0
5669_1	52	202	187	18	139	43	31	22	225	224	30
5668_1	55	179	213	22	285	43	53	19	555	164	34
5667_1	4	20	11	1	3	9	5	8	78	18	4
5666_1	17	142	72	9	102	34	43	22	207	72	16
5665_1	48	67	33	13	153	348	256	149	520	378	15
5664_1	3	7	8	0	25	0	6	15	58	4	1
5663_1	12	65	95	11	132	5	36	73	204	82	53
5662_1	12	25	81	6	65	1	25	83	40	26	11
5661_1	286	84	163	129	497	31	70	13	45	248	4
5660_1	0	0	1	0	55	33	38	0	63	4	0
566_1	1	4	10	1	12	0	3	10	22	7	3
5659_1	21	108	46	11	84	115	31	40	90	139	2
5658_1	1	4	12	0	331	22	295	13	103	420	0
5657_1	0	0	0	1	0	0	0	0	0	57	0
5656_1	10	42	176	16	186	2	33	104	48	76	19
5655_1	1	4	4	0	12	4	5	1	21	83	0
5654_1	3	12	18	10	19	1	2	21	31	13	6
5653_1	3	15	8	0	14	0	1	2	32	15	1
5652_1	9	19	36	3	62	0	11	37	30	11	13
5651_1	76	738	242	55	627	32	71	61	933	212	29
5650_1	25	157	69	22	220	6	23	57	497	230	37
565_1	4	8	16	1	14	2	3	8	13	15	2
5649_1	1	4	1	0	7	0	1	2	3	0	1
5648_1	0	4	0	0	7	10	0	1	10	12	0
5647_1	13	77	102	7	123	13	32	35	212	62	24
5646_1	0	0	2	0	3	0	0	1	5	0	0
5645_1	119	306	407	77	995	4	333	776	186	350	106
5644_1	1	18	29	2	39	0	15	51	31	19	4
5643_1	272	170	390	120	493	83	34	28	152	181	9
5642_1	5	17	19	7	29	2	5	16	10	9	2
5641_1	0	1	0	1	4	0	0	0	1	0	0
5640_1	3	0	12	4	17	0	2	12	17	14	1
564_1	0	1	1	0	0	0	0	0	10	2	0
5639_1	8	225	87	10	68	8	41	7	975	39	1
5638_1	3	22	27	2	19	4	12	4	67	18	19
5637_1	0	5	3	0	14	2	2	1	11	3	4
5636_1	234	151	53	108	320	117	35	19	241	119	14
5635_1	4	10	8	1	18	6	9	5	33	23	1
5634_1	0	0	1	2	1	0	2	5	5	1	6
5633_1	1	3	16	1	17	9	6	33	29	17	7
5632_1	4	4	7	0	10	0	1	6	24	4	3
5631_1	1	50	10	6	31	14	22	2	44	20	1
5630_1	4	23	14	5	34	1	8	9	11	12	7
563_1	0	14	5	0	2	0	0	2	18	23	1
5629_1	14	56	44	10	103	90	17	18	108	87	7
5628_1	3	10	16	0	34	0	11	18	14	7	7
5627_1	31	285	250	44	311	64	53	46	705	328	42
5626_1	38	129	93	17	174	61	60	27	421	141	13
5625_1	0	0	3	0	75	0	30	6	35	14	0
5624_1	7	34	32	10	82	2	31	48	87	240	7
5623_1	4	35	22	4	25	4	5	8	73	22	6
5622_1	15	54	42	8	70	16	18	14	162	21	10
5621_1	2433	5248	3574	1524	9418	6639	2493	914	8052	13669	178
5620_1	28	178	101	27	191	90	27	43	463	119	19
562_1	5	11	40	11	122	1	44	77	17	41	23
5619_1	4	2	1	0	6	0	1	4	8	6	2
5618_1	26	262	264	22	192	101	55	47	397	213	34
5617_1	1	1	0	0	5	0	0	5	5	0	1
5616_1	53	285	272	41	299	61	57	33	497	199	16
5615_1	3	5	12	10	18	0	9	1	8	5	1
5614_1	41	425	352	43	119	105	13	62	600	396	80
5613_1	0	13	7	1	5	5	3	1	39	7	1
5612_1	4	9	43	3	90	1	14	48	54	37	7
5611_1	0	0	0	0	2	7	0	0	6	0	0
5610_1	0	0	0	0	1	0	0	0	15	6	1
561_1	9	2	7	8	21	1	12	17	8	13	0
5609_1	993	5617	2076	417	4995	736	898	680	14902	2202	462
5608_1	5	21	34	5	73	6	19	52	88	164	11
5607_1	0	0	0	0	1	0	0	1	0	0	0
5606_1	1	0	0	0	2	0	0	1	0	2	2
5605_1	2	1	6	0	5	1	4	10	37	47	2
5604_1	30	161	177	14	178	42	36	68	361	154	37
5603_1	12	90	6	10	67	19	1	7	113	20	12
5602_1	21	69	71	9	186	38	35	38	192	101	15
5601_1	5	144	21	0	24	1	14	25	20	16	10
5600_1	1	6	4	1	8	0	3	3	4	2	3
560_1	20	248	59	20	229	3	16	31	128	90	8
56_1	452	1703	619	185	2578	444	536	186	10146	1132	284
5599_1	48	546	314	56	883	116	181	164	1739	334	53
5598_1	3	2	8	0	13	0	1	11	7	3	6
5597_1	1	2	1	0	8	0	3	15	4	3	8
5596_1	5	7	6	2	48	6	3	4	50	10	1
5595_1	4	32	11	6	38	7	18	23	164	38	6
5594_1	49	229	111	25	239	26	69	26	334	178	30
5593_1	0	7	0	1	9	0	2	0	13	31	3
5592_1	4	2	0	1	3	5	0	2	2	3	1
5591_1	6	7	27	3	25	1	10	53	57	6	24
5590_1	1	11	18	2	10	0	1	2	41	12	2
559_1	0	1	3	0	0	0	0	2	0	1	0
5589_1	0	0	0	0	2	0	0	5	8	1	0
5588_1	2	27	27	5	32	2	19	15	25	45	8
5587_1	21	60	34	4	218	3	19	39	56	67	7
5586_1	0	2	3	0	9	0	0	0	7	6	0
5585_1	19	372	46	5	23	16	141	22	1361	100	20
5584_1	0	3	1	2	14	0	1	10	5	2	0
5583_1	0	1	2	0	4	0	0	3	0	2	1
5582_1	3	9	10	3	21	4	4	11	17	12	2
5581_1	68	318	190	32	470	48	92	51	948	135	25
5580_1	0	3	9	1	9	0	4	8	11	8	4
558_1	5	80	22	1	12	11	5	3	33	94	9
5579_1	2	24	9	6	75	0	8	6	9	22	2
5578_1	3	7	12	3	30	4	5	3	26	9	1
5577_1	5	60	34	7	83	25	22	15	141	37	9
5576_1	29	65	106	12	108	9	25	13	182	136	8
5575_1	10	76	52	13	116	42	183	48	1371	71	13
5574_1	0	1	3	0	5	0	1	4	16	0	1
5573_1	62	333	321	24	200	85	45	55	505	603	55
5572_1	0	12	9	0	8	0	4	8	39	2	1
5571_1	0	1	0	0	0	0	0	0	0	0	0
5570_1	18	135	125	20	136	53	19	24	400	145	24
557_1	3	0	5	0	11	0	0	1	8	1	2
5569_1	2	3	4	0	3	0	0	1	14	8	0
5568_1	0	10	11	4	37	10	17	40	63	263	4
5567_1	8	92	56	4	146	19	20	44	384	39	23
5566_1	15	66	26	10	152	6	32	12	136	47	7
5565_1	3	14	16	1	37	23	44	17	75	46	5
5564_1	4	40	140	2	73	29	12	35	620	75	24
5563_1	35	254	89	21	186	6	59	165	120	70	19
5562_1	13	91	95	15	93	23	23	19	364	39	10
5561_1	2	0	0	0	0	0	0	0	4	0	0
5560_1	1	63	4	2	12	16	20	7	334	9	6
556_1	4	5	18	1	21	3	2	4	11	9	4
5559_1	0	1	4	0	0	0	0	3	28	1	0
5558_1	16	261	126	15	163	120	26	20	441	171	58
5557_1	1	4	17	0	7	15	9	4	120	17	5
5556_1	5	18	9	1	19	4	3	0	21	9	0
5555_1	10	17	13	0	69	3	10	22	115	12	6
5554_1	9	63	52	1	89	24	17	29	289	62	16
5553_1	13	96	94	7	81	51	17	34	434	72	8
5552_1	1	3	3	0	3	0	1	3	3	1	1
5551_1	9	66	8	4	15	11	3	5	54	17	7
5550_1	0	1	4	0	3	0	0	8	4	0	1
555_1	65	353	184	35	374	44	56	60	979	197	35
5549_1	25	262	140	27	301	81	70	43	404	115	20
5548_1	3	32	15	1	45	9	19	9	71	76	6
5547_1	9	53	50	9	70	12	7	12	50	48	3
5546_1	22	309	55	9	25	56	57	59	1412	118	24
5545_1	1	5	2	1	9	2	1	0	8	4	0
5544_1	1	5	0	1	7	0	0	4	8	5	0
5543_1	15	128	98	10	121	48	11	16	248	96	23
5542_1	1	13	69	2	21	3	5	12	54	25	1
5541_1	1	1	7	1	14	0	2	4	5	3	1
5540_1	12	71	55	3	77	9	13	10	141	57	18
554_1	10	99	73	8	131	40	14	51	357	62	17
5539_1	81	70	58	63	225	2	16	14	113	82	13
5538_1	0	1	1	0	0	0	0	0	0	0	0
5537_1	2	7	11	1	14	7	1	2	45	19	1
5536_1	1	5	24	0	10	10	1	0	46	24	1
5535_1	0	1	3	1	16	4	3	0	26	24	0
5534_1	31	194	132	20	220	109	77	26	564	262	31
5533_1	3	10	5	0	10	0	9	4	9	8	0
5532_1	2	12	20	4	16	9	4	4	26	7	7
5531_1	4	32	13	7	55	10	11	3	102	14	5
5530_1	2	37	8	2	38	3	5	2	140	16	8
553_1	3	28	20	2	30	10	5	3	53	31	3
5529_1	3	21	18	0	32	13	3	9	149	30	10
5528_1	20	102	64	3	92	88	19	27	218	148	15
5527_1	0	7	14	1	16	0	3	5	62	5	4
5526_1	5	31	10	0	8	0	4	8	38	3	1
5525_1	9	44	52	7	86	9	53	50	87	40	9
5524_1	0	12	21	2	29	1	2	9	54	21	3
5523_1	25	108	81	13	249	25	59	63	501	107	35
5522_1	2	0	3	1	2	0	1	0	1	0	0
5521_1	26	30	21	7	61	19	3	3	47	63	4
5520_1	23	91	46	16	163	18	19	27	24	49	9
552_1	34	221	80	17	176	47	36	21	482	83	18
5519_1	5	13	26	4	84	1	9	33	11	11	6
5518_1	4	25	80	6	81	1	29	117	52	34	38
5517_1	3	67	17	3	12	13	4	6	145	39	1
5516_1	12	43	52	10	106	1	43	20	201	53	6
5515_1	0	5	6	0	5	5	2	9	7	0	2
5514_1	1753	8073	2883	531	9089	1112	1604	745	27952	2433	911
5513_1	2	3	5	0	5	0	0	1	11	4	0
5512_1	0	13	5	0	8	2	4	1	221	32	0
5511_1	0	9	10	0	22	1	6	10	68	21	3
5510_1	0	4	17	0	13	0	2	9	10	4	2
551_1	1	20	13	3	35	12	11	23	66	47	7
5509_1	1	1	0	0	2	0	0	1	7	3	1
5508_1	11	91	194	5	85	20	11	14	357	139	29
5507_1	20	83	25	13	102	30	32	20	202	37	18
5506_1	1	4	0	2	4	0	3	1	6	3	0
5505_1	2	22	41	1	595	9	116	22	152	124	12
5504_1	3	4	6	0	7	0	0	1	1	24	0
5503_1	0	5	4	0	2	1	3	2	3	1	0
5502_1	5	28	217	14	218	0	54	160	78	67	53
5501_1	16	42	45	11	95	17	17	24	309	68	11
5500_1	9	45	68	16	86	41	17	28	188	52	16
550_1	2	17	13	8	36	1	22	12	34	29	0
55_1	19	17	31	11	106	2	83	44	69	278	28
5499_1	0	2	5	1	2	0	1	0	3	7	0
5498_1	4	12	8	0	11	0	7	2	33	31	1
5497_1	44	272	185	54	1084	66	186	191	287	1472	20
5496_1	12	203	178	16	212	79	69	38	488	153	34
5495_1	12	15	119	5	157	0	80	113	32	51	54
5494_1	4	18	11	1	20	3	0	4	12	3	2
5493_1	3	16	12	0	31	9	9	11	16	14	2
5492_1	1	10	2	3	13	0	0	3	12	9	0
5491_1	38	250	387	34	289	47	43	45	798	237	53
5490_1	3	13	40	3	58	0	18	27	83	37	3
549_1	0	0	0	0	1	0	0	1	0	0	0
5489_1	1	0	1	0	0	0	0	1	2	0	0
5488_1	1	0	1	0	1	0	0	0	0	0	0
5487_1	0	104	18	4	39	14	9	25	195	19	1
5486_1	71	268	138	31	198	29	13	26	570	197	45
5485_1	0	1	1	0	2	0	0	1	0	0	0
5484_1	64	154	111	36	203	68	52	17	374	162	27
5483_1	4	0	7	1	9	0	0	9	42	10	0
5482_1	18	65	273	44	45	128	14	9	410	39	6
5481_1	179	1404	726	156	1374	406	253	234	4121	637	153
5480_1	19	164	90	14	177	26	24	28	304	119	24
548_1	0	0	1	0	2	0	0	0	17	0	1
5479_1	4	32	12	1	25	1	6	8	84	32	4
5478_1	2	1	5	4	24	0	4	14	11	8	1
5477_1	0	4	36	2	26	0	6	21	6	3	6
5476_1	2	5	12	1	25	4	2	5	28	10	5
5475_1	19	182	64	8	135	96	33	31	287	108	11
5474_1	10	116	255	11	179	36	67	131	198	170	34
5473_1	6	20	23	2	29	0	7	13	70	25	2
5472_1	0	5	3	1	2	0	0	0	29	10	2
5471_1	2	8	15	1	30	0	2	10	21	13	4
5470_1	2	6	3	1	14	0	2	4	47	14	1
547_1	0	23	19	1	30	7	4	12	29	9	3
5469_1	21	29	81	12	87	14	39	30	60	116	3
5468_1	1	4	15	1	28	1	2	12	18	11	3
5467_1	34	75	31	14	179	18	33	11	194	67	5
5466_1	1	102	36	33	66	2	51	33	240	104	3
5465_1	6	27	37	4	114	53	6	74	96	818	3
5464_1	1	31	1	2	4	0	0	3	9	12	0
5463_1	2	2	6	2	12	2	4	6	7	6	2
5462_1	6	56	38	8	86	19	11	18	326	60	12
5461_1	33	155	119	33	203	9	76	39	307	152	26
5460_1	23	12	35	9	57	13	38	38	71	30	14
546_1	18	55	37	7	85	25	6	6	98	59	9
5459_1	0	8	18	0	22	0	1	4	34	12	3
5458_1	1	412	190	6	24	14	40	9	312	22	17
5457_1	0	0	0	0	0	0	0	1	0	0	0
5456_1	2	12	8	1	32	13	2	4	23	9	1
5455_1	9	10	26	5	333	100	123	29	442	32	5
5454_1	0	2	11	0	18	0	0	7	1	1	2
5453_1	3	51	32	0	19	6	5	2	111	44	8
5452_1	392	5801	3196	86	1407	1158	166	193	19252	2973	613
5451_1	0	1	0	0	7	0	0	2	5	8	0
5450_1	3	13	2	1	9	10	5	2	44	15	2
545_1	3	1	6	0	12	0	8	14	6	4	2
5449_1	16	11	15	5	38	0	4	8	117	18	0
5448_1	0	20	7	1	18	0	5	9	21	7	6
5447_1	2	14	25	4	25	4	8	0	39	17	2
5446_1	0	0	0	0	0	0	0	0	2	0	0
5445_1	1	10	9	5	18	0	1	1	24	13	2
5444_1	3	48	61	4	50	2	16	23	48	37	5
5443_1	10	2	5	1	149	5	21	8	2	22	2
5442_1	0	0	3	0	3	0	0	1	2	1	0
5441_1	1	2	2	1	4	0	3	4	6	3	2
5440_1	0	0	2	0	0	0	0	1	5	3	0
544_1	21	160	94	12	159	6	47	27	230	129	20
5439_1	3	3	3	0	8	0	0	0	14	3	0
5438_1	0	0	3	0	2	0	0	1	2	7	0
5437_1	17	174	186	23	160	116	110	90	1269	142	55
5436_1	3	4	5	1	9	0	3	1	1	2	3
5435_1	13	106	84	5	77	35	25	15	161	93	9
5434_1	12	73	32	12	101	13	15	8	171	51	21
5433_1	2	32	28	2	17	29	3	12	86	37	4
5432_1	71	700	323	22	259	123	68	193	662	358	40
5431_1	30	241	321	30	309	84	113	323	660	180	47
5430_1	5	13	18	2	208	49	29	43	88	395	3
543_1	59	190	220	24	276	90	70	24	399	198	29
5429_1	11	65	35	20	151	21	25	51	257	32	7
5428_1	0	0	3	0	2	4	0	1	0	1	0
5427_1	3	2	9	0	19	0	10	23	7	24	2
5426_1	48	272	230	41	240	80	82	31	470	146	14
5425_1	48	338	365	20	153	132	46	34	502	344	22
5424_1	42	121	47	22	299	29	29	33	721	76	21
5423_1	1	0	1	0	3	0	1	1	1	1	0
