ID	5_11_1_3	5_12_2_5	5_13_5_5	5_14_1_5	5_14_5_5	5_11_1_5	5_11_1_8	5_12_2_8	5_13_5_8	5_14_1_8	5_14_5_8
999_1	52	332	278	29	410	202	86	62	1184	236	56
998_1	3	19	35	1	51	1	3	21	27	18	4
997_1	1	4	11	2	294	15	400	8	160	64	1
996_1	0	0	1	0	0	0	0	0	2	3	0
995_1	34	257	83	9	99	147	209	27	2630	207	49
994_1	1	17	19	3	11	8	5	1	172	31	5
993_1	96	549	394	50	797	74	140	142	596	474	150
992_1	1	2	0	0	3	0	1	2	5	0	0
991_1	0	2	3	0	0	0	0	0	0	0	0
990_1	10	15	22	5	13	25	5	3	23	18	1
99_1	0	2	0	0	0	0	2	0	3	0	0
989_1	7	6	34	4	49	0	8	17	40	9	5
988_1	5	3	1	0	3	0	3	4	14	1	0
987_1	9	48	61	3	92	19	29	19	314	89	11
986_1	0	0	3	0	1	0	0	0	0	0	0
985_1	0	0	1	0	2	0	1	0	0	0	0
984_1	1	0	11	1	18	0	8	15	5	4	3
983_1	0	17	44	0	15	0	1	3	35	17	2
982_1	2	11	21	3	65	7	25	43	38	55	16
981_1	8	13	10	4	22	3	3	14	20	14	4
980_1	28	69	33	19	104	11	21	14	230	58	16
98_1	260	1082	310	107	1627	299	332	158	5845	536	140
979_1	6	13	16	2	44	14	12	7	89	12	2
978_1	6	36	36	9	50	23	14	10	116	75	6
977_1	2	0	2	0	69	4	30	3	16	351	0
976_1	0	0	0	0	0	0	0	0	0	0	0
975_1	1	1	1	0	11	0	1	6	4	4	1
974_1	18	66	197	9	320	6	59	136	412	54	40
973_1	10	27	35	13	49	4	10	7	19	25	3
972_1	3	4	16	1	59	0	9	18	5	47	0
971_1	20	61	129	7	148	14	79	77	92	57	20
970_1	37	170	94	25	220	29	79	22	264	149	22
97_1	12	86	51	10	61	14	48	23	108	84	7
969_1	0	0	3	1	3	0	0	1	0	0	2
968_1	41	232	276	35	302	105	103	41	320	297	43
967_1	2	33	30	8	54	9	18	26	28	44	6
966_1	0	4	8	1	12	0	4	7	15	38	1
965_1	25	29	56	28	70	12	6	6	62	34	8
964_1	0	0	0	0	0	0	0	0	0	0	0
963_1	0	4	8	0	6	2	1	5	9	9	4
962_1	10	40	33	10	44	3	20	11	103	63	6
961_1	2	10	12	0	42	2	5	16	3	11	6
960_1	6	9	29	2	39	11	9	24	64	21	6
96_1	160	874	388	110	1103	169	174	127	2962	627	87
959_1	0	0	2	0	0	0	0	0	0	0	0
958_1	5	28	14	0	23	5	1	2	67	19	2
957_1	3	118	30	5	33	39	98	7	1444	29	34
956_1	17	76	98	11	190	17	74	127	231	104	54
955_1	1	1	10	1	15	0	1	4	4	1	5
954_1	7	35	33	2	18	32	7	6	84	74	7
953_1	1	0	1	0	10	0	2	1	1	14	1
952_1	40	52	39	41	82	28	15	44	32	86	12
951_1	74	372	383	43	474	177	139	71	1010	470	88
950_1	127	1164	573	84	896	302	167	127	1476	600	109
95_1	10	23	18	3	47	0	8	20	25	14	3
949_1	6	38	35	5	44	7	8	11	99	39	13
948_1	3	9	15	1	24	3	5	14	9	4	6
947_1	2	56	35	12	49	26	11	6	58	21	3
946_1	24	125	103	10	159	12	68	19	213	102	9
945_1	0	1	8	0	8	0	0	3	7	3	0
944_1	3	2	0	3	8	2	1	1	6	7	2
943_1	16	70	65	24	113	19	36	28	226	46	21
942_1	17	104	59	10	118	16	57	15	132	113	15
941_1	13	16	12	0	293	27	137	7	96	226	0
940_1	5	31	24	9	77	8	30	26	119	179	6
94_1	0	1	0	0	2	0	0	1	0	1	0
939_1	3	52	28	5	76	4	15	17	137	71	13
938_1	126	1162	958	68	596	383	143	100	5338	1135	435
937_1	161	1542	1795	89	986	265	150	207	1677	1619	132
936_1	1	5	8	4	28	33	2	2	63	10	2
935_1	0	3	2	1	5	1	2	1	5	3	1
934_1	0	0	2	0	2	0	4	0	1	1	0
933_1	6	16	2	0	14	0	9	1	39	4	0
932_1	22	194	180	38	212	85	33	29	541	175	28
931_1	15	54	36	7	114	17	16	19	141	61	5
930_1	3	34	56	2	44	9	14	11	140	66	4
93_1	0	2	2	0	3	0	0	1	10	0	0
929_1	0	0	1	1	0	0	0	0	0	1	0
928_1	7	44	15	4	48	5	16	3	122	28	2
927_1	61	38	30	42	110	13	13	16	31	57	3
926_1	34	589	293	6	747	362	1391	112	4668	1083	247
925_1	2	9	14	0	27	1	4	1	22	15	2
924_1	0	46	3	3	10	0	1	2	41	19	1
923_1	0	0	0	0	0	0	0	0	0	0	0
922_1	2	16	25	3	38	2	4	29	16	11	1
921_1	0	3	4	0	3	0	1	0	20	5	2
920_1	74	109	47	51	221	20	62	33	271	84	4
92_1	1	2	5	1	33	0	15	23	6	10	3
919_1	3	4	9	3	16	0	2	8	21	6	1
918_1	3	6	5	0	3	3	0	0	10	3	1
917_1	0	0	2	0	1	0	0	0	1	1	0
916_1	6	28	41	6	74	4	23	26	51	26	13
915_1	0	0	2	0	1	0	0	0	48	1	0
914_1	0	1	0	0	0	0	0	0	1	0	0
913_1	6	25	7	4	48	8	2	8	81	21	7
912_1	3	4	24	1	44	4	6	26	19	12	7
911_1	0	1	7	0	0	0	0	0	1	1	0
910_1	34	443	351	9	174	52	68	28	1080	267	198
91_1	1	3	5	0	11	0	3	9	5	2	0
909_1	0	5	2	0	2	4	0	2	18	2	0
908_1	24	75	86	17	122	25	23	7	203	105	20
907_1	11	48	128	9	71	20	14	12	53	22	4
906_1	24	339	148	30	339	105	91	116	621	215	45
905_1	1	2	26	2	19	0	11	22	1	4	7
904_1	15	34	38	3	47	28	38	10	124	57	2
903_1	15	38	30	4	42	5	11	3	118	49	6
902_1	11	10	13	2	9	0	0	1	5	4	0
901_1	358	1372	804	231	1995	454	315	224	4981	1130	169
900_1	22	158	91	13	149	42	29	13	267	86	14
90_1	7	18	29	2	22	24	7	5	52	12	0
9_1	1	1	2	0	63	14	110	4	95	16	0
899_1	39	177	90	6	436	125	325	15	1082	331	35
898_1	1	4	8	1	11	0	5	4	15	45	4
897_1	19	75	36	2	56	8	15	3	99	47	6
896_1	21	160	111	8	115	12	30	22	388	80	17
895_1	163	700	494	88	1183	147	153	206	636	1145	58
894_1	0	7	11	2	19	0	9	6	28	128	4
893_1	0	35	35	0	6	0	20	11	297	18	14
892_1	3	8	15	0	19	7	7	4	16	8	0
891_1	5	28	17	1	39	18	6	6	74	22	9
890_1	6	21	19	4	29	10	10	8	91	23	2
89_1	13	50	26	2	51	12	12	11	194	69	4
889_1	34	231	66	22	232	18	39	66	42	44	26
888_1	8	25	82	1	28	5	9	18	77	34	6
887_1	1	4	2	2	6	2	1	0	25	7	1
886_1	169	103	257	38	134	39	8	26	215	127	14
885_1	28	258	88	26	355	36	54	85	773	105	37
884_1	0	1	1	0	2	0	4	1	3	1	2
883_1	35	143	127	24	240	34	56	100	319	93	24
882_1	6	36	38	2	49	3	7	37	119	29	10
881_1	6	17	28	1	47	1	17	27	34	29	1
880_1	16	107	105	14	134	40	22	34	214	120	32
88_1	4	14	8	1	29	2	0	5	47	15	5
879_1	4	9	11	12	18	0	9	4	14	27	3
878_1	3	21	3	3	33	2	10	7	52	27	6
877_1	61	239	147	21	223	53	61	37	429	243	48
876_1	154	41	81	64	129	0	14	20	10	62	1
875_1	4	22	17	3	26	3	6	10	84	13	3
874_1	40	54	80	21	196	12	29	6	69	60	5
873_1	3	8	18	1	64	0	9	26	75	18	10
872_1	0	0	3	0	0	0	0	1	0	1	0
871_1	2	1	7	0	15	0	6	4	0	3	2
870_1	13	114	32	13	113	3	29	26	73	47	18
87_1	19	80	50	6	93	28	22	13	230	52	11
869_1	0	5	3	0	12	0	3	6	17	3	0
868_1	5	68	55	6	51	30	10	24	88	111	18
867_1	0	2	2	0	5	16	2	7	23	72	2
866_1	3	21	17	5	53	0	21	6	202	14	6
865_1	12	50	56	5	62	18	20	34	128	67	8
864_1	2	5	5	1	9	5	5	1	22	4	0
863_1	9	55	59	6	105	23	25	64	127	99	13
862_1	0	6	5	0	6	0	0	1	6	5	1
861_1	122	899	630	69	869	333	208	97	1713	509	32
860_1	250	987	374	72	1594	155	302	101	4590	410	146
86_1	2	34	6	4	18	0	0	1	22	31	0
859_1	2	41	9	3	6	4	6	3	12	6	0
858_1	3	15	47	7	88	1	16	46	37	12	15
857_1	6	19	19	1	57	5	9	24	43	99	2
856_1	2	5	4	4	13	1	0	5	25	8	0
855_1	0	7	4	1	5	9	2	0	11	8	1
854_1	95	352	281	100	590	69	216	472	823	617	59
853_1	7	10	4	4	31	1	1	4	0	13	0
852_1	0	0	0	0	2	0	0	2	1	0	1
851_1	12	47	54	6	72	5	8	6	105	45	8
850_1	0	1	0	0	1	1	0	0	0	0	0
85_1	34	56	65	23	191	24	64	75	234	67	23
849_1	1	3	0	0	0	0	6	2	8	1	0
848_1	3	8	11	1	9	7	3	5	20	12	0
847_1	3	2	0	0	10	0	1	0	1	0	2
846_1	187	69	42	79	354	5	42	88	33	39	14
845_1	41	26	35	24	79	0	16	23	17	28	6
844_1	30	41	62	25	122	11	40	30	72	63	5
843_1	16	36	34	9	60	7	9	4	71	38	2
842_1	8	98	52	6	103	23	18	22	182	56	13
841_1	1	3	0	0	0	0	0	1	2	3	0
840_1	0	2	1	0	5	0	0	0	0	3	1
84_1	6	24	26	3	32	14	3	11	37	22	1
839_1	11	30	19	0	33	1	4	8	85	45	5
838_1	13	64	59	3	102	28	18	42	120	43	14
837_1	3	35	14	3	33	0	8	10	38	17	3
836_1	44	222	349	47	586	34	165	392	442	268	91
835_1	3	12	24	2	38	12	6	7	96	22	11
834_1	0	0	0	0	0	0	0	2	0	0	0
833_1	11	122	69	9	102	48	31	9	153	36	14
832_1	0	0	0	0	1	0	0	1	0	0	0
831_1	3	10	7	3	25	10	6	3	45	18	2
830_1	11	16	27	6	58	0	28	27	29	24	16
83_1	0	0	1	0	0	0	0	0	1	0	0
829_1	24	40	98	9	53	1	8	10	77	56	5
828_1	0	1	0	0	0	0	0	1	2	0	0
827_1	1	0	1	0	6	0	0	4	2	0	0
826_1	0	0	0	0	1	0	0	0	0	0	0
825_1	6	17	23	2	52	7	4	12	50	49	4
824_1	246	1769	2069	153	1384	300	144	168	1583	1593	141
823_1	5	46	47	11	78	0	15	20	56	30	5
822_1	5	38	31	3	37	71	9	18	51	33	2
821_1	1	1	0	0	2	0	0	1	0	2	0
820_1	30	86	110	28	184	28	36	18	194	102	18
82_1	17	119	63	7	127	56	53	13	273	120	3
819_1	107	871	650	102	798	226	154	145	1806	553	107
818_1	0	4	4	0	4	7	3	3	13	15	0
817_1	4	59	39	10	66	0	10	29	21	26	1
816_1	0	3	3	1	6	0	8	2	0	1	1
815_1	9	48	24	2	29	16	13	6	32	25	3
814_1	1	2	4	1	18	0	0	3	3	31	0
813_1	11	38	53	2	60	3	17	8	117	31	10
812_1	55	106	46	13	251	15	52	25	514	88	24
811_1	10	45	53	12	60	87	35	5	123	71	10
810_1	2	9	18	7	15	0	11	36	10	16	3
81_1	6	65	55	3	70	26	18	8	163	20	2
809_1	68	102	265	57	569	14	106	206	184	117	57
808_1	13	18	25	6	47	5	1	36	37	25	5
807_1	41	188	123	24	356	100	75	40	587	154	24
806_1	23	133	76	20	214	37	91	35	330	85	18
805_1	5	31	41	6	56	4	27	12	74	25	1
804_1	0	0	5	0	3	11	4	0	2	0	5
803_1	20	162	111	24	132	35	39	14	246	154	42
802_1	5	20	43	4	22	12	12	15	40	30	2
801_1	173	210	281	133	708	159	154	32	451	740	18
800_1	64	282	232	81	618	39	214	628	766	220	55
80_1	0	0	6	2	8	0	1	6	16	7	1
8_1	1	1	3	1	1	0	1	7	1	4	1
799_1	0	0	2	0	8	0	1	2	5	9	1
798_1	3	0	5	2	7	1	0	0	0	1	0
797_1	8	9	46	6	62	0	22	111	13	21	24
796_1	10	62	43	8	107	5	31	30	108	24	5
795_1	6	17	15	2	23	11	3	4	43	8	3
794_1	0	1	10	1	11	9	0	5	16	51	1
793_1	0	4	2	0	4	0	0	1	3	0	0
792_1	0	0	2	3	10	10	4	3	29	40	2
791_1	0	0	1	0	3	2	0	0	5	0	0
790_1	0	2	4	0	9	0	0	4	15	0	0
79_1	1	2	6	0	7	0	1	5	11	7	2
789_1	0	2	0	0	1	0	1	2	6	0	0
788_1	4	2	7	2	9	0	0	1	0	4	0
787_1	708	1601	388	145	1827	268	651	101	3675	1484	25
786_1	0	1	16	0	13	1	3	8	7	4	3
785_1	32	136	149	29	241	58	66	24	536	184	42
784_1	11	72	184	12	300	7	76	217	56	96	43
783_1	4	5	11	2	73	0	11	22	9	5	9
782_1	2	4	5	1	8	1	4	13	2	2	3
781_1	4	12	10	5	14	0	2	1	21	1	0
780_1	12	30	21	6	71	0	4	4	15	19	0
78_1	0	1	5	2	4	0	0	4	16	3	2
779_1	17	429	118	5	64	149	132	34	1095	233	33
778_1	62	388	226	47	290	31	84	64	580	201	31
777_1	9	39	31	5	47	6	17	10	73	25	10
776_1	85	678	248	35	495	205	396	48	2253	556	33
775_1	27	29	28	9	585	129	51	57	111	264	2
774_1	9	19	32	2	118	10	7	27	35	112	2
773_1	0	8	13	1	34	6	13	13	14	30	6
772_1	44	203	256	42	236	11	33	18	961	18	5
771_1	10	52	18	8	68	16	13	16	99	28	8
770_1	29	78	39	19	273	107	56	26	764	154	18
77_1	9	10	28	7	57	2	11	25	57	33	6
769_1	10	16	13	25	126	7	3	11	18	22	1
768_1	14	88	88	7	62	20	37	11	96	50	10
767_1	87	919	841	69	897	371	128	152	1038	628	74
766_1	9	6	15	2	37	0	5	10	20	4	3
765_1	17	70	62	10	113	21	21	31	130	56	20
764_1	70	448	230	47	309	98	59	59	1038	315	31
763_1	0	18	22	0	6	1	0	8	101	4	6
762_1	0	0	0	0	7	0	0	0	0	0	0
761_1	12	30	17	3	24	0	20	28	139	45	0
760_1	5	42	98	8	66	30	10	10	72	59	16
76_1	14	33	55	6	33	14	7	18	79	88	6
759_1	0	4	5	1	3	4	1	5	7	2	2
758_1	17	32	38	11	103	6	28	4	202	70	5
757_1	11	80	73	8	154	12	40	34	252	72	21
756_1	16	189	166	6	142	56	25	13	1160	256	117
755_1	3	6	5	2	14	0	2	10	24	3	1
754_1	6	17	14	4	44	2	9	5	77	35	7
753_1	12	15	20	5	110	3	16	45	41	27	11
752_1	0	0	2	0	5	0	0	1	0	0	0
751_1	5	7	31	0	22	4	4	13	25	15	6
750_1	2	26	32	3	44	38	12	17	129	64	9
75_1	0	3	4	0	142	3	7	4	14	36	0
749_1	4	6	2	0	12	0	0	1	37	2	2
748_1	2	13	10	0	13	3	2	2	15	11	1
747_1	60	61	215	32	393	1	226	424	81	185	58
746_1	10	78	39	7	74	25	37	16	160	83	8
745_1	1	2	4	1	31	2	9	5	28	9	0
744_1	1	6	5	1	10	1	7	6	9	4	2
743_1	6	23	15	6	120	1	18	23	17	37	2
742_1	4	22	3	0	40	22	4	4	90	19	6
741_1	6	27	37	7	53	0	23	36	108	33	10
740_1	9	125	28	0	16	4	45	24	497	39	7
74_1	130	785	424	64	825	264	177	89	2112	526	97
739_1	4	1	3	0	1	0	0	0	25	4	0
738_1	6	96	39	13	73	67	51	10	203	106	4
737_1	48	166	103	22	134	67	35	16	276	100	5
736_1	12	10	16	7	20	0	2	1	1	4	1
735_1	2	8	7	1	5	0	9	5	17	2	1
734_1	0	0	0	0	1	0	0	0	5	1	0
733_1	8	6	14	9	19	0	14	22	13	14	5
732_1	6	53	39	6	76	0	8	27	27	31	1
731_1	0	8	12	0	10	0	1	1	25	8	3
730_1	240	659	498	111	1209	114	240	112	1033	492	59
73_1	11	33	29	8	49	2	9	10	88	22	10
729_1	0	0	0	0	1	0	0	0	7	0	0
728_1	4	25	35	12	364	65	93	67	428	129	25
727_1	85	115	515	51	652	243	421	21	731	597	139
726_1	5	26	34	5	30	12	9	35	67	18	8
725_1	223	553	493	101	645	256	202	83	1934	624	145
724_1	7	17	25	1	36	15	11	16	337	46	3
723_1	13	91	74	10	96	6	14	9	294	88	8
722_1	17	79	144	11	266	15	79	229	69	70	72
721_1	48	84	180	17	272	61	105	194	257	229	44
720_1	23	48	64	16	151	25	20	28	282	52	15
72_1	17	46	42	14	125	13	25	9	43	24	2
719_1	4	16	9	1	30	5	2	9	93	12	1
718_1	2	1	14	2	10	1	1	5	0	6	1
717_1	1	19	43	3	43	0	13	34	50	19	6
716_1	4	1	12	1	24	0	38	6	47	23	2
715_1	129	936	872	87	208	278	123	120	1242	772	62
714_1	13	11	8	6	71	12	3	29	179	19	2
713_1	1	3	6	0	35	24	60	5	24	18	2
712_1	63	369	124	23	361	52	33	137	142	71	47
711_1	40	249	69	13	436	58	139	37	991	258	36
710_1	10	36	82	12	150	2	59	120	157	52	26
71_1	59	1239	318	83	262	190	304	121	2278	343	12
709_1	55	19	13	28	95	0	2	8	15	1	1
708_1	17	87	60	6	68	82	67	15	481	66	16
707_1	5	36	10	2	52	0	3	16	361	40	19
706_1	184	71	132	97	268	37	22	14	45	106	3
705_1	5	57	25	0	41	29	17	6	193	39	5
704_1	0	5	7	0	32	0	3	7	11	68	1
703_1	33	227	33	6	68	11	6	9	128	37	2
702_1	10	58	21	6	100	35	60	11	143	62	14
701_1	5	3	2	3	6	0	0	2	5	3	0
700_1	0	0	2	1	1	0	1	1	0	2	1
70_1	0	0	2	0	3	0	1	1	0	1	0
7_1	2	12	23	3	21	18	3	4	18	5	3
699_1	7	17	15	2	26	1	7	17	36	16	3
698_1	1	0	2	0	1	18	0	2	7	1	0
697_1	1	0	1	1	1	0	0	1	7	1	0
696_1	38	2	2	7	14	0	0	1	0	8	0
695_1	15	66	72	15	65	28	14	14	99	47	9
694_1	11	24	14	8	90	2	10	14	31	147	5
693_1	0	2	2	0	1	0	0	3	7	3	1
692_1	6	12	22	2	23	0	6	0	20	14	3
690_1	56	52	202	43	444	87	305	12	292	336	51
69_1	159	333	570	125	1504	14	594	1196	248	526	178
689_1	66	351	119	27	222	6	63	222	162	137	27
688_1	3	9	8	2	9	12	1	5	24	24	3
687_1	0	9	15	0	27	0	2	6	27	7	2
686_1	3	11	20	4	12	0	0	1	33	15	5
685_1	99	307	190	31	350	156	158	50	551	157	43
684_1	17	167	57	23	349	3	14	14	119	93	2
683_1	1	0	4	0	4	0	2	1	24	5	0
682_1	70	361	262	57	510	161	112	41	645	217	39
681_1	0	0	0	0	0	0	0	0	0	0	0
680_1	0	1	7	0	13	0	3	11	5	0	3
68_1	5	19	39	12	31	0	9	15	92	86	9
6797_1	2	28	12	3	8	0	2	0	12	23	3
6796_1	5	37	39	8	61	20	9	7	120	60	4
6795_1	2	25	56	4	132	4	22	67	49	137	15
6794_1	4	172	765	18	169	306	10	29	712	338	37
6793_1	0	2	2	0	8	0	0	0	8	2	0
6792_1	42	278	171	49	320	137	96	33	993	261	37
6791_1	101	623	1178	123	1280	649	363	210	1524	1142	58
6790_1	0	0	21	0	1	0	1	0	0	0	1
679_1	0	4	16	2	31	0	9	30	3	11	1
6789_1	0	0	0	1	1	0	0	0	0	0	2
6788_1	0	0	0	0	2	0	0	0	1	0	0
6787_1	11	28	30	6	67	12	9	4	165	32	12
6786_1	1	1	4	0	0	0	2	2	15	2	0
6785_1	24	83	34	9	86	9	12	8	174	51	12
6784_1	2	3	2	0	11	1	5	7	18	9	0
6783_1	0	16	4	0	22	23	10	6	59	114	1
6782_1	6	47	22	8	68	41	10	12	252	82	4
6781_1	19	87	42	25	101	3	4	4	72	83	11
6780_1	4	19	32	3	31	0	10	14	22	8	0
678_1	10	44	20	6	32	0	11	18	19	21	9
6779_1	0	0	1	0	0	0	0	0	0	1	0
6778_1	2	2	7	1	8	0	2	2	6	3	1
6777_1	6	18	10	2	17	0	0	1	12	7	0
6776_1	54	49	138	40	258	11	37	19	111	223	1
6775_1	4	6	18	0	25	6	7	11	44	7	2
6773_1	2	5	11	0	29	1	13	32	15	105	3
6771_1	7	3	8	4	14	0	1	5	16	2	0
6770_1	1	9	32	0	139	124	269	6	588	289	2
677_1	32	18	0	18	61	0	1	3	7	2	0
6769_1	3	3	7	0	34	0	4	10	12	52	1
6768_1	13	38	45	36	68	1	29	34	39	66	13
6767_1	414	623	1650	384	861	152	98	140	622	1055	38
6766_1	0	1	6	0	80	13	62	1	24	192	0
6765_1	145	838	412	79	1110	348	174	143	2929	685	126
6764_1	8	59	81	6	52	12	9	24	154	37	14
6763_1	0	2	5	0	5	0	1	4	8	3	1
6762_1	247	825	324	145	1668	287	495	119	4397	502	88
6761_1	214	1069	565	79	1114	488	311	194	3601	1012	207
6760_1	2	3	14	1	65	1	15	39	48	40	13
676_1	106	355	155	39	639	58	127	41	2136	142	59
6759_1	2	5	34	4	57	0	4	17	3	24	2
6758_1	7	114	33	10	37	1	31	18	322	62	5
6757_1	5	2	2	1	14	3	1	6	3	8	1
6756_1	1	2	0	0	0	2	0	1	7	2	0
6755_1	67	289	106	22	391	37	32	28	1137	109	30
6754_1	1485	456	485	460	765	41	146	41	375	429	7
6753_1	2	2	14	4	12	2	0	8	24	17	2
6752_1	9	29	39	4	70	8	37	31	83	38	10
6751_1	2	7	7	4	14	3	4	2	15	25	2
6750_1	15	91	235	14	497	11	59	392	39	77	18
675_1	9	59	34	2	76	5	20	20	147	41	3
6749_1	1	8	8	0	25	7	58	6	69	74	5
6748_1	23	132	181	14	167	27	14	26	234	113	17
6747_1	36	7	14	9	38	82	3	5	71	29	0
6746_1	0	0	0	0	0	0	0	0	0	0	0
6745_1	0	1	2	0	0	0	0	3	1	1	1
6744_1	6	21	37	9	67	0	30	78	32	40	9
6743_1	6	10	10	0	26	0	9	6	56	8	6
6742_1	3	59	21	1	41	12	2	1	45	58	8
6741_1	8	78	24	14	94	46	18	7	198	57	14
6740_1	8	49	49	12	125	5	41	37	109	73	11
674_1	2	8	36	1	46	32	89	4	303	126	2
6739_1	26	53	48	13	124	24	20	20	67	70	14
6738_1	15	78	92	23	349	3	91	188	177	522	25
6737_1	2	13	8	6	15	1	0	1	10	9	4
6736_1	11	10	18	8	46	4	6	7	7	8	2
6735_1	10	36	55	1	40	18	11	15	72	30	9
6734_1	10	150	91	9	97	36	22	12	304	113	33
6733_1	364	1076	396	150	1741	193	309	161	5257	581	168
6732_1	6	30	78	20	87	1	52	125	88	46	21
6731_1	23	178	140	39	182	22	74	192	235	100	66
6730_1	12	24	40	20	78	7	28	8	77	11	2
673_1	6	22	86	19	64	0	28	65	23	61	14
6729_1	0	0	0	0	0	0	0	0	0	0	0
6728_1	2	17	1	2	34	1	5	4	61	10	3
6727_1	0	1	3	0	31	0	19	14	6	7	5
6726_1	47	203	131	21	192	128	26	26	620	94	20
6725_1	22	63	46	8	85	50	15	12	306	55	8
6724_1	22	39	114	24	258	15	119	275	89	99	20
6723_1	2	10	5	0	27	5	8	15	19	59	3
6722_1	21	63	197	24	341	9	110	238	136	81	39
6721_1	26	634	150	10	94	117	191	115	3296	260	32
6720_1	95	9	32	18	83	3	2	3	3	23	0
672_1	14	54	21	3	49	14	10	12	49	32	5
6719_1	30	17	14	6	27	7	0	2	21	11	1
6718_1	0	0	4	0	10	0	1	1	0	0	0
6717_1	1	3	3	1	10	0	5	4	11	3	0
6716_1	1	4	0	0	3	0	1	0	1	1	0
6715_1	4	21	40	2	17	2	5	3	24	29	4
6714_1	5	13	12	3	19	13	4	8	89	8	3
6713_1	44	198	152	45	367	132	58	61	1056	141	19
6712_1	11	85	31	2	63	1	10	10	251	34	4
6711_1	2	7	6	3	25	0	8	4	19	28	0
6710_1	1	18	15	0	23	1	6	9	92	43	2
671_1	1	12	10	2	17	0	0	4	53	10	4
6709_1	6	20	28	2	44	0	12	17	117	11	10
6708_1	23	176	80	18	177	84	31	27	362	235	17
6707_1	64	94	125	54	335	69	52	11	214	325	15
6706_1	3	48	27	2	57	0	10	7	234	44	3
6705_1	0	0	0	0	5	0	0	0	0	0	0
6704_1	39	115	82	22	98	41	167	18	630	126	31
6703_1	6	5	16	5	27	0	15	19	9	10	3
6702_1	0	1	5	0	1	0	2	2	10	2	2
6700_1	0	3	3	0	10	0	0	2	3	0	0
670_1	2	5	4	2	21	1	4	3	12	8	4
67_1	12	30	77	19	79	12	7	19	219	48	11
6699_1	2	3	4	0	25	2	5	6	168	12	0
6698_1	1	73	15	12	78	1	8	2	55	47	2
6697_1	4	6	1	0	6	0	3	1	27	2	1
6696_1	7	5	30	5	74	0	31	52	12	10	15
6695_1	9	337	56	6	37	38	20	15	249	334	5
6694_1	23	109	68	7	142	11	17	19	289	131	26
6693_1	0	12	8	0	11	0	0	5	21	12	2
6692_1	28	97	69	17	298	20	49	23	305	87	18
6691_1	18	70	71	8	98	12	7	8	232	60	6
6690_1	2	2	0	0	3	0	2	3	2	2	1
669_1	2	36	42	1	70	18	22	66	63	33	19
6689_1	9	13	32	9	67	0	23	65	27	13	0
6688_1	212	129	807	12	53	6	12	59	49	105	38
6687_1	13	19	39	3	63	0	13	20	193	296	11
6686_1	3	2	4	0	14	0	0	2	35	11	0
6685_1	46	33	31	21	59	0	3	5	16	42	3
6684_1	48	442	343	25	276	222	31	54	1369	607	92
6683_1	2	18	18	2	19	1	0	9	142	21	4
6682_1	39	163	391	40	486	54	145	430	671	178	94
6681_1	4	16	19	1	24	11	4	1	48	11	2
6680_1	40	217	134	26	230	31	45	21	686	126	30
668_1	1	1	0	0	5	1	4	3	5	3	0
6679_1	1	6	2	0	12	1	2	2	7	6	1
6678_1	16	62	47	3	169	12	21	25	182	70	24
6677_1	13	53	27	11	16	0	4	16	100	72	6
6676_1	16	48	125	13	176	1	26	48	30	30	10
6675_1	202	257	866	187	2241	226	829	2356	339	700	204
6674_1	0	6	0	0	3	0	3	0	9	2	0
6673_1	24	13	18	11	68	2	27	15	30	37	4
6672_1	15	71	49	13	163	22	27	39	451	65	14
6671_1	33	127	70	8	175	14	31	106	111	81	18
6670_1	100	47	151	48	70	3	2	15	11	36	1
667_1	4	19	15	2	21	20	2	5	59	25	4
6669_1	10	30	116	2	59	12	17	4	76	62	7
6668_1	89	230	251	43	317	98	43	34	450	217	34
6667_1	64	224	197	31	127	140	63	51	1404	131	16
6666_1	12	33	95	7	93	11	36	33	159	37	11
6665_1	43	205	339	41	808	8	200	387	191	209	76
6664_1	5	30	33	1	14	2	1	7	139	26	7
6663_1	0	1	0	0	3	0	0	5	0	1	1
6662_1	0	0	3	0	1	2	1	1	0	5	1
6661_1	18	76	81	22	106	68	40	26	295	126	13
6660_1	23	80	87	9	135	15	48	52	115	95	17
666_1	43	241	215	39	169	46	51	28	264	134	35
6659_1	3	7	19	6	20	0	6	10	43	23	6
6658_1	2	140	20	11	28	8	41	16	203	69	2
6657_1	3	45	30	4	39	18	21	42	128	31	11
6656_1	96	236	148	43	567	86	114	45	1025	315	64
6655_1	1	5	30	0	81	0	82	11	184	54	0
6654_1	0	0	0	0	1	0	0	0	0	0	0
6653_1	0	0	1	0	1	0	0	0	10	0	2
6652_1	0	0	1	0	1	0	0	0	4	1	0
6651_1	0	0	0	0	1	0	0	0	0	0	0
6650_1	0	0	0	0	0	0	0	1	0	0	0
665_1	66	29	5	31	96	3	0	2	17	2	0
6649_1	8	31	103	9	145	32	66	123	111	75	16
6648_1	95	589	340	29	598	129	136	67	1704	380	62
6647_1	6	34	37	1	28	22	8	5	60	22	4
6646_1	3	10	10	1	4	0	1	6	14	3	0
6645_1	1	14	5	0	26	6	4	6	21	4	0
6644_1	46	150	152	18	308	33	27	75	398	108	21
6643_1	1	19	19	1	25	4	9	3	51	19	1
6642_1	0	2	2	0	1	0	0	0	0	0	0
6641_1	0	0	2	0	10	0	4	4	3	5	2
6640_1	18	120	81	14	37	24	29	26	102	89	11
